Koli_KOD,Beden_No,Koli_ADET
0418,12,5.0
0418,13,0.0
0418,34,0.0
0419,1,0.0
0419,2,0.0
0419,3,0.0
0419,4,0.0
0419,5,0.0
0419,6,1.0
0419,7,2.0
0419,8,2.0
0419,9,5.0
0419,10,4.0
0419,11,4.0
0419,12,2.0
0419,13,0.0
0419,34,0.0
0420,1,0.0
0420,2,0.0
0420,3,0.0
0420,4,0.0
0420,5,0.0
0420,6,1.0
0420,7,4.0
0420,8,6.0
0420,9,12.0
0420,10,12.0
0420,11,8.0
0420,12,6.0
0420,13,2.0
0420,34,0.0
0421,1,0.0
0421,2,0.0
0421,3,0.0
0421,4,0.0
0421,5,0.0
0421,6,1.0
0421,7,2.0
0421,8,4.0
0421,9,12.0
0421,10,12.0
0421,11,6.0
0421,12,4.0
0421,13,1.0
0421,34,0.0
0422,1,0.0
0422,2,0.0
0422,3,0.0
0422,4,0.0
0422,5,0.0
0422,6,1.0
0422,7,2.0
0422,8,4.0
0422,9,8.0
0422,10,8.0
0422,11,4.0
0422,12,4.0
0422,13,1.0
0422,34,0.0
0423,1,0.0
0423,2,0.0
0423,3,0.0
0423,4,0.0
0423,5,0.0
0423,6,1.0
0423,7,2.0
0423,8,4.0
0423,9,8.0
0423,10,7.0
0423,11,5.0
0423,12,3.0
0423,13,0.0
0423,34,0.0
0424,1,0.0
0424,2,0.0
0424,3,0.0
0424,4,0.0
0424,5,0.0
0424,6,1.0
0424,7,4.0
0424,8,6.0
0424,9,12.0
0424,10,12.0
0424,11,6.0
0424,12,3.0
0424,13,1.0
0424,34,0.0
0425,1,0.0
0425,2,0.0
0425,3,0.0
0425,4,0.0
0425,5,0.0
0425,6,1.0
0425,7,2.0
0425,8,4.0
0425,9,8.0
0425,10,8.0
0425,11,6.0
0425,12,4.0
0425,13,1.0
0425,34,0.0
0426,1,0.0
0426,2,0.0
0426,3,0.0
0426,4,0.0
0426,5,0.0
0426,6,1.0
0426,7,2.0
0426,8,4.0
0426,9,12.0
0426,10,12.0
0426,11,6.0
0426,12,4.0
0426,13,0.0
0426,34,0.0
0427,1,0.0
0427,2,0.0
0427,3,0.0
0427,4,0.0
0427,5,0.0
0427,6,1.0
0427,7,2.0
0427,8,4.0
0427,9,8.0
0427,10,8.0
0427,11,4.0
0427,12,4.0
0427,13,0.0
0427,34,0.0
0428,1,0.0
0428,2,0.0
0428,3,0.0
0428,4,0.0
0428,5,0.0
0428,6,1.0
0428,7,4.0
0428,8,6.0
0428,9,12.0
0428,10,12.0
0428,11,6.0
0428,12,3.0
0428,13,0.0
0428,34,0.0
0429,1,0.0
0429,2,0.0
0429,3,0.0
0429,4,0.0
0429,5,0.0
0429,6,1.0
0429,7,2.0
0429,8,4.0
0429,9,8.0
0429,10,8.0
0429,11,6.0
0429,12,4.0
0429,13,0.0
0429,34,0.0
0430,1,0.0
0430,2,0.0
0430,3,0.0
0430,4,0.0
0430,5,0.0
0430,6,1.0
0430,7,4.0
0430,8,6.0
0430,9,12.0
0430,10,12.0
0430,11,8.0
0430,12,6.0
0430,13,0.0
0430,34,0.0
0431,1,0.0
0431,2,0.0
0431,3,0.0
0431,4,0.0
0431,5,0.0
0431,6,0.0
0431,7,1.0
0431,8,1.0
0431,9,1.0
0431,10,1.0
0431,11,2.0
0431,12,2.0
0431,13,2.0
0431,34,0.0
0432,1,0.0
0432,2,0.0
0432,3,0.0
0432,4,0.0
0432,5,0.0
0432,6,0.0
0432,7,1.0
0432,8,1.0
0432,9,2.0
0432,10,2.0
0432,11,2.0
0432,12,2.0
0432,13,2.0
0432,34,0.0
0433,1,0.0
0433,2,0.0
0433,3,0.0
0433,4,0.0
0433,5,0.0
0433,6,0.0
0433,7,2.0
0433,8,2.0
0433,9,4.0
0433,10,0.0
0433,11,0.0
0433,12,0.0
0433,13,0.0
0433,34,0.0
0434,1,0.0
0434,2,0.0
0434,3,0.0
0434,4,0.0
0434,5,0.0
0434,6,0.0
0434,7,2.0
0434,8,2.0
0434,9,4.0
0434,10,2.0
0434,11,0.0
0434,12,0.0
0434,13,0.0
0434,34,0.0
0435,1,0.0
0435,2,0.0
0435,3,0.0
0435,4,0.0
0435,5,0.0
0435,6,0.0
0435,7,0.0
0435,8,0.0
0435,9,0.0
0435,10,1.0
0435,11,3.0
0435,12,3.0
0435,13,4.0
0435,34,0.0
0436,1,0.0
0436,2,0.0
0436,3,0.0
0436,4,0.0
0436,5,0.0
0436,6,0.0
0436,7,1.0
0436,8,2.0
0436,9,3.0
0436,10,3.0
0436,11,0.0
0436,12,0.0
0436,13,0.0
0436,34,0.0
0437,1,0.0
0437,2,0.0
0437,3,0.0
0437,4,0.0
0437,5,0.0
0437,6,0.0
0437,7,0.0
0437,8,0.0
0437,9,0.0
0437,10,0.0
0437,11,2.0
0437,12,3.0
0437,13,3.0
0437,34,0.0
0438,1,0.0
0438,2,0.0
0438,3,0.0
0438,4,0.0
0438,5,0.0
0438,6,0.0
0438,7,0.0
0438,8,0.0
0438,9,0.0
0438,10,0.0
0438,11,3.0
0438,12,3.0
0438,13,3.0
0438,34,0.0
0439,1,0.0
0439,2,0.0
0439,3,0.0
0439,4,0.0
0439,5,0.0
0439,6,0.0
0439,7,2.0
0439,8,2.0
0439,9,4.0
0439,10,2.0
0439,11,2.0
0439,12,0.0
0439,13,0.0
0439,34,0.0
0440,1,0.0
0440,2,0.0
0440,3,0.0
0440,4,0.0
0440,5,0.0
0440,6,0.0
0440,7,0.0
0440,8,0.0
0440,9,1.0
0440,10,1.0
0440,11,2.0
0440,12,3.0
0440,13,3.0
0440,34,0.0
0441,1,0.0
0441,2,0.0
0441,3,0.0
0441,4,0.0
0441,5,0.0
0441,6,0.0
0441,7,2.0
0441,8,3.0
0441,9,2.0
0441,10,2.0
0441,11,1.0
0441,12,0.0
0441,13,0.0
0441,34,0.0
0442,1,0.0
0442,2,0.0
0442,3,0.0
0442,4,0.0
0442,5,0.0
0442,6,0.0
0442,7,2.0
0442,8,3.0
0442,9,3.0
0442,10,2.0
0442,11,0.0
0442,12,0.0
0442,13,0.0
0442,34,0.0
0443,1,0.0
0443,2,0.0
0443,3,0.0
0443,4,0.0
0443,5,0.0
0443,6,1.0
0443,7,2.0
0443,8,2.0
0443,9,2.0
0443,10,1.0
0443,11,1.0
0443,12,1.0
0443,13,0.0
0443,34,0.0
0444,1,0.0
0444,2,0.0
0444,3,0.0
0444,4,0.0
0444,5,0.0
0444,6,1.0
0444,7,1.0
0444,8,2.0
0444,9,2.0
0444,10,2.0
0444,11,2.0
0444,12,0.0
0444,13,0.0
0444,34,0.0
0445,1,0.0
0445,2,0.0
0445,3,0.0
0445,4,0.0
0445,5,0.0
0445,6,0.0
0445,7,20.0
0445,8,20.0
0445,9,20.0
0445,10,20.0
0445,11,12.0
0445,12,12.0
0445,13,0.0
0445,34,0.0
0446,1,0.0
0446,2,0.0
0446,3,0.0
0446,4,0.0
0446,5,0.0
0446,6,0.0
0446,7,2.0
0446,8,4.0
0446,9,5.0
0446,10,3.0
0446,11,2.0
0446,12,0.0
0446,13,0.0
0446,34,0.0
0447,1,0.0
0447,2,0.0
0447,3,0.0
0447,4,0.0
0447,5,0.0
0447,6,0.0
0447,7,2.0
0447,8,3.0
0447,9,5.0
0447,10,4.0
0447,11,2.0
0447,12,0.0
0447,13,0.0
0447,34,0.0
0448,1,0.0
0448,2,0.0
0448,3,0.0
0448,4,0.0
0448,5,0.0
0448,6,0.0
0448,7,2.0
0448,8,4.0
0448,9,3.0
0448,10,5.0
0448,11,2.0
0448,12,0.0
0448,13,0.0
0448,34,0.0
0449,1,0.0
0449,2,0.0
0449,3,0.0
0449,4,0.0
0449,5,0.0
0449,6,0.0
0449,7,1.0
0449,8,2.0
0449,9,1.0
0449,10,2.0
0449,11,1.0
0449,12,1.0
0449,13,0.0
0449,34,0.0
0450,1,0.0
0450,2,0.0
0450,3,0.0
0450,4,0.0
0450,5,0.0
0450,6,0.0
0450,7,3.0
0450,8,6.0
0450,9,10.0
0450,10,10.0
0450,11,10.0
0450,12,8.0
0450,13,0.0
0450,34,0.0
0451,1,0.0
0451,2,0.0
0451,3,0.0
0451,4,0.0
0451,5,0.0
0451,6,0.0
0451,7,2.0
0451,8,4.0
0451,9,4.0
0451,10,5.0
0451,11,3.0
0451,12,2.0
0451,13,0.0
0451,34,0.0
0452,1,0.0
0452,2,0.0
0452,3,0.0
0452,4,0.0
0452,5,0.0
0452,6,0.0
0452,7,1.0
0452,8,3.0
0452,9,3.0
0452,10,3.0
0452,11,1.0
0452,12,1.0
0452,13,0.0
0452,34,0.0
0453,1,0.0
0453,2,0.0
0453,3,0.0
0453,4,0.0
0453,5,0.0
0453,6,0.0
0453,7,2.0
0453,8,5.0
0453,9,5.0
0453,10,5.0
0453,11,5.0
0453,12,3.0
0453,13,0.0
0453,34,0.0
0454,1,0.0
0454,2,0.0
0454,3,0.0
0454,4,0.0
0454,5,0.0
0454,6,0.0
0454,7,2.0
0454,8,2.0
0454,9,1.0
0454,10,1.0
0454,11,2.0
0454,12,0.0
0454,13,0.0
0454,34,0.0
0455,1,0.0
0455,2,0.0
0455,3,0.0
0455,4,0.0
0455,5,0.0
0455,6,0.0
0455,7,1.0
0455,8,3.0
0455,9,2.0
0455,10,1.0
0455,11,1.0
0455,12,0.0
0455,13,0.0
0455,34,0.0
0456,1,0.0
0456,2,0.0
0456,3,0.0
0456,4,0.0
0456,5,0.0
0456,6,0.0
0456,7,1.0
0456,8,3.0
0456,9,2.0
0456,10,2.0
0456,11,2.0
0456,12,0.0
0456,13,0.0
0456,34,0.0
0457,1,0.0
0457,2,0.0
0457,3,0.0
0457,4,0.0
0457,5,0.0
0457,6,0.0
0457,7,3.0
0457,8,0.0
0457,9,0.0
0457,10,0.0
0457,11,7.0
0457,12,0.0
0457,13,0.0
0457,34,0.0
0458,1,0.0
0458,2,0.0
0458,3,0.0
0458,4,0.0
0458,5,0.0
0458,6,0.0
0458,7,7.0
0458,8,8.0
0458,9,8.0
0458,10,10.0
0458,11,7.0
0458,12,0.0
0458,13,0.0
0458,34,0.0
0459,1,0.0
0459,2,0.0
0459,3,0.0
0459,4,0.0
0459,5,0.0
0459,6,0.0
0459,7,4.0
0459,8,8.0
0459,9,10.0
0459,10,11.0
0459,11,5.0
0459,12,2.0
0459,13,0.0
0459,34,0.0
0460,1,0.0
0460,2,0.0
0460,3,0.0
0460,4,0.0
0460,5,0.0
0460,6,0.0
0460,7,4.0
0460,8,9.0
0460,9,8.0
0460,10,6.0
0460,11,5.0
0460,12,0.0
0460,13,0.0
0460,34,0.0
0461,1,0.0
0461,2,0.0
0461,3,0.0
0461,4,0.0
0461,5,0.0
0461,6,0.0
0461,7,2.0
0461,8,3.0
0461,9,4.0
0461,10,5.0
0461,11,2.0
0461,12,0.0
0461,13,0.0
0461,34,0.0
0462,1,0.0
0462,2,0.0
0462,3,0.0
0462,4,0.0
0462,5,0.0
0462,6,0.0
0462,7,2.0
0462,8,6.0
0462,9,8.0
0462,10,10.0
0462,11,4.0
0462,12,2.0
0462,13,0.0
0462,34,0.0
0463,1,0.0
0463,2,0.0
0463,3,0.0
0463,4,0.0
0463,5,0.0
0463,6,0.0
0463,7,2.0
0463,8,7.0
0463,9,5.0
0463,10,6.0
0463,11,3.0
0463,12,1.0
0463,13,0.0
0463,34,0.0
0464,1,0.0
0464,2,0.0
0464,3,0.0
0464,4,0.0
0464,5,0.0
0464,6,0.0
0464,7,3.0
0464,8,4.0
0464,9,6.0
0464,10,6.0
0464,11,4.0
0464,12,1.0
0464,13,0.0
0464,34,0.0
0465,1,0.0
0465,2,0.0
0465,3,0.0
0465,4,0.0
0465,5,0.0
0465,6,0.0
0465,7,3.0
0465,8,8.0
0465,9,10.0
0465,10,10.0
0465,11,5.0
0465,12,4.0
0465,13,0.0
0465,34,0.0
0466,1,0.0
0466,2,0.0
0466,3,0.0
0466,4,0.0
0466,5,0.0
0466,6,0.0
0466,7,1.0
0466,8,4.0
0466,9,2.0
0466,10,1.0
0466,11,0.0
0466,12,0.0
0466,13,0.0
0466,34,0.0
0467,1,0.0
0467,2,0.0
0467,3,0.0
0467,4,0.0
0467,5,0.0
0467,6,0.0
0467,7,2.0
0467,8,3.0
0467,9,3.0
0467,10,0.0
0467,11,0.0
0467,12,0.0
0467,13,0.0
0467,34,0.0
0468,1,0.0
0468,2,0.0
0468,3,0.0
0468,4,0.0
0468,5,0.0
0468,6,0.0
0468,7,0.0
0468,8,0.0
0468,9,1.0
0468,10,3.0
0468,11,2.0
0468,12,2.0
0468,13,0.0
0468,34,0.0
0469,1,0.0
0469,2,0.0
0469,3,0.0
0469,4,0.0
0469,5,0.0
0469,6,0.0
0469,7,2.0
0469,8,2.0
0469,9,3.0
0469,10,3.0
0469,11,1.0
0469,12,0.0
0469,13,0.0
0469,34,0.0
0470,1,0.0
0470,2,0.0
0470,3,0.0
0470,4,0.0
0470,5,0.0
0470,6,0.0
0470,7,1.0
0470,8,3.0
0470,9,1.0
0470,10,3.0
0470,11,1.0
0470,12,0.0
0470,13,0.0
0470,34,0.0
0471,1,0.0
0471,2,0.0
0471,3,0.0
0471,4,0.0
0471,5,0.0
0471,6,0.0
0471,7,2.0
0471,8,3.0
0471,9,1.0
0471,10,1.0
0471,11,1.0
0471,12,0.0
0471,13,0.0
0471,34,0.0
0472,1,0.0
0472,2,0.0
0472,3,0.0
0472,4,0.0
0472,5,0.0
0472,6,1.0
0472,7,2.0
0472,8,1.0
0472,9,1.0
0472,10,1.0
0472,11,0.0
0472,12,0.0
0472,13,0.0
0472,34,0.0
0473,1,0.0
0473,2,0.0
0473,3,0.0
0473,4,0.0
0473,5,0.0
0473,6,0.0
0473,7,2.0
0473,8,2.0
0473,9,3.0
0473,10,3.0
0473,11,2.0
0473,12,0.0
0473,13,0.0
0473,34,0.0
0474,1,0.0
0474,2,0.0
0474,3,0.0
0474,4,0.0
0474,5,0.0
0474,6,0.0
0474,7,4.0
0474,8,4.0
0474,9,6.0
0474,10,6.0
0474,11,4.0
0474,12,2.0
0474,13,0.0
0474,34,0.0
0475,1,0.0
0475,2,0.0
0475,3,0.0
0475,4,0.0
0475,5,0.0
0475,6,0.0
0475,7,4.0
0475,8,4.0
0475,9,5.0
0475,10,5.0
0475,11,4.0
0475,12,0.0
0475,13,0.0
0475,34,0.0
0476,1,0.0
0476,2,0.0
0476,3,0.0
0476,4,0.0
0476,5,0.0
0476,6,0.0
0476,7,4.0
0476,8,4.0
0476,9,6.0
0476,10,6.0
0476,11,4.0
0476,12,0.0
0476,13,0.0
0476,34,0.0
0477,1,0.0
0477,2,0.0
0477,3,0.0
0477,4,0.0
0477,5,0.0
0477,6,0.0
0477,7,0.0
0477,8,0.0
0477,9,1.0
0477,10,3.0
0477,11,3.0
0477,12,3.0
0477,13,0.0
0477,34,0.0
0478,1,0.0
0478,2,0.0
0478,3,0.0
0478,4,0.0
0478,5,0.0
0478,6,0.0
0478,7,0.0
0478,8,4.0
0478,9,4.0
0478,10,0.0
0478,11,0.0
0478,12,0.0
0478,13,0.0
0478,34,0.0
0479,1,0.0
0479,2,0.0
0479,3,0.0
0479,4,0.0
0479,5,0.0
0479,6,0.0
0479,7,0.0
0479,8,3.0
0479,9,3.0
0479,10,1.0
0479,11,1.0
0479,12,0.0
0479,13,0.0
0479,34,0.0
0480,1,0.0
0480,2,0.0
0480,3,0.0
0480,4,0.0
0480,5,0.0
0480,6,0.0
0480,7,6.0
0480,8,0.0
0480,9,0.0
0480,10,0.0
0480,11,0.0
0480,12,0.0
0480,13,0.0
0480,34,0.0
0481,1,0.0
0481,2,0.0
0481,3,0.0
0481,4,0.0
0481,5,0.0
0481,6,0.0
0481,7,4.0
0481,8,8.0
0481,9,8.0
0481,10,8.0
0481,11,4.0
0481,12,2.0
0481,13,0.0
0481,34,0.0
0482,1,0.0
0482,2,0.0
0482,3,0.0
0482,4,0.0
0482,5,0.0
0482,6,0.0
0482,7,4.0
0482,8,8.0
0482,9,10.0
0482,10,8.0
0482,11,4.0
0482,12,2.0
0482,13,0.0
0482,34,0.0
0483,1,0.0
0483,2,0.0
0483,3,0.0
0483,4,0.0
0483,5,0.0
0483,6,0.0
0483,7,6.0
0483,8,12.0
0483,9,12.0
0483,10,12.0
0483,11,6.0
0483,12,2.0
0483,13,0.0
0483,34,0.0
0484,1,0.0
0484,2,0.0
0484,3,0.0
0484,4,0.0
0484,5,0.0
0484,6,0.0
0484,7,10.0
0484,8,12.0
0484,9,13.0
0484,10,10.0
0484,11,5.0
0484,12,0.0
0484,13,0.0
0484,34,0.0
0485,1,0.0
0485,2,0.0
0485,3,0.0
0485,4,0.0
0485,5,0.0
0485,6,0.0
0485,7,14.0
0485,8,21.0
0485,9,23.0
0485,10,14.0
0485,11,8.0
0485,12,0.0
0485,13,0.0
0485,34,0.0
0486,1,0.0
0486,2,0.0
0486,3,0.0
0486,4,0.0
0486,5,0.0
0486,6,0.0
0486,7,0.0
0486,8,3.0
0486,9,3.0
0486,10,2.0
0486,11,0.0
0486,12,0.0
0486,13,0.0
0486,34,0.0
0487,1,0.0
0487,2,0.0
0487,3,0.0
0487,4,0.0
0487,5,0.0
0487,6,0.0
0487,7,2.0
0487,8,3.0
0487,9,2.0
0487,10,1.0
0487,11,2.0
0487,12,0.0
0487,13,0.0
0487,34,0.0
0488,1,0.0
0488,2,0.0
0488,3,0.0
0488,4,0.0
0488,5,0.0
0488,6,0.0
0488,7,2.0
0488,8,2.0
0488,9,3.0
0488,10,1.0
0488,11,2.0
0488,12,0.0
0488,13,0.0
0488,34,0.0
0489,1,0.0
0489,2,0.0
0489,3,0.0
0489,4,0.0
0489,5,0.0
0489,6,0.0
0489,7,1.0
0489,8,1.0
0489,9,2.0
0489,10,0.0
0489,11,2.0
0489,12,0.0
0489,13,0.0
0489,34,0.0
0490,1,0.0
0490,2,0.0
0490,3,0.0
0490,4,0.0
0490,5,0.0
0490,6,0.0
0490,7,1.0
0490,8,2.0
0490,9,2.0
0490,10,1.0
0490,11,2.0
0490,12,0.0
0490,13,0.0
0490,34,0.0
0491,1,0.0
0491,2,0.0
0491,3,0.0
0491,4,0.0
0491,5,0.0
0491,6,0.0
0491,7,1.0
0491,8,3.0
0491,9,4.0
0491,10,3.0
0491,11,1.0
0491,12,0.0
0491,13,0.0
0491,34,0.0
0492,1,0.0
0492,2,0.0
0492,3,0.0
0492,4,0.0
0492,5,0.0
0492,6,1.0
0492,7,2.0
0492,8,2.0
0492,9,3.0
0492,10,2.0
0492,11,1.0
0492,12,1.0
0492,13,0.0
0492,34,0.0
0493,1,0.0
0493,2,0.0
0493,3,0.0
0493,4,0.0
0493,5,0.0
0493,6,1.0
0493,7,2.0
0493,8,2.0
0493,9,2.0
0493,10,1.0
0493,11,1.0
0493,12,0.0
0493,13,0.0
0493,34,0.0
0494,1,0.0
0494,2,0.0
0494,3,0.0
0494,4,0.0
0494,5,0.0
0494,6,1.0
0494,7,1.0
0494,8,2.0
0494,9,2.0
0494,10,2.0
0494,11,2.0
0494,12,1.0
0494,13,0.0
0494,34,0.0
0495,1,0.0
0495,2,0.0
0495,3,0.0
0495,4,0.0
0495,5,0.0
0495,6,0.0
0495,7,2.0
0495,8,3.0
0495,9,3.0
0495,10,2.0
0495,11,1.0
0495,12,1.0
0495,13,0.0
0495,34,0.0
0496,1,0.0
0496,2,0.0
0496,3,0.0
0496,4,0.0
0496,5,0.0
0496,6,0.0
0496,7,0.0
0496,8,3.0
0496,9,4.0
0496,10,2.0
0496,11,1.0
0496,12,0.0
0496,13,0.0
0496,34,0.0
0497,1,0.0
0497,2,0.0
0497,3,0.0
0497,4,0.0
0497,5,0.0
0497,6,0.0
0497,7,1.0
0497,8,3.0
0497,9,3.0
0497,10,1.0
0497,11,1.0
0497,12,1.0
0497,13,0.0
0497,34,0.0
0498,1,0.0
0498,2,0.0
0498,3,0.0
0498,4,0.0
0498,5,0.0
0498,6,0.0
0498,7,4.0
0498,8,1.0
0498,9,12.0
0498,10,14.0
0498,11,9.0
0498,12,2.0
0498,13,0.0
0498,34,0.0
0499,1,0.0
0499,2,0.0
0499,3,0.0
0499,4,0.0
0499,5,0.0
0499,6,0.0
0499,7,4.0
0499,8,9.0
0499,9,12.0
0499,10,14.0
0499,11,9.0
0499,12,2.0
0499,13,0.0
0499,34,0.0
0500,1,0.0
0500,2,0.0
0500,3,0.0
0500,4,0.0
0500,5,0.0
0500,6,0.0
0500,7,3.0
0500,8,6.0
0500,9,8.0
0500,10,8.0
0500,11,3.0
0500,12,2.0
0500,13,0.0
0500,34,0.0
0501,1,0.0
0501,2,0.0
0501,3,0.0
0501,4,0.0
0501,5,0.0
0501,6,0.0
0501,7,3.0
0501,8,3.0
0501,9,3.0
0501,10,2.0
0501,11,1.0
0501,12,1.0
0501,13,0.0
0501,34,0.0
0502,1,0.0
0502,2,0.0
0502,3,0.0
0502,4,0.0
0502,5,0.0
0502,6,0.0
0502,7,2.0
0502,8,3.0
0502,9,3.0
0502,10,1.0
0502,11,1.0
0502,12,0.0
0502,13,0.0
0502,34,0.0
0503,1,0.0
0503,2,0.0
0503,3,0.0
0503,4,0.0
0503,5,0.0
0503,6,0.0
0503,7,2.0
0503,8,2.0
0503,9,1.0
0503,10,2.0
0503,11,1.0
0503,12,0.0
0503,13,0.0
0503,34,0.0
0504,1,0.0
0504,2,0.0
0504,3,0.0
0504,4,0.0
0504,5,0.0
0504,6,0.0
0504,7,3.0
0504,8,4.0
0504,9,3.0
0504,10,0.0
0504,11,0.0
0504,12,0.0
0504,13,0.0
0504,34,0.0
0505,1,0.0
0505,2,0.0
0505,3,0.0
0505,4,0.0
0505,5,0.0
0505,6,0.0
0505,7,0.0
0505,8,5.0
0505,9,6.0
0505,10,6.0
0505,11,5.0
0505,12,5.0
0505,13,0.0
0505,34,0.0
0506,1,0.0
0506,2,0.0
0506,3,0.0
0506,4,0.0
0506,5,0.0
0506,6,0.0
0506,7,0.0
0506,8,6.0
0506,9,8.0
0506,10,8.0
0506,11,8.0
0506,12,0.0
0506,13,0.0
0506,34,0.0
0507,1,0.0
0507,2,0.0
0507,3,0.0
0507,4,0.0
0507,5,0.0
0507,6,0.0
0507,7,2.0
0507,8,4.0
0507,9,4.0
0507,10,3.0
0507,11,1.0
0507,12,0.0
0507,13,0.0
0507,34,0.0
0508,1,0.0
0508,2,0.0
0508,3,0.0
0508,4,0.0
0508,5,0.0
0508,6,0.0
0508,7,3.0
0508,8,5.0
0508,9,15.0
0508,10,15.0
0508,11,0.0
0508,12,0.0
0508,13,0.0
0508,34,0.0
0509,1,0.0
0509,2,0.0
0509,3,0.0
0509,4,0.0
0509,5,0.0
0509,6,0.0
0509,7,1.0
0509,8,1.0
0509,9,2.0
0509,10,2.0
0509,11,1.0
0509,12,0.0
0509,13,0.0
0509,34,0.0
0510,1,0.0
0510,2,0.0
0510,3,0.0
0510,4,0.0
0510,5,0.0
0510,6,0.0
0510,7,3.0
0510,8,6.0
0510,9,6.0
0510,10,6.0
0510,11,6.0
0510,12,0.0
0510,13,0.0
0510,34,0.0
0511,1,0.0
0511,2,0.0
0511,3,0.0
0511,4,0.0
0511,5,0.0
0511,6,0.0
0511,7,1.0
0511,8,1.0
0511,9,3.0
0511,10,3.0
0511,11,3.0
0511,12,0.0
0511,13,0.0
0511,34,0.0
0512,1,0.0
0512,2,0.0
0512,3,0.0
0512,4,0.0
0512,5,0.0
0512,6,0.0
0512,7,0.0
0512,8,2.0
0512,9,2.0
0512,10,3.0
0512,11,2.0
0512,12,0.0
0512,13,0.0
0512,34,0.0
0513,1,0.0
0513,2,0.0
0513,3,0.0
0513,4,0.0
0513,5,0.0
0513,6,0.0
0513,7,0.0
0513,8,1.0
0513,9,3.0
0513,10,3.0
0513,11,3.0
0513,12,0.0
0513,13,0.0
0513,34,0.0
0514,1,0.0
0514,2,0.0
0514,3,0.0
0514,4,0.0
0514,5,0.0
0514,6,0.0
0514,7,2.0
0514,8,4.0
0514,9,5.0
0514,10,4.0
0514,11,3.0
0514,12,0.0
0514,13,0.0
0514,34,0.0
0515,1,0.0
0515,2,0.0
0515,3,0.0
0515,4,0.0
0515,5,0.0
0515,6,0.0
0515,7,1.0
0515,8,3.0
0515,9,3.0
0515,10,3.0
0515,11,3.0
0515,12,0.0
0515,13,0.0
0515,34,0.0
0516,1,0.0
0516,2,0.0
0516,3,0.0
0516,4,0.0
0516,5,0.0
0516,6,0.0
0516,7,3.0
0516,8,3.0
0516,9,3.0
0516,10,1.0
0516,11,0.0
0516,12,0.0
0516,13,0.0
0516,34,0.0
0517,1,0.0
0517,2,0.0
0517,3,0.0
0517,4,0.0
0517,5,0.0
0517,6,0.0
0517,7,1.0
0517,8,3.0
0517,9,3.0
0517,10,3.0
0517,11,2.0
0517,12,1.0
0517,13,1.0
0517,34,0.0
0518,1,0.0
0518,2,0.0
0518,3,0.0
0518,4,0.0
0518,5,0.0
0518,6,0.0
0518,7,1.0
0518,8,3.0
0518,9,3.0
0518,10,3.0
0518,11,3.0
0518,12,2.0
0518,13,1.0
0518,34,0.0
0519,1,0.0
0519,2,0.0
0519,3,0.0
0519,4,0.0
0519,5,0.0
0519,6,0.0
0519,7,2.0
0519,8,5.0
0519,9,5.0
0519,10,6.0
0519,11,3.0
0519,12,0.0
0519,13,0.0
0519,34,0.0
0520,1,0.0
0520,2,0.0
0520,3,0.0
0520,4,0.0
0520,5,0.0
0520,6,1.0
0520,7,1.0
0520,8,2.0
0520,9,1.0
0520,10,2.0
0520,11,2.0
0520,12,0.0
0520,13,0.0
0520,34,0.0
0521,1,0.0
0521,2,0.0
0521,3,0.0
0521,4,0.0
0521,5,0.0
0521,6,1.0
0521,7,1.0
0521,8,2.0
0521,9,2.0
0521,10,1.0
0521,11,0.0
0521,12,0.0
0521,13,0.0
0521,34,0.0
0522,1,0.0
0522,2,0.0
0522,3,0.0
0522,4,0.0
0522,5,0.0
0522,6,0.0
0522,7,1.0
0522,8,3.0
0522,9,3.0
0522,10,2.0
0522,11,2.0
0522,12,1.0
0522,13,0.0
0522,34,0.0
0523,1,0.0
0523,2,0.0
0523,3,0.0
0523,4,0.0
0523,5,0.0
0523,6,0.0
0523,7,6.0
0523,8,11.0
0523,9,14.0
0523,10,11.0
0523,11,6.0
0523,12,2.0
0523,13,0.0
0523,34,0.0
0524,1,0.0
0524,2,0.0
0524,3,0.0
0524,4,0.0
0524,5,0.0
0524,6,2.0
0524,7,3.0
0524,8,1.0
0524,9,2.0
0524,10,2.0
0524,11,1.0
0524,12,1.0
0524,13,0.0
0524,34,0.0
0525,1,0.0
0525,2,0.0
0525,3,0.0
0525,4,0.0
0525,5,0.0
0525,6,0.0
0525,7,0.0
0525,8,1.0
0525,9,3.0
0525,10,2.0
0525,11,2.0
0525,12,2.0
0525,13,0.0
0525,34,0.0
0526,1,0.0
0526,2,0.0
0526,3,0.0
0526,4,0.0
0526,5,0.0
0526,6,0.0
0526,7,0.0
0526,8,1.0
0526,9,1.0
0526,10,1.0
0526,11,0.0
0526,12,0.0
0526,13,0.0
0526,34,0.0
0527,1,0.0
0527,2,0.0
0527,3,0.0
0527,4,0.0
0527,5,0.0
0527,6,0.0
0527,7,1.0
0527,8,2.0
0527,9,2.0
0527,10,0.0
0527,11,1.0
0527,12,0.0
0527,13,0.0
0527,34,0.0
0528,1,0.0
0528,2,0.0
0528,3,0.0
0528,4,0.0
0528,5,0.0
0528,6,0.0
0528,7,2.0
0528,8,2.0
0528,9,0.0
0528,10,3.0
0528,11,1.0
0528,12,0.0
0528,13,0.0
0528,34,0.0
0529,1,0.0
0529,2,0.0
0529,3,0.0
0529,4,0.0
0529,5,0.0
0529,6,0.0
0529,7,4.0
0529,8,9.0
0529,9,12.0
0529,10,9.0
