FisNo,Bolum,FisTip,FisTar,BelgeNo,Kasa,Location,CariKod,OzKod1,OzKod2,MuhKod,MuhFisNo,iptal,MM,insUN,insDT,updUN,updDT,locked,CreaterApp,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,MakbuzSerino,MakbuzNo,NeedCalculate,NoBaBs
6476,K,NO,2025-02-07 14:43:26,,K001,L001,,,,,0,,,ONUR,2025-02-09 14:43:36.347000,ONUR,2025-02-09 14:43:36.347000,,,,,,2025-03-16 14:41:08.650000,2025-03-16 14:41:18.690000,,,0,
6477,K,NO,2025-02-07 14:44:00,,K001,L001,,,,,0,,,ONUR,2025-02-09 14:44:13.733000,ONUR,2025-02-09 14:44:13.733000,,,,,,2025-03-16 14:41:08.650000,2025-03-16 14:41:18.697000,,,0,
6478,K,NO,2025-02-07 14:44:50,,K001,L001,,,,,0,,,ONUR,2025-02-09 14:45:26.683000,ONUR,2025-02-09 14:45:26.683000,,,,,,2025-03-16 14:41:08.650000,2025-03-16 14:41:18.703000,,,0,
6479,K,NO,2025-02-07 14:56:30,,K001,L001,,,,,0,,,ONUR,2025-02-09 14:57:07.907000,ONUR,2025-02-09 14:57:07.907000,,,,,,2025-03-16 14:41:08.650000,2025-03-16 14:41:18.710000,,,0,
6480,K,NO,2025-02-07 15:02:02,,K001,L001,,,,,0,,,ONUR,2025-02-09 15:05:03.560000,ONUR,2025-02-09 15:05:03.560000,,,,,,2025-03-16 14:41:08.650000,2025-03-16 14:41:18.717000,,,0,
6481,K,NO,2025-02-07 15:07:22,,K001,L001,,,,,0,,,ONUR,2025-02-09 15:07:42.250000,ONUR,2025-02-09 15:07:42.250000,,,,,,2025-03-16 14:41:08.650000,2025-03-16 14:41:18.720000,,,0,
6482,K,NO,2025-02-07 15:08:32,,K001,L001,,,,,0,,,ONUR,2025-02-09 15:09:21.913000,ONUR,2025-02-09 15:09:21.913000,,,,,,2025-03-16 14:41:08.650000,2025-03-16 14:41:18.727000,,,0,
6483,K,NO,2025-02-07 15:12:36,,K001,L001,,,,,0,,,ONUR,2025-02-09 15:12:50.063000,ONUR,2025-02-09 15:12:50.063000,,,,,,2025-03-16 14:41:08.650000,2025-03-16 14:41:18.733000,,,0,
6484,K,NO,2025-02-07 15:14:44,,K001,L001,,,,,0,,,ONUR,2025-02-09 15:16:01.257000,ONUR,2025-02-09 15:16:01.257000,,,,,,2025-03-16 14:41:08.650000,2025-03-16 14:41:18.740000,,,0,
6485,K,NT,2025-02-09 00:00:00,,K001,L001,,,,,,,,ONUR,2025-02-09 15:44:32.790000,ONUR,2025-02-09 15:44:32.790000,,,,,,1900-01-01 00:00:00,2025-02-09 15:44:32.790000,,,0,
6486,K,NT,2025-02-10 15:04:46,,K001,L001,,,,,0,,,ONUR,2025-02-10 15:05:27.700000,ONUR,2025-02-10 15:06:36.240000,,,,,,2025-02-10 15:06:36.240000,2025-02-10 15:06:36.403000,,,0,
6487,K,NT,2025-02-10 15:07:56,,K001,L001,,,,,0,,,ONUR,2025-02-10 15:08:06.720000,ONUR,2025-02-10 15:08:06.720000,,,,,,2025-02-10 15:08:06.740000,2025-02-10 15:08:06.933000,,,0,
6488,K,NT,2025-02-10 15:09:45,,K001,L001,,,,,0,,,ONUR,2025-02-10 15:10:44.303000,ONUR,2025-02-10 15:10:44.303000,,,,,,2025-02-10 15:10:44.323000,2025-02-10 15:10:44.517000,,,0,
6489,K,NT,2025-02-10 15:12:23,,K001,L001,,,,,0,,,ONUR,2025-02-10 15:12:37.783000,ONUR,2025-02-10 15:12:37.783000,,,,,,2025-02-10 15:12:37.797000,2025-02-10 15:12:38,,,0,
6490,K,NT,2025-02-10 18:46:07,,K001,L001,,,,,0,,,ONUR,2025-02-10 18:48:30.540000,ONUR,2025-02-10 18:48:30.540000,,,,,,2025-02-10 18:48:30.560000,2025-02-10 18:48:30.743000,,,0,
6491,K,NT,2025-02-11 13:27:09,,K001,L001,,,,,0,,,İra,2025-02-11 13:27:16.877000,İra,2025-02-11 13:27:16.877000,,,,,,2025-02-11 13:27:16.937000,2025-03-25 13:18:38.503000,,,0,
6492,K,NT,2025-02-11 16:25:22,,K001,L001,,,,,0,,,ONUR,2025-02-11 16:26:32.497000,ONUR,2025-02-11 16:26:32.497000,,,,,,2025-02-11 16:26:32.510000,2025-02-11 16:26:32.700000,,,0,
6493,K,NT,2025-02-11 16:27:58,,K001,L001,,,,,0,,,ONUR,2025-02-11 16:28:22.430000,ONUR,2025-02-11 16:28:22.430000,,,,,,2025-02-11 16:28:22.443000,2025-02-11 16:28:22.620000,,,0,
6494,K,NT,2025-02-11 16:29:07,,K001,L001,,,,,0,,,ONUR,2025-02-11 16:29:35.507000,ONUR,2025-02-11 16:29:35.507000,,,,,,2025-02-11 16:29:35.520000,2025-02-11 16:29:35.680000,,,0,
6495,K,NT,2025-02-11 16:30:28,,K001,L001,,,,,0,,,ONUR,2025-02-11 16:31:03.843000,ONUR,2025-02-11 16:31:03.843000,,,,,,2025-02-11 16:31:03.860000,2025-02-11 16:31:04.020000,,,0,
6496,K,NT,2025-02-11 16:31:52,,K001,L001,,,,,0,,,ONUR,2025-02-11 16:32:53.953000,ONUR,2025-02-11 16:32:53.953000,,,,,,2025-02-11 16:32:53.970000,2025-02-11 16:32:54.137000,,,0,
6497,K,NT,2025-02-11 16:34:10,,K001,L001,,,,,0,,,ONUR,2025-02-11 16:34:35.540000,ONUR,2025-02-11 16:34:35.540000,,,,,,2025-02-11 16:34:35.553000,2025-02-11 16:34:35.730000,,,0,
6498,K,NT,2025-02-12 18:05:21,,K001,L001,,,,,0,,,Suat,2025-02-12 18:06:03.483000,Suat,2025-02-12 18:06:03.483000,,,,,,2025-02-12 18:06:03.497000,2025-02-12 18:06:03.660000,,,0,
6500,K,NT,2025-02-13 13:17:11,,K001,L001,,,,,0,,,İra,2025-02-13 13:17:42.427000,İra,2025-02-13 13:17:42.427000,,,,,,2025-02-21 08:34:18.490000,2025-05-09 18:05:23.860000,,,0,
6501,K,NT,2025-02-13 13:28:39,,K001,L001,,,,,0,,,İra,2025-02-13 13:29:41.937000,İra,2025-02-13 13:29:41.937000,,,,,,2025-02-21 08:34:18.490000,2025-04-12 10:30:38.250000,,,0,
6504,K,GO,2024-08-30 14:57:34,,K001,L001,,,,,0,,,ONUR,2025-02-13 14:58:45.883000,ONUR,2025-02-13 14:58:45.883000,,,,,,2025-02-13 14:58:45.900000,2025-02-13 14:58:46.077000,,,0,
6505,K,NT,2025-02-13 18:08:57,,K001,L001,,,,,0,,,ONUR,2025-02-13 18:09:13.330000,ONUR,2025-02-13 18:09:13.330000,,,,,,2025-02-21 08:34:18.490000,2025-02-21 08:34:19.680000,,,0,
6506,K,NT,2025-02-13 18:26:50,,K001,L001,,,,,0,,,İra,2025-02-13 18:27:16.183000,İra,2025-02-13 18:27:16.183000,,,,,,2025-02-21 08:34:18.490000,2025-04-08 16:16:06.030000,,,0,
6507,K,NO,2025-02-13 19:33:38,,K001,L001,,,,,0,,,ONUR,2025-02-13 19:34:33.697000,ONUR,2025-02-13 19:34:33.697000,,,,,,2025-02-21 08:34:18.490000,2025-02-21 08:34:19.690000,,,0,
6508,K,NT,2025-02-14 15:16:45,,K001,L001,,,,,0,,,İra,2025-02-14 15:17:09.573000,İra,2025-02-14 15:17:09.573000,,,,,,2025-02-14 15:17:09.707000,2025-05-21 11:30:55.543000,,,0,
6509,K,NT,2025-02-14 16:25:03,,K001,L001,,,,,0,,,ONUR,2025-02-14 16:26:09.607000,ONUR,2025-02-14 16:26:09.607000,,,,,,2025-02-14 16:26:09.677000,2025-02-14 16:26:10.140000,,,0,
6510,K,NT,2025-02-14 17:15:11,,K001,L001,,,,,0,,,ONUR,2025-02-14 17:15:20.127000,ONUR,2025-02-14 17:15:20.127000,,,,,,2025-02-14 17:15:20.147000,2025-02-14 17:15:20.370000,,,0,
6511,K,NT,2025-02-14 17:16:47,,K001,L001,,,,,0,,,ONUR,2025-02-14 17:17:29.700000,ONUR,2025-02-14 17:17:29.700000,,,,,,2025-02-14 17:17:29.723000,2025-02-14 17:17:29.950000,,,0,
6512,K,NT,2025-02-14 18:33:31,,K001,L001,,,,,0,,,İra,2025-02-14 18:34:04.133000,İra,2025-02-14 18:34:04.133000,,,,,,2025-02-14 18:34:04.247000,2025-05-26 12:39:51.960000,,,0,
6513,K,NT,2025-02-14 19:15:48,,K001,L001,,,,,0,,,İra,2025-02-14 19:16:01.050000,İra,2025-02-14 19:16:42.727000,,,,,,2025-02-14 19:16:42.737000,2025-03-26 11:16:49.743000,,,0,
6514,K,NT,2025-02-14 20:09:31,,K001,L001,,,,,0,,,ONUR,2025-02-14 20:10:08.783000,ONUR,2025-02-14 20:10:08.783000,,,,,,2025-02-14 20:10:08.797000,2025-02-14 20:10:08.960000,,,0,
6515,K,NT,2025-01-29 10:02:54,,K001,L001,,,,,0,,,ONUR,2025-02-15 10:03:18.610000,ONUR,2025-02-15 10:03:18.610000,,,,,,2025-02-15 10:03:18.637000,2025-02-15 10:03:18.853000,,,0,
6516,K,NT,2025-01-30 10:03:49,,K001,L001,,,,,0,,,ONUR,2025-02-15 10:04:31.843000,ONUR,2025-02-15 10:04:31.843000,,,,,,2025-02-21 08:33:04.987000,2025-02-21 08:33:08.187000,,,0,
6517,K,NT,2025-02-14 10:10:22,,K001,L001,,,,,0,,,ONUR,2025-02-15 10:11:08.717000,ONUR,2025-02-15 10:11:08.717000,,,,,,2025-02-15 10:11:08.737000,2025-02-15 10:11:08.950000,,,0,
6518,K,NT,2025-02-14 10:47:56,,K001,L001,,,,,0,,,ONUR,2025-02-15 10:48:11.487000,ONUR,2025-02-15 10:48:11.487000,,,,,,2025-02-15 10:48:11.510000,2025-02-15 10:48:11.710000,,,0,
6519,K,NT,2025-02-15 11:05:25,,K001,L001,,,,,0,,,ONUR,2025-02-15 11:05:33.733000,ONUR,2025-02-15 11:05:33.733000,,,,,,2025-02-15 11:05:33.750000,2025-02-15 11:05:33.963000,,,0,
6520,K,NT,2025-02-15 11:06:15,,K001,L001,,,,,0,,,ONUR,2025-02-15 11:06:25.653000,ONUR,2025-02-15 11:06:25.653000,,,,,,2025-02-15 11:06:25.673000,2025-02-15 11:06:25.897000,,,0,
6521,K,NT,2025-02-11 11:53:42,,K001,L001,,,,,0,,,ONUR,2025-02-15 11:53:50.060000,ONUR,2025-02-15 11:53:50.060000,,,,,,2025-02-15 11:53:50.073000,2025-02-15 11:53:50.260000,,,0,
6522,K,NO,2025-01-27 12:54:42,,K001,L001,,,,,0,,,ONUR,2025-02-15 12:55:58.130000,ONUR,2025-02-15 12:55:58.130000,,,,,,2025-02-15 12:55:58.150000,2025-02-15 12:55:58.357000,,,0,
6523,K,NO,2025-02-14 12:10:57,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:11:25.427000,ONUR,2025-02-17 12:11:25.427000,,,,,,2025-02-17 12:11:25.490000,2025-02-17 12:11:25.980000,,,0,
6524,K,NO,2025-02-14 12:12:23,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:12:39.113000,ONUR,2025-02-17 12:12:39.113000,,,,,,2025-02-17 12:12:39.180000,2025-02-17 12:12:39.670000,,,0,
6525,K,NO,2025-02-14 12:13:05,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:13:22.993000,ONUR,2025-02-17 12:13:22.993000,,,,,,2025-02-17 12:13:23.067000,2025-02-17 12:13:23.560000,,,0,
6526,K,NO,2025-02-14 12:13:56,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:14:13.080000,ONUR,2025-02-17 12:14:13.080000,,,,,,2025-02-17 12:14:13.150000,2025-02-17 12:14:13.637000,,,0,
6527,K,NO,2025-02-14 12:14:28,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:14:43.927000,ONUR,2025-02-17 12:14:43.927000,,,,,,2025-02-17 12:14:43.993000,2025-02-17 12:14:44.470000,,,0,
6528,K,NO,2025-02-14 12:15:01,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:15:15.450000,ONUR,2025-02-17 12:15:15.450000,,,,,,2025-02-17 12:15:15.523000,2025-02-17 12:15:16.007000,,,0,
6529,K,NO,2025-02-14 12:15:35,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:16:08.797000,ONUR,2025-03-12 17:55:18.253000,,,,,,2025-03-12 17:55:18.267000,2025-03-12 17:55:18.647000,,,0,
6530,K,NO,2025-02-14 12:16:28,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:16:46.297000,ONUR,2025-02-17 12:16:46.297000,,,,,,2025-02-17 12:16:46.363000,2025-02-17 12:16:46.873000,,,0,
6531,K,NO,2025-02-14 12:17:01,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:17:12.890000,ONUR,2025-02-17 12:17:12.890000,,,,,,2025-02-17 12:17:12.960000,2025-02-17 12:17:13.457000,,,0,
6532,K,NO,2025-02-14 12:17:33,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:17:46.200000,ONUR,2025-02-17 12:17:51.720000,,,,,,2025-02-17 12:17:51.720000,2025-02-17 12:17:52.183000,,,0,
6533,K,NO,2025-02-14 12:18:06,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:18:18.833000,ONUR,2025-02-17 12:18:18.833000,,,,,,2025-02-17 12:18:18.903000,2025-02-17 12:18:19.403000,,,0,
6534,K,NO,2025-02-14 12:18:39,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:18:53.843000,ONUR,2025-02-17 12:18:53.843000,,,,,,2025-02-17 12:18:53.910000,2025-02-17 12:18:54.413000,,,0,
6535,K,NO,2025-02-14 12:19:12,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:19:31.730000,ONUR,2025-02-17 12:19:31.730000,,,,,,2025-02-17 12:19:31.800000,2025-02-17 12:19:32.283000,,,0,
6536,K,NO,2025-02-14 12:19:51,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:20:03.777000,ONUR,2025-02-17 12:20:03.777000,,,,,,2025-02-17 12:20:03.847000,2025-02-17 12:20:04.333000,,,0,
6537,K,NO,2025-02-14 12:20:21,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:20:33.057000,ONUR,2025-02-17 12:20:33.057000,,,,,,2025-02-17 12:20:33.133000,2025-02-17 12:20:33.660000,,,0,
6538,K,NO,2025-02-14 12:20:51,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:21:05.513000,ONUR,2025-02-17 12:21:05.513000,,,,,,2025-02-17 12:21:05.583000,2025-02-17 12:21:06.090000,,,0,
6539,K,NO,2025-02-14 12:21:24,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:21:36.647000,ONUR,2025-02-17 12:21:36.647000,,,,,,2025-02-17 12:21:36.713000,2025-02-17 12:21:37.190000,,,0,
6540,K,NO,2025-02-14 12:21:53,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:22:05.197000,ONUR,2025-02-17 12:22:05.197000,,,,,,2025-02-17 12:22:05.263000,2025-02-17 12:22:05.743000,,,0,
6541,K,NO,2025-02-14 12:22:20,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:22:35.890000,ONUR,2025-02-17 12:22:35.890000,,,,,,2025-02-17 12:22:35.957000,2025-02-17 12:22:36.440000,,,0,
6542,K,NO,2025-02-14 12:22:58,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:23:12.897000,ONUR,2025-02-17 12:23:12.897000,,,,,,2025-02-17 12:23:12.963000,2025-02-17 12:23:13.447000,,,0,
6543,K,NO,2025-02-14 12:23:48,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:24:01.783000,ONUR,2025-02-17 12:24:01.783000,,,,,,2025-02-17 12:24:01.857000,2025-02-17 12:24:02.353000,,,0,
6544,K,NO,2025-02-14 12:24:23,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:24:36.150000,ONUR,2025-02-17 12:24:36.150000,,,,,,2025-02-17 12:24:36.220000,2025-02-17 12:24:36.710000,,,0,
6545,K,NO,2025-02-14 12:24:54,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:25:08.053000,ONUR,2025-02-17 12:25:08.053000,,,,,,2025-02-17 12:25:08.120000,2025-02-17 12:25:08.637000,,,0,
6546,K,NO,2025-02-14 12:25:23,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:25:35.387000,ONUR,2025-02-17 12:25:35.387000,,,,,,2025-02-17 12:25:35.450000,2025-02-17 12:25:35.950000,,,0,
6547,K,NO,2025-02-14 12:25:49,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:26:04.307000,ONUR,2025-02-17 12:26:04.310000,,,,,,2025-02-17 12:26:04.373000,2025-02-17 12:26:04.890000,,,0,
6548,K,NO,2025-02-14 12:26:26,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:26:40.967000,ONUR,2025-02-17 12:26:40.967000,,,,,,2025-02-17 12:26:41.030000,2025-02-17 12:26:41.560000,,,0,
6549,K,NO,2025-02-14 12:26:59,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:27:16.883000,ONUR,2025-02-17 12:27:16.887000,,,,,,2025-02-17 12:27:16.953000,2025-02-17 12:27:17.453000,,,0,
6550,K,NO,2025-02-14 12:27:37,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:27:49.573000,ONUR,2025-02-17 12:27:49.573000,,,,,,2025-02-17 12:27:49.643000,2025-02-17 12:27:50.173000,,,0,
6551,K,NO,2025-02-14 12:28:09,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:28:21.410000,ONUR,2025-02-17 12:28:21.410000,,,,,,2025-02-17 12:28:21.483000,2025-02-17 12:28:21.997000,,,0,
6552,K,NO,2025-02-14 12:28:36,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:28:52,ONUR,2025-02-17 12:28:52,,,,,,2025-02-17 12:28:52.067000,2025-02-17 12:28:52.567000,,,0,
6553,K,NO,2025-02-14 12:29:08,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:29:21.300000,ONUR,2025-02-17 12:29:21.300000,,,,,,2025-02-17 12:29:21.367000,2025-02-17 12:29:21.877000,,,0,
6554,K,NO,2025-02-14 12:29:45,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:29:57.930000,ONUR,2025-02-17 12:29:57.930000,,,,,,2025-02-17 12:29:57.987000,2025-02-17 12:29:58.473000,,,0,
6555,K,NO,2025-02-14 12:30:13,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:30:26.213000,ONUR,2025-02-17 12:30:26.213000,,,,,,2025-02-17 12:30:26.287000,2025-02-17 12:30:26.850000,,,0,
6556,K,NO,2025-02-14 12:30:41,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:30:54.347000,ONUR,2025-02-17 12:30:54.347000,,,,,,2025-02-17 12:30:54.423000,2025-02-17 12:30:54.913000,,,0,
6557,K,NO,2025-02-14 12:31:13,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:31:28.313000,ONUR,2025-02-17 12:31:28.313000,,,,,,2025-02-17 12:31:28.393000,2025-02-17 12:31:28.930000,,,0,
6558,K,NO,2025-02-14 12:31:43,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:31:57.143000,ONUR,2025-02-17 12:31:57.143000,,,,,,2025-02-17 12:31:57.347000,2025-02-17 12:31:58.500000,,,0,
6559,K,NO,2025-02-14 12:32:12,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:32:25.227000,ONUR,2025-02-17 12:32:25.227000,,,,,,2025-02-17 12:32:25.300000,2025-02-17 12:32:25.817000,,,0,
6560,K,NO,2025-02-14 12:32:47,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:32:59.717000,ONUR,2025-02-17 12:32:59.717000,,,,,,2025-02-17 12:32:59.797000,2025-02-17 12:33:00.317000,,,0,
6561,K,NO,2025-02-14 12:33:15,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:33:34.077000,ONUR,2025-02-17 12:33:34.080000,,,,,,2025-02-17 12:33:34.150000,2025-02-17 12:33:34.680000,,,0,
6562,K,NO,2025-02-14 12:33:52,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:34:08.687000,ONUR,2025-02-17 12:34:08.687000,,,,,,2025-02-17 12:34:08.760000,2025-02-17 12:34:09.277000,,,0,
6563,K,NO,2025-02-14 12:34:35,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:35:05.200000,ONUR,2025-02-17 12:35:05.200000,,,,,,2025-02-17 12:35:05.270000,2025-02-17 12:35:05.800000,,,0,
6564,K,NO,2025-02-14 12:35:24,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:35:45.493000,ONUR,2025-02-17 12:35:45.493000,,,,,,2025-02-17 12:35:45.567000,2025-02-17 12:35:46.080000,,,0,
6565,K,NO,2025-02-14 12:36:03,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:36:16.213000,ONUR,2025-02-17 12:36:16.213000,,,,,,2025-02-17 12:36:16.283000,2025-02-17 12:36:16.853000,,,0,
6566,K,NO,2025-02-14 12:36:30,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:36:43.730000,ONUR,2025-02-17 12:36:43.730000,,,,,,2025-02-17 12:36:43.800000,2025-02-17 12:36:44.333000,,,0,
6567,K,NO,2025-02-14 12:36:59,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:37:16.733000,ONUR,2025-02-17 12:37:16.733000,,,,,,2025-02-17 12:37:16.807000,2025-02-17 12:37:17.297000,,,0,
6568,K,NO,2025-02-14 12:37:33,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:37:46.880000,ONUR,2025-02-17 12:37:46.880000,,,,,,2025-02-17 12:37:46.953000,2025-02-17 12:37:47.480000,,,0,
6569,K,NO,2025-02-14 12:38:01,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:38:12.580000,ONUR,2025-02-17 12:38:12.580000,,,,,,2025-02-17 12:38:12.650000,2025-02-17 12:38:13.167000,,,0,
6570,K,NO,2025-02-14 12:38:27,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:38:40.520000,ONUR,2025-02-17 12:38:40.520000,,,,,,2025-02-17 12:38:40.590000,2025-02-17 12:38:41.080000,,,0,
6571,K,NO,2025-02-14 12:38:57,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:39:10.347000,ONUR,2025-02-17 12:39:10.347000,,,,,,2025-02-17 12:39:10.420000,2025-02-17 12:39:10.950000,,,0,
6572,K,NO,2025-02-14 12:39:28,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:39:41.830000,ONUR,2025-02-17 12:39:41.830000,,,,,,2025-02-17 12:39:41.893000,2025-02-17 12:39:42.403000,,,0,
6573,K,NO,2025-02-14 12:40:06,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:40:19.330000,ONUR,2025-02-17 12:40:19.330000,,,,,,2025-02-17 12:40:19.400000,2025-02-17 12:40:19.920000,,,0,
6574,K,NO,2025-02-14 12:40:43,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:40:55.863000,ONUR,2025-02-17 12:40:55.863000,,,,,,2025-02-17 12:40:55.937000,2025-02-17 12:40:56.450000,,,0,
6575,K,NO,2025-02-14 12:41:21,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:41:34.840000,ONUR,2025-02-17 12:41:34.840000,,,,,,2025-02-17 12:41:34.913000,2025-02-17 12:41:35.440000,,,0,
6576,K,NO,2025-02-14 12:42:04,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:42:20.050000,ONUR,2025-02-17 12:42:20.050000,,,,,,2025-02-17 12:42:20.120000,2025-02-17 12:42:20.650000,,,0,
6577,K,NO,2025-02-14 12:42:39,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:42:55.330000,ONUR,2025-02-17 12:42:55.330000,,,,,,2025-02-17 12:42:55.400000,2025-02-17 12:42:55.957000,,,0,
6578,K,NO,2025-02-14 12:43:14,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:43:26.437000,ONUR,2025-02-17 12:43:26.437000,,,,,,2025-02-17 12:43:26.503000,2025-02-17 12:43:26.967000,,,0,
6579,K,NO,2025-02-14 12:43:43,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:44:03.650000,ONUR,2025-02-17 12:44:03.650000,,,,,,2025-02-17 12:44:03.727000,2025-02-17 12:44:04.267000,,,0,
6580,K,NO,2025-02-14 12:44:32,,K001,L001,,,,,0,,,ONUR,2025-02-17 12:45:04.860000,ONUR,2025-02-17 12:45:04.860000,,,,,,2025-02-17 12:45:04.927000,2025-02-17 12:45:05.440000,,,0,
6581,K,NT,2024-09-26 13:13:11,,K001,L001,,,,,0,,,ONUR,2025-02-17 13:13:37.370000,ONUR,2025-02-17 13:13:41.857000,,,,,,2025-02-21 08:24:38.233000,2025-02-21 08:24:43.177000,,,0,
6582,K,NO,2024-09-27 13:13:48,,K001,L001,,,,,0,,,ONUR,2025-02-17 13:14:08.700000,ONUR,2025-02-17 13:14:08.700000,,,,,,2025-02-17 13:14:08.773000,2025-02-17 13:14:09.290000,,,0,
6583,K,NT,2025-02-17 15:25:33,,K001,L001,,,,,0,,,İra,2025-02-17 15:25:44.107000,İra,2025-02-17 15:25:44.107000,,,,,,2025-02-17 15:25:44.177000,2025-03-25 16:03:15.190000,,,0,
6584,K,NT,2025-02-17 16:59:54,,K001,L001,,,,,0,,,ONUR,2025-02-17 17:00:20.043000,ONUR,2025-02-17 17:00:20.043000,,,,,,2025-02-17 17:00:20.113000,2025-02-17 17:00:20.613000,,,0,
6585,K,NT,2025-02-17 18:22:36,,K001,L001,,,,,0,,,ONUR,2025-02-17 18:23:04.613000,ONUR,2025-02-17 18:23:04.613000,,,,,,2025-02-17 18:23:04.627000,2025-02-17 18:23:04.800000,,,0,
6586,K,NT,2025-02-17 18:23:39,,K001,L001,,,,,0,,,ONUR,2025-02-17 18:24:19.770000,ONUR,2025-02-17 18:24:19.770000,,,,,,2025-02-17 18:24:19.780000,2025-02-17 18:24:19.930000,,,0,
6587,K,NT,2025-02-17 18:25:06,,K001,L001,,,,,0,,,ONUR,2025-02-17 18:25:40.457000,ONUR,2025-02-17 18:25:40.457000,,,,,,2025-02-17 18:25:40.470000,2025-02-17 18:25:40.650000,,,0,
6588,K,NT,2025-02-18 13:43:55,,K001,L001,,,,,0,,,ONUR,2025-02-18 13:43:54.293000,ONUR,2025-02-18 13:43:54.293000,,,,,,2025-02-18 13:43:54.307000,2025-02-18 13:43:54.487000,,,0,
6589,K,NT,2025-02-18 13:51:27,,K001,L001,,,,,0,,,ONUR,2025-02-18 13:51:26.387000,ONUR,2025-02-18 13:51:26.387000,,,,,,2025-02-18 13:51:26.403000,2025-02-18 13:51:26.613000,,,0,
6590,K,NT,2025-02-17 15:18:53,,K001,L001,,,,,0,,,İra,2025-02-18 15:19:13.760000,İra,2025-02-18 15:19:13.760000,,,,,,2025-02-18 15:19:13.830000,2025-03-26 11:16:49.753000,,,0,
6591,K,NT,2025-02-18 16:59:48,,K001,L001,,,,,0,,,İra,2025-02-18 17:00:06.340000,İra,2025-02-18 17:00:06.340000,,,,,,2025-02-18 17:00:06.407000,2025-03-28 14:16:28.710000,,,0,
6592,K,NT,2025-02-18 17:52:51,,K001,L001,,,,,0,,,İra,2025-02-18 17:53:00.540000,İra,2025-02-18 17:53:12.690000,,,,,,2025-02-18 17:53:12.700000,2025-03-22 10:13:10.460000,,,0,
6593,K,NT,2025-02-19 11:11:20,,K001,L001,,,,,0,,,ONUR,2025-02-19 11:11:31.453000,ONUR,2025-03-12 15:01:14.413000,,,,,,2025-03-12 15:01:14.420000,2025-03-12 15:01:14.593000,,,0,
