inx,SatNo,Odinx,Puan,ParaCinsi,Taksit,GBT,SKT,MKod,Active,PERKOD,Tarih,SendCode,STATUS
715,810937,861486,5.6,TL, ,2018-07-21 09:56:24,2099-01-01 00:00:00,KS0070000000344,*,H001,2018-07-21 09:56:38.097000,640b521c-042a-47d3-aec5-2a52ec5f93c8,0
716,810950,861500,3.8,US, ,2018-07-21 11:05:01,2099-01-01 00:00:00,KS0070000000175,*,H001,2018-07-21 11:05:22.013000,28b81e04-b2a8-42b2-8fb8-e5fbe792cf35,0
717,810955,861505,1.4,TL, ,2018-07-21 11:18:21,2099-01-01 00:00:00,KS0070000000640,*,H001,2018-07-21 11:18:35.560000,cdd34021-cf9b-4437-9962-8fd70bfc3bbc,0
718,804217,41629,2.0,TL,*,2018-10-27 09:44:28,2099-01-01 00:00:00,M0535,*,,2018-12-22 11:36:13.320000,8d0062a4-3c4c-4298-84f3-642b78a7a1e0,0
719,810964,861514,13.32,US, ,2018-07-21 11:56:12,2099-01-01 00:00:00,KS0070000000801,*,H001,2018-07-21 11:56:27.430000,4c6173b5-04db-4888-b7fc-8e9670dcab07,0
720,810979,861532,20.0,TL, ,2018-07-21 12:59:02,2099-01-01 00:00:00,KS0070000000369,*,H001,2018-07-21 12:59:18.070000,00695139-4e13-4eff-9924-3422ce8b7c61,0
721,811021,861574,12.4,TL, ,2018-07-21 15:25:24,2099-01-01 00:00:00,KS0020000002771,*,V05,2018-07-21 15:25:41.610000,bf5efdcb-5641-44fa-bb4a-cf9ffc1a6b45,0
722,811022,861576,3.12,TL, ,2018-07-21 15:30:16,2099-01-01 00:00:00,KS0070000000802,*,H001,2018-07-21 15:30:59.260000,59920b9e-d1c1-4fab-a555-9142765252dc,0
723,811022,861575,20.32,US, ,2018-07-21 15:30:04,2099-01-01 00:00:00,KS0070000000802,*,H001,2018-07-21 15:30:59.260000,1228251b-0ff5-43bf-8f95-6e8426e4aaf9,0
724,811053,861607,3.2,US, ,2018-07-21 16:45:32,2099-01-01 00:00:00,KS0070000000803,*,H001,2018-07-21 16:45:48.537000,7c67a18c-7359-4254-8abe-6ff0d511ad97,0
725,811065,861620,3.0,TL, ,2018-07-21 17:07:26,2099-01-01 00:00:00,KS0070000000803,*,H001,2018-07-21 17:07:40.560000,b5b0ef79-cae6-415c-a0fe-45a481032751,0
726,811065,861619,2.4,US, ,2018-07-21 17:07:14,2099-01-01 00:00:00,KS0070000000803,*,H001,2018-07-21 17:07:40.560000,9dd9666f-745f-419d-848c-af5d1a285627,0
727,811106,861664,2.8,US, ,2018-07-21 18:20:45,2099-01-01 00:00:00,KS0020000002295,*,V123,2018-07-21 18:21:23.407000,07840e5f-e113-4d57-9974-2faa5ab5a584,0
728,811108,861665,1.52,US, ,2018-07-21 18:22:09,2099-01-01 00:00:00,KS0020000002295,*,V123,2018-07-21 18:22:37.170000,efb3b2d0-e463-4e42-a4ce-058bcb0a33a9,0
729,811205,861768,8.4,TL, ,2018-07-21 22:41:22,2099-01-01 00:00:00,KS0020000001895, ,V05,2018-07-21 22:56:33.320000,7190e627-497f-48ea-8ab9-30cacaddea77,0
730,811205,861776,4.8,TL, ,2018-07-21 22:41:47,2099-01-01 00:00:00,KS0020000001895,*,V123,2018-07-21 22:56:33.323000,2d9043f2-23f4-4f54-a15f-4df0bd25307d,0
731,811231,861802,4.0,TL, ,2018-07-22 08:23:43,2099-01-01 00:00:00,KS0070000000415,*,H001,2018-07-22 08:24:00.970000,c864d172-1655-4c66-90e5-0a09b248c6a9,0
732,811237,861809,2.0,US, ,2018-07-22 09:28:16,2099-01-01 00:00:00,KS0070000000318,*,H001,2018-07-22 09:28:23.383000,cc8c5b5d-ee40-4768-bdba-dc5666efa7ce,0
733,811238,861810,1.0,US, ,2018-07-22 09:48:59,2099-01-01 00:00:00,KS0070000000804,*,H001,2018-07-22 09:49:15.727000,31002cb9-9c6b-4ab8-91a1-aecbd2a140cf,0
734,811240,861812,5.2,TL, ,2018-07-22 10:03:24,2099-01-01 00:00:00,KS0070000000805,*,H001,2018-07-22 10:03:36.873000,e38b187e-b166-4975-8b5f-3d563757c1a5,0
735,811244,861817,6.32,TL, ,2018-07-22 10:23:09,2099-01-01 00:00:00,KS0070000000806,*,H001,2018-07-22 10:23:21.630000,3d919081-2e7a-4847-8323-2235bf9217b5,0
736,811244,861816,1.0,US, ,2018-07-22 10:22:57,2099-01-01 00:00:00,KS0070000000806,*,H001,2018-07-22 10:23:21.630000,2bbb0a56-6fab-4f1f-b694-df41f6e2ba49,0
737,811314,861893,2.8,TL, ,2018-07-22 15:55:24,2099-01-01 00:00:00,KS0020000001632,*,V45,2018-07-22 15:55:49.197000,43b0fa2c-8e5e-471b-a544-18cbf98c37ec,0
738,811433,862017,20.0,TL, ,2018-07-23 09:56:41,2099-01-01 00:00:00,KS0070000000807,*,H001,2018-07-23 09:56:58.207000,7b6cdc82-1719-4dad-b873-f406d870a5e3,0
739,811462,862050,0.4,US, ,2018-07-23 15:20:10,2099-01-01 00:00:00,KS0070000000808,*,H001,2018-07-23 15:20:17.783000,c8433ad1-0b8e-4cb1-a534-ce00afb6555b,0
740,811464,862052,2.0,US, ,2018-07-23 15:37:50,2099-01-01 00:00:00,KS0070000000810,*,H001,2018-07-23 15:37:58.750000,791394a9-e445-40d9-bb8f-e4e7618c8bea,0
741,811467,862056,1.92,US, ,2018-07-23 15:47:08,2099-01-01 00:00:00,KS0070000000811,*,H001,2018-07-23 15:47:19.173000,419a9999-7842-49d4-961d-58380a2725d6,0
742,811470,862059,4.92,US, ,2018-07-23 15:51:39,2099-01-01 00:00:00,KS0070000000810,*,H001,2018-07-23 15:51:51.480000,7dcea125-f989-400f-8de6-08ec5d3373b1,0
743,811473,862062,7.52,TL, ,2018-07-23 15:56:33,2099-01-01 00:00:00,KS0070000000807,*,H001,2018-07-23 15:56:47.833000,7f255453-d021-4de0-8d4c-9d32d6c3bb81,0
744,811477,862066,1.72,US, ,2018-07-23 16:07:37,2099-01-01 00:00:00,KS0070000000811,*,H001,2018-07-23 16:08:00.407000,827cdf41-8bbf-4818-a8dc-5957aafba6f7,0
745,811502,862093,8.0,TL, ,2018-07-23 18:37:44,2099-01-01 00:00:00,KS0070000000812,*,H001,2018-07-23 18:37:54.703000,90fd034d-f74c-4c6a-88b2-78909effba74,0
746,811512,862104,4.4,TL, ,2018-07-23 19:03:54,2099-01-01 00:00:00,KS0070000000813,*,H001,2018-07-23 19:04:10.743000,c5110248-2857-4e71-b2c8-bf00f7206d87,0
747,811515,862107,4.4,TL, ,2018-07-23 19:10:36,2099-01-01 00:00:00,KS0070000000814,*,H001,2018-07-23 19:11:33.917000,01b98c69-89d9-46b5-a8a8-149923e877a9,0
748,811585,862181,5.6,TL, ,2018-07-24 08:25:47,2099-01-01 00:00:00,KS0020000002481,*,V05,2018-07-24 08:26:03.493000,5949b484-d7ec-4231-a11c-73e25658a391,0
749,811587,862183,2.6,US, ,2018-07-24 08:59:02,2099-01-01 00:00:00,KS0070000000819,*,H001,2018-07-24 09:00:11.847000,e5b1352f-f256-4660-96ab-19c8071252d6,0
750,811590,862186,3.72,US, ,2018-07-24 09:38:15,2099-01-01 00:00:00,KS0070000000820,*,H001,2018-07-24 09:38:31.040000,3153d9d7-826b-46ec-a803-fbe4a93461a1,0
751,811591,862187,1.0,US, ,2018-07-24 09:40:17,2099-01-01 00:00:00,KS0070000000819,*,H001,2018-07-24 09:40:34.667000,e0ed931e-484b-442c-804d-358a7f2bfddd,0
752,811600,862196,1.0,US, ,2018-07-24 10:39:56,2099-01-01 00:00:00,KS0070000000821,*,H001,2018-07-24 10:40:23.437000,f3fca5c1-15b8-4324-bb0c-bf9c4dfb9acb,0
753,811604,862200,1.8,TL, ,2018-07-24 10:56:42,2099-01-01 00:00:00,KS0070000000175,*,H001,2018-07-24 10:56:52.800000,5842caa4-df27-4cd7-a927-3dbe2afdd432,0
754,811617,862216,1.0,US, ,2018-07-24 12:30:02,2099-01-01 00:00:00,KS0070000000640,*,H001,2018-07-24 12:30:11.400000,b9501cc4-65c0-432e-9c40-505af16cd51c,0
755,811621,862220,7.4,TL, ,2018-07-24 12:45:44,2099-01-01 00:00:00,KS0070000000822,*,H001,2018-07-24 12:46:07.867000,2d17a6f3-a8b5-483d-9f66-1a043241b5c1,0
756,811711,862316,1.0,US, ,2018-07-24 19:25:57,2099-01-01 00:00:00,KS0070000000823,*,H001,2018-07-24 19:26:06.933000,63d8b6b8-e038-4790-b227-eb3589a866ea,0
757,811715,862321,3.52,US, ,2018-07-24 19:35:04,2099-01-01 00:00:00,KS0070000000824,*,H001,2018-07-24 19:35:18.183000,338b50cb-3753-4bc5-9313-61affd037044,0
758,811720,862326,5.8,US, ,2018-07-24 19:55:48,2099-01-01 00:00:00,KS0070000000823,*,H001,2018-07-24 19:55:56.367000,fa7fd7a6-eaf1-43fd-8895-8024ed12fd45,0
759,811726,862333,1.2,US, ,2018-07-24 20:28:42,2099-01-01 00:00:00,KS0070000000340,*,H001,2018-07-24 20:29:50.630000,a0317bf5-99b3-46e2-a237-1205ccada8a9,0
760,811921,862539,1.12,US, ,2018-07-25 10:50:45,2099-01-01 00:00:00,KS0070000000369,*,H001,2018-07-25 10:50:58.130000,8091c150-ddc8-49f9-aaf1-4c5f84c474f5,0
761,811943,862560,2.56,US, ,2018-07-25 12:02:03,2099-01-01 00:00:00,KS0070000000825,*,H001,2018-07-25 12:02:39.080000,5cae11f7-93b8-4078-8c71-e833a3a967d3,0
762,812001,862623,4.4,TL, ,2018-07-25 15:48:16,2099-01-01 00:00:00,KS0070000000812,*,H001,2018-07-25 15:48:37.037000,86b39dcb-c36f-4275-a6a9-18e63a2e75c2,0
763,812002,862624,15.2,TL, ,2018-07-25 15:49:41,2099-01-01 00:00:00,KS0070000000812,*,H001,2018-07-25 15:49:56.817000,fbab5547-8219-494e-8c59-c2cfda2c3d3c,0
764,812032,862657,1.52,US, ,2018-07-25 16:58:54,2099-01-01 00:00:00,KS0070000000226,*,H001,2018-07-25 16:59:09.583000,922a54f0-3d95-4840-97f1-41b4c35eb642,0
765,812045,862670,0.48,US, ,2018-07-25 17:49:27,2099-01-01 00:00:00,KS0070000000826,*,H001,2018-07-25 17:49:37.790000,f2b6b950-6c1c-43f4-bab3-dd3b98d6cb85,0
766,812081,862712,4.4,TL, ,2018-07-25 19:32:54,2099-01-01 00:00:00,KS0070000000827,*,H001,2018-07-25 19:33:07.420000,d30c1fdf-d004-4cc1-bd3f-a14b1f922455,0
767,812124,862757,0.4,TL, ,2018-07-25 21:33:38,2099-01-01 00:00:00,KS0070000000611,*,H001,2018-07-25 21:34:04.777000,96d29015-23aa-4cd3-aa0f-83f5a1cb1f20,0
768,812124,862756,5.2,EU, ,2018-07-25 21:33:28,2099-01-01 00:00:00,KS0070000000611,*,H001,2018-07-25 21:34:04.777000,306c0500-7fc5-4879-83bc-f37bd9def636,0
769,812369,863011,1.6,US, ,2018-07-26 21:42:04,2099-01-01 00:00:00,KS0070000000038,*,V05,2018-07-26 21:42:24.327000,182bceb2-b73c-4528-84ef-435cbce110c9,0
770,812469,863119,1.8,US, ,2018-07-27 13:13:15,2099-01-01 00:00:00,KS0070000000828,*,H001,2018-07-27 13:13:23.850000,b7b98ca1-e911-437a-b87a-a64c80b6d2d3,0
771,812493,863143,5.0,TL, ,2018-07-27 14:57:21,2099-01-01 00:00:00,KS0070000000223,*,H001,2018-07-27 14:57:39.637000,94669b4c-37e7-485d-83cc-35ec1ff39cef,0
772,812495,863145,8.8,TL, ,2018-07-27 14:59:13,2099-01-01 00:00:00,KS0070000000574,*,H001,2018-07-27 14:59:26.160000,4b88b2b0-dfd4-4f28-9788-619c49379aa3,0
773,812543,863196,1.8,US, ,2018-07-27 17:40:25,2099-01-01 00:00:00,KS0070000000829,*,H001,2018-07-27 17:40:36.507000,80c3a1c7-2004-42fa-83cb-b083706c68dd,0
774,812618,863274,3.92,US, ,2018-07-27 21:24:20,2099-01-01 00:00:00,KS0070000000315,*,H001,2018-07-27 21:24:32.890000,a75de9ec-2038-4888-abbf-7b0a0d62436e,0
775,812678,863337,3.2,TL, ,2018-07-28 08:45:44,2099-01-01 00:00:00,KS0070000000573,*,H001,2018-07-28 08:46:11.323000,cf0bdada-a95c-4357-b18b-49fefef989ed,0
776,812683,863342,3.2,US, ,2018-07-28 10:02:55,2099-01-01 00:00:00,KS0070000000573,*,H001,2018-07-28 10:03:05.530000,008e84db-d667-4cd9-8e3c-d923dbe95a44,0
777,812684,863343,5.4,TL, ,2018-07-28 10:17:25,2099-01-01 00:00:00,KS0070000000302,*,H001,2018-07-28 10:17:37.123000,01b1f92d-c551-42c1-a0af-fc0995dee4d5,0
778,812735,863394,11.68,US, ,2018-07-28 13:56:39,2099-01-01 00:00:00,KS0070000000047,*,H001,2018-07-28 13:59:25.053000,b35ec61e-01d0-4e22-b2ca-ebc1194ea157,0
779,812808,863466,16.0,TL, ,2018-07-28 18:37:51,2099-01-01 00:00:00,KS0070000000800,*,H001,2018-07-28 18:38:05.933000,f3bdb11f-3d91-417a-91d7-5da589e7ee95,0
780,812812,863470,2.2,US, ,2018-07-28 18:41:39,2099-01-01 00:00:00,KS0070000000183,*,H001,2018-07-28 18:41:59.513000,37239734-f8b6-41e3-9d2f-b1779ebef1a5,0
781,812818,863476,1.0,US, ,2018-07-28 18:58:02,2099-01-01 00:00:00,KS0070000000302,*,H001,2018-07-28 18:58:16.020000,c18313aa-4f1c-4567-97c1-821c3fc41be4,0
782,812825,863484,14.2,TL, ,2018-07-28 19:25:16,2099-01-01 00:00:00,KS0070000000183,*,H001,2018-07-28 19:25:27.107000,b00a42e3-2775-422f-82fb-cd08b18ddb7c,0
783,812830,863489,6.4,TL, ,2018-07-28 19:45:23,2099-01-01 00:00:00,KS0070000000830,*,H001,2018-07-28 19:45:34.547000,34b2b147-4287-4cba-b3ec-d88233da5abb,0
784,812833,863493,7.6,TL, ,2018-07-28 20:00:03,2099-01-01 00:00:00,KS0070000000298,*,H001,2018-07-28 20:00:15.010000,b02f034b-8406-4b4c-975e-c65785b10653,0
785,812836,863497,3.8,US, ,2018-07-28 20:23:47,2099-01-01 00:00:00,KS0020000002295,*,V05,2018-07-28 20:24:30.257000,56df1d92-df57-4a4a-9ae6-846b058809a3,0
786,812858,863521,5.0,TL, ,2018-07-28 21:22:40,2099-01-01 00:00:00,KS0070000000800,*,H001,2018-07-28 21:22:54.190000,1a8d66ed-764e-4353-a8d0-b1432f17dd27,0
787,812909,863574,7.2,TL, ,2018-07-29 09:55:36,2099-01-01 00:00:00,KS0070000000693,*,H001,2018-07-29 09:55:46.533000,83099401-686e-4c14-a420-fa194430214b,0
788,812915,863581,3.0,US, ,2018-07-29 10:31:50,2099-01-01 00:00:00,KS0070000000509,*,H001,2018-07-29 10:32:04.810000,213911ae-f705-4e4a-b5a0-36d8a0020a75,0
789,812916,863582,1.2,US, ,2018-07-29 10:32:55,2099-01-01 00:00:00,KS0070000000455,*,H001,2018-07-29 10:33:05.460000,9c1c3640-c234-4ed6-b7bb-41f06e26e695,0
790,812921,863587,9.6,TL, ,2018-07-29 10:57:26,2099-01-01 00:00:00,KS0070000000044,*,H001,2018-07-29 10:57:37.770000,4c1c8a49-49ee-46ef-b074-c5625085a1d7,0
791,812929,863595,1.0,US, ,2018-07-29 11:27:23,2099-01-01 00:00:00,KS0070000000831,*,H001,2018-07-29 11:27:37.513000,359f944a-cce6-413c-a11e-9954e4472e44,0
792,812944,863612,2.56,US, ,2018-07-29 12:25:14,2099-01-01 00:00:00,KS0070000000832,*,H001,2018-07-29 12:25:23.590000,506ad633-43e1-4e6c-8ea0-b6756ffab4f6,0
793,812980,863651,2.4,US, ,2018-07-29 14:42:31,2099-01-01 00:00:00,KS0020000001881,*,V05,2018-07-29 14:42:53.400000,0156d9e1-f9cf-4e64-8479-7665c6cbf530,0
794,812987,863658,7.6,TL, ,2018-07-29 15:17:00,2099-01-01 00:00:00,KS0070000000833,*,H001,2018-07-29 15:17:13.423000,cdf65b28-7466-4797-aba3-6f35a5d82e01,0
795,812990,863661,7.2,TL, ,2018-07-29 15:33:15,2099-01-01 00:00:00,KS0070000000834,*,H001,2018-07-29 15:33:26.373000,6439921e-dc53-4755-b1c1-48f9ff3df52f,0
796,812999,863671,5.0,US, ,2018-07-29 16:12:45,2099-01-01 00:00:00,KS0070000000261,*,H001,2018-07-29 16:12:55.870000,66124a52-3fd6-432a-870d-725625b4e1ef,0
797,813007,863680,7.68,US, ,2018-07-29 16:49:04,2099-01-01 00:00:00,KS0070000000493,*,H001,2018-07-29 16:50:25.667000,fc651303-a552-4332-9b60-5602d95dcc74,0
798,813022,863696,3.6,TL, ,2018-07-29 17:48:22,2099-01-01 00:00:00,KS0070000000835,*,H001,2018-07-29 17:48:43.597000,7567dbf4-19f7-4084-8b1e-85677f668104,0
799,813055,863731,1.0,US, ,2018-07-29 20:04:22,2099-01-01 00:00:00,KS0070000000325,*,H001,2018-07-29 20:04:29.200000,69ef5d36-4fff-4163-8758-6bcdb51a4b02,0
800,813121,863800,4.8,TL, ,2018-07-30 08:13:22,2099-01-01 00:00:00,KS0070000000836,*,H001,2018-07-30 08:13:43.197000,021473dc-f19a-44cf-903a-45b26cd111c1,0
801,813122,863801,6.6,TL, ,2018-07-30 08:16:49,2099-01-01 00:00:00,KS0070000000837,*,H001,2018-07-30 08:17:39.540000,44d2db78-d3c4-4dd4-97b8-d4a75eac74bd,0
802,813150,863832,12.68,TL, ,2018-07-30 12:20:28,2099-01-01 00:00:00,KS0070000000838,*,H001,2018-07-30 12:21:14.167000,94d124b4-a6e1-4470-862c-c69eb536b020,0
803,813153,863836,2.2,TL, ,2018-07-30 12:32:26,2099-01-01 00:00:00,KS0070000000839,*,H001,2018-07-30 12:44:04.613000,68db3265-828b-46e2-8804-ae1bde9862a1,0
804,813164,863847,12.0,TL, ,2018-07-30 13:52:43,2099-01-01 00:00:00,KS0070000000051,*,H001,2018-07-30 13:53:29.237000,7172e7a9-5ed4-4d7b-a3a5-ec2a81777112,0
805,813264,863952,1.0,US, ,2018-07-30 20:31:38,2099-01-01 00:00:00,KS0070000000327,*,H001,2018-07-30 20:31:47.797000,7ee16cd5-b76c-455e-95b1-db94bb354818,0
806,813285,863981,1.4,US, ,2018-07-30 21:16:30,2099-01-01 00:00:00,KS0070000000841,*,H001,2018-07-30 21:16:43.620000,1c6cfc1d-cb3e-4839-93fe-c5802fc1c98f,0
807,813341,864041,3.0,US, ,2018-07-31 10:10:14,2099-01-01 00:00:00,KS0070000000842,*,H001,2018-07-31 10:10:26.690000,acb9014f-506b-4156-858e-d9846af2210e,0
808,813345,864045,8.0,TL, ,2018-07-31 10:37:33,2099-01-01 00:00:00,KS0070000000455,*,H001,2018-07-31 10:38:13.420000,64bc73b7-1b76-4840-b9cc-8cda36814dcd,0
809,813390,864090,10.8,TL, ,2018-07-31 13:34:48,2099-01-01 00:00:00,KS0070000000843,*,H001,2018-07-31 13:35:01.010000,c7aea364-2fa2-4db6-a51e-0bd848d3812d,0
810,813429,864134,1.0,US, ,2018-07-31 17:09:13,2099-01-01 00:00:00,KS0070000000044,*,H001,2018-07-31 17:09:23.840000,263ce2b3-d788-4354-adaf-79e9ae86c8a0,0
811,813445,864151,7.6,TL, ,2018-07-31 18:16:59,2099-01-01 00:00:00,KS0070000000044,*,H001,2018-07-31 18:17:12.673000,015d71ed-a017-479c-95d7-dc55c49d8a0e,0
812,813450,864157,4.8,TL, ,2018-07-31 18:39:38,2099-01-01 00:00:00,KS0070000000844,*,H001,2018-07-31 18:39:55.047000,d590758d-1664-42e7-ac0e-c279b85ee760,0
813,813480,864188,8.0,TL, ,2018-07-31 19:52:40,2099-01-01 00:00:00,KS0070000000097,*,H001,2018-07-31 19:52:55.783000,5be92ede-d895-400b-9cbd-4e53d0cdc634,0
814,813668,864384,1.8,US, ,2018-08-01 15:57:46,2099-01-01 00:00:00,KS0070000000091,*,H001,2018-08-01 15:57:56.890000,2b9d3298-17b3-43fa-9cbc-195cf4ab9da3,0
815,813675,864391,30.4,TL, ,2018-08-01 16:34:54,2099-01-01 00:00:00,KS0070000000634,*,H001,2018-08-01 16:35:38.277000,66b01521-fc76-4858-a056-80061c0107df,0
816,813682,864399,1.72,US, ,2018-08-01 16:56:51,2099-01-01 00:00:00,KS0070000000847,*,H001,2018-08-01 16:57:02.037000,e1362fb4-6c96-4422-8899-e4ffe0143a09,0
817,813690,864407,6.4,TL, ,2018-08-01 17:31:17,2099-01-01 00:00:00,KS0070000000228,*,H001,2018-08-01 17:31:32.113000,b983e96c-34ed-4bc9-8077-29463d323bdf,0
818,813691,864408,4.8,TL, ,2018-08-01 17:32:44,2099-01-01 00:00:00,KS0070000000665,*,H001,2018-08-01 17:32:57.183000,6a406341-430d-4250-ba70-c0eef3330fce,0
819,813702,864420,1.0,US, ,2018-08-01 18:23:31,2099-01-01 00:00:00,KS0070000000665,*,H001,2018-08-01 18:23:51.370000,bf2d52a5-11b2-44a0-a8f4-6460e606a3ce,0
820,813721,864439,3.0,TL, ,2018-08-01 19:24:40,2099-01-01 00:00:00,KS0020000001820,*,V05,2018-08-01 19:25:12.890000,9a918596-1f19-4476-a9ff-e1bc1f7e52df,0
821,813953,864685,1.56,US, ,2018-08-02 18:35:39,2099-01-01 00:00:00,KS0070000000847,*,H001,2018-08-02 18:35:46.257000,467554c5-8ca8-4af6-bfb6-303ddb60a29a,0
822,814428,865178,1.56,US, ,2018-08-04 13:56:58,2099-01-01 00:00:00,KS0070000000022,*,H001,2018-08-04 13:57:43.260000,76cf5c8b-8344-4007-99f6-f53c4e79b78c,0
823,814428,865177,0.8,TL, ,2018-08-04 13:56:42,2099-01-01 00:00:00,KS0070000000022,*,H001,2018-08-04 13:57:43.260000,f5cdde4d-8698-4338-b8e4-78455d4c017a,0
824,814428,865176,0.46,TL, ,2018-08-04 13:56:20,2099-01-01 00:00:00,KS0070000000022,*,H001,2018-08-04 13:57:43.260000,67f9266f-5462-4ea1-a778-6f5d6a25585c,0
825,814685,865450,5.0,TL, ,2018-08-05 15:23:27,2099-01-01 00:00:00,KS0070000000850,*,H001,2018-08-05 15:23:43.477000,22ced4c5-5b9e-4773-a5aa-634a57ff58a1,0
826,814830,865603,9.6,US, ,2018-08-06 11:18:49,2099-01-01 00:00:00,KS0070000000851,*,H001,2018-08-06 11:18:54.720000,bf008eb2-e8c4-48aa-863a-4f74592dac6c,0
827,814929,865703,2.4,US, ,2018-08-06 18:25:30,2099-01-01 00:00:00,KS0070000000852,*,H001,2018-08-06 18:25:36.143000,33c160ca-13ab-4559-a304-0f6f86b6b2f0,0
828,814951,865726,1.6,US, ,2018-08-06 20:12:59,2099-01-01 00:00:00,KS0070000000852,*,H001,2018-08-06 20:13:04.813000,7fe0fba2-88ad-4f2e-8e8c-72ad80c18a04,0
829,815033,865816,3.6,TL, ,2018-08-07 09:23:17,2099-01-01 00:00:00,KS0070000000853,*,H001,2018-08-07 09:23:36.460000,cd4d793f-b2ca-45d1-8e5c-4d8791eddce9,0
830,815071,865858,3.2,US, ,2018-08-07 12:34:54,2099-01-01 00:00:00,KS0070000000098,*,H001,2018-08-07 12:35:09.663000,40615f88-3e5d-482a-b5d9-2cffc0667685,0
831,815073,865860,2.9608,TL, ,2018-08-07 12:40:43,2099-01-01 00:00:00,KS0070000000854,*,H001,2018-08-07 12:40:59.250000,66739b7d-54bc-4815-88b1-1d569f95afda,0
832,815114,865901,9.0,TL, ,2018-08-07 14:49:49,2099-01-01 00:00:00,KS0070000000259,*,H001,2018-08-07 14:50:02.910000,51902041-c710-484f-91ad-8d327377ca70,0
833,815115,865902,5.0,TL, ,2018-08-07 14:50:54,2099-01-01 00:00:00,KS0070000000819,*,H001,2018-08-07 14:51:06.930000,a73107e7-dfb4-4f1e-91f4-0222033a2ebc,0
834,815121,865908,6.0,TL, ,2018-08-07 15:05:35,2099-01-01 00:00:00,KS0070000000462,*,H001,2018-08-07 15:05:50.007000,daf0ec21-3493-45a4-9af3-b6590ed77bbc,0
835,815131,865918,1.0,US, ,2018-08-07 15:51:09,2099-01-01 00:00:00,KS0070000000571,*,H001,2018-08-07 15:51:18.467000,c0ad0a90-4325-4550-9774-e3d1a89a9a77,0
836,815273,866067,10.0,US, ,2018-08-07 23:50:19,2099-01-01 00:00:00,KS0070000000506,*,H001,2018-08-07 23:50:35.257000,24d736e9-ec0d-4d93-9590-a0eb96d56d8a,0
837,815277,866072,20.8,US, ,2018-08-08 00:24:24,2099-01-01 00:00:00,KS0070000000413,*,H001,2018-08-08 00:24:48.880000,74340ff4-2e82-4bab-9c49-acf3095fef14,0
838,815315,866111,20.8,TL, ,2018-08-08 11:37:54,2099-01-01 00:00:00,KS0020000002347,*,V05,2018-08-08 11:38:13.513000,b2fdcd85-892e-468f-aca7-c7a24ef8415a,0
839,815333,866130,3.4,US, ,2018-08-08 12:04:57,2099-01-01 00:00:00,KS0070000000855,*,H001,2018-08-08 12:05:05.777000,73c24287-0fb6-4cc4-9167-f2cba6c4889d,0
840,815373,866171,3.2,TL, ,2018-08-08 14:21:36,2099-01-01 00:00:00,KS0070000000757,*,H001,2018-08-08 14:21:45.080000,7d06a7e1-d9ed-4c37-a885-2df3caac6911,0
841,815398,866198,2.88,US, ,2018-08-08 16:00:52,2099-01-01 00:00:00,KS0070000000571,*,H001,2018-08-08 16:01:23.697000,4b8ce410-c8f5-4898-bd72-3c185b97ffbe,0
842,815571,866380,8.0,EU, ,2018-08-08 23:57:01,2099-01-01 00:00:00,KS0070000000090,*,H001,2018-08-08 23:57:39.240000,42a076e7-b3e5-4e37-972e-5a8b641774e9,0
843,815571,866381,0.8,US, ,2018-08-08 23:57:10,2099-01-01 00:00:00,KS0070000000090,*,H001,2018-08-08 23:57:39.240000,b1c2c852-415f-4ac8-923c-cdc201d2b9b9,0
844,815652,866466,3.6,TL, ,2018-08-09 14:27:16,2099-01-01 00:00:00,KS0070000000775,*,H001,2018-08-09 14:27:21.753000,1ad2568a-50e0-4e4f-a79d-186be7c9e11d,0
845,815681,866498,2.44,US, ,2018-08-09 15:55:46,2099-01-01 00:00:00,KS0070000000803,*,H001,2018-08-09 15:55:54.170000,1c9e7e64-fb7a-4e08-ac35-c0c2b1ecef61,0
846,815811,866636,2.4,EU, ,2018-08-09 22:15:43,2099-01-01 00:00:00,KS0070000000363,*,H001,2018-08-09 22:15:54.500000,4597ab41-26e1-464f-8b35-6f72237c49ae,0
847,815913,866744,0.6,TL, ,2018-08-10 14:35:38,2099-01-01 00:00:00,KS0070000000477,*,H001,2018-08-10 14:35:55.370000,3c28af4d-0aa0-49b1-ab1b-658881ac9ad7,0
848,815913,866743,4.8,US, ,2018-08-10 14:35:12,2099-01-01 00:00:00,KS0070000000477,*,H001,2018-08-10 14:35:55.370000,daf6c9f6-32b6-4774-9f6e-9f898d0ef4b2,0
849,816016,866855,3.8,US, ,2018-08-10 18:54:17,2099-01-01 00:00:00,KS0070000000462,*,H001,2018-08-10 18:54:41.210000,a4710067-490b-4060-95bf-96e7c527bc00,0
850,816079,866921,1.6,US, ,2018-08-10 21:17:07,2099-01-01 00:00:00,KS0070000000858,*,H001,2018-08-10 21:17:18.657000,ba454c09-bdef-49ed-9290-e22d2c5b6c0f,0
851,816146,866992,2.0,US, ,2018-08-11 09:21:47,2099-01-01 00:00:00,KS0070000000859,*,H001,2018-08-11 09:21:59.500000,634570f8-ec53-406a-8fa9-0c9e91f41e26,0
852,816147,866993,7.74,TL, ,2018-08-11 09:26:23,2099-01-01 00:00:00,KS0070000000860,*,H001,2018-08-11 09:26:33.847000,b26e54a8-af12-488c-a5f0-dd08b0ff0d0a,0
