SipNo,SipTip,SipTur,SipTar,BelgeNo,CariKod,UrGirTar,SevkTar,TeslimTar,iptalTar,iskontoOr,iskontoTut,iParacinsi,AvansVeren,AvansAlan,SipAlan,Yet1,Yet2,TesYerSevk,Notlar,Location,Durum,OdSekil,OzKod1,OzKod2,SevkSekil,SevkNum,ACode,OnayKademe,Onay1,OnayTar1,Onay2,OnayTar2,Onay3,OnayTar3,Onay4,OnayTar4,Onay5,OnayTar5,KDVCheck,FiyTaksit,insUN,insDT,updUN,updDT,AdresAdi,DahiliNo,locked,OzKod3,OzKod4,OzKod5,Satici,CloseTitle,CreaterApp,AdresAdi2,NettenSatis,OzKod6,OzKod7,OzKod8,OzKod9,OzKod10,LastUpdate,LastCalculate,NeedCalculate,kgid,insApp,updApp
1063,S,N,2024-04-18 15:44:07,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1204564,,,0,0,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,0,Zeki,2024-04-18 15:48:14.307000,Lindon,2024-04-18 19:50:20.830000,<Default>,,,,,,,,,,,,,,,,2024-04-18 15:48:59.730000,2024-04-18 15:48:59.773000,0,1063,,
1064,S,N,2024-04-18 15:49:15,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,652270,1204564,,,0,0,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,0,Zeki,2024-04-18 15:50:58.693000,Lindon,2024-04-18 19:50:50.997000,<Default>,,,,,,,,,,,,,,,,2024-04-18 15:50:58.720000,2024-04-18 15:50:58.793000,0,1064,,
1065,S,N,2024-04-18 15:51:15,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,651876,1204422,,,0,0,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,2024-04-18 00:00:00,,0,Zeki,2024-04-18 15:52:33.547000,Lindon,2024-04-18 19:51:09.233000,<Default>,,,,,,,,,,,,,,,,2024-04-18 15:52:46.807000,2024-04-18 15:52:46.877000,0,1065,,
1066,A,N,2024-04-19 10:08:49,,RCN00018,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,,Rumeysa,2024-04-19 10:24:40.250000,MUAZ,2024-04-22 14:16:57.713000,<Default>,,,,,,,,,,,,,,,,2024-04-19 10:59:26.293000,2024-04-19 10:59:26.353000,0,1066,,
1069,A,N,2024-04-19 15:45:57,,RCN00014,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,,Rumeysa,2024-04-19 15:48:00.370000,MUAZ,2024-04-24 18:30:20.047000,<Default>,,,,,,,,,,,,,,,,2024-04-19 16:03:36.720000,2024-04-19 16:03:36.770000,0,1069,,
1073,A,N,2024-04-19 18:23:46,,RCN00024,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,2024-04-19 00:00:00,,,Rumeysa,2024-04-19 18:31:57.680000,Furkan,2024-04-27 08:44:43.440000,<Default>,,,,,,,,,<Default>,,,,,,,2024-04-19 18:31:57.770000,2024-04-19 18:31:57.943000,0,1073,,
1074,S,N,2024-04-20 12:42:07,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,652270,1205089,,,0,0,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,0,Zeki,2024-04-20 12:42:56.473000,Lindon,2024-04-20 18:36:42.180000,<Default>,,,1206590,1206653,,,,,,,,,,,,2024-04-20 12:43:17.797000,2024-04-20 12:43:17.840000,0,1074,,
1075,S,N,2024-04-20 12:44:25,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,652680,1206723,,,0,0,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,0,Zeki,2024-04-20 12:45:20.203000,Lindon,2024-04-20 18:37:06.100000,<Default>,,,,,,,,,,,,,,,,2024-04-20 12:48:13.080000,2024-04-20 12:48:13.103000,0,1075,,
1076,S,N,2024-04-20 12:45:40,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1206634,,,0,0,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,2024-04-20 00:00:00,,0,Zeki,2024-04-20 12:46:57.577000,Lindon,2024-04-20 18:37:18.250000,<Default>,,,1205114,,,,,,,,,,,,,2024-04-20 12:47:16.843000,2024-04-20 12:47:16.877000,0,1076,,
1077,S,N,2024-04-21 13:38:41,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,652680,1207249,,,0,0,,2024-04-21 00:00:00,,2024-04-21 00:00:00,,2024-04-21 00:00:00,,2024-04-21 00:00:00,,2024-04-21 00:00:00,,0,Zeki,2024-04-21 13:39:06.923000,Lindon,2024-04-22 10:23:14.047000,<Default>,,,,,,,,,,,,,,,,2024-04-21 13:39:29.170000,2024-04-21 13:39:29.267000,0,1077,,
1078,S,N,2024-04-21 13:49:21,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1207276,,,0,0,,2024-04-21 00:00:00,,2024-04-21 00:00:00,,2024-04-21 00:00:00,,2024-04-21 00:00:00,,2024-04-21 00:00:00,,0,Zeki,2024-04-21 13:51:40.993000,Lindon,2024-04-22 10:23:41.537000,<Default>,,,,,,,,,,,,,,,,2024-04-21 13:52:05.977000,2024-04-21 13:52:06.010000,0,1078,,
1079,S,N,2024-04-23 10:07:00,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,653059,1208264,,,0,0,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,0,Zeki,2024-04-23 10:07:19.390000,Lindon,2024-04-23 20:38:25.217000,<Default>,,,1209515,,,,,,,,,,,,,2024-04-23 10:07:50.460000,2024-04-23 10:07:50.500000,0,1079,,
1080,S,N,2024-04-23 10:10:17,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,652680,1208278,,,0,0,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,0,Zeki,2024-04-23 10:10:35.640000,Lindon,2024-04-23 20:43:52.497000,<Default>,,,,,,,,,,,,,,,,2024-04-23 10:12:35.427000,2024-04-23 10:12:35.473000,0,1080,,
1081,S,N,2024-04-23 10:15:03,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1208144,,,0,0,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,2024-04-23 00:00:00,,0,Zeki,2024-04-23 10:15:11.533000,Lindon,2024-04-23 20:39:42.903000,<Default>,,,1209321,,,,,,,,,,,,,2024-04-23 10:15:44.603000,2024-04-23 10:15:44.630000,0,1081,,
1088,S,N,2024-04-25 12:14:07,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,653059,1210092,,,0,0,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,0,Zeki,2024-04-25 12:15:04.800000,Lindon,2024-04-25 18:03:18.167000,<Default>,,,,,,,,,,,,,,,,2024-04-25 12:15:19.923000,2024-04-25 12:15:20.087000,0,1088,,
1089,S,N,2024-04-25 12:17:00,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,653478,1211189,,,0,0,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,0,Zeki,2024-04-25 12:17:13.403000,Lindon,2024-04-25 18:05:48.423000,<Default>,,,,,,,,,,,,,,,,2024-04-25 12:17:22.200000,2024-04-25 12:17:22.237000,0,1089,,
1090,S,N,2024-04-25 12:18:11,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1211132,,,0,0,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,2024-04-25 00:00:00,,0,Zeki,2024-04-25 12:20:23.113000,Lindon,2024-04-25 18:06:15.267000,<Default>,,,1209986,,,,,,,,,,,,,2024-04-25 12:21:37.123000,2024-04-25 12:21:37.160000,0,1090,,
1098,A,N,2024-04-27 12:26:33,,RCN00014,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-27 00:00:00,,2024-04-27 00:00:00,,2024-04-27 00:00:00,,2024-04-27 00:00:00,,2024-04-27 00:00:00,,,Rumeysa,2024-04-27 12:27:22.307000,MUAZ,2024-05-01 13:09:42.273000,<Default>,,,,,,,,,,,,,,,,2024-04-27 15:13:10.650000,2024-04-27 15:13:10.703000,0,1098,,
1099,S,N,2024-04-28 12:35:34,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,,,,,0,0,,2024-04-28 00:00:00,,2024-04-28 00:00:00,,2024-04-28 00:00:00,,2024-04-28 00:00:00,,2024-04-28 00:00:00,,0,Zeki,2024-04-28 12:36:42.350000,Zeki,2024-04-29 10:05:50.750000,<Default>,,,,,,,,,,,,,,,,2024-04-28 12:36:42.373000,2024-04-28 12:36:42.553000,0,1099,,
1100,S,N,2024-04-28 12:36:53,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,,,,,0,0,,2024-04-28 00:00:00,,2024-04-28 00:00:00,,2024-04-28 00:00:00,,2024-04-28 00:00:00,,2024-04-28 00:00:00,,0,Zeki,2024-04-28 12:37:26.583000,Zeki,2024-04-29 10:07:22.970000,<Default>,,,,,,,,,,,,,,,,2024-04-28 12:37:26.593000,2024-04-28 12:37:26.640000,0,1100,,
1101,A,N,2024-04-29 18:04:13,,RCN00019,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-29 00:00:00,,2024-04-29 00:00:00,,2024-04-29 00:00:00,,2024-04-29 00:00:00,,2024-04-29 00:00:00,,,Rumeysa,2024-04-29 18:06:27.537000,MUAZ,2024-05-02 14:06:17.543000,<Default>,,,,,,,,,,,,,,,,2024-04-29 18:14:34.753000,2024-04-29 18:14:34.820000,0,1101,,
1104,A,N,2024-04-29 18:26:48,,RCN00025,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-29 00:00:00,,2024-04-29 00:00:00,,2024-04-29 00:00:00,,2024-04-29 00:00:00,,2024-04-29 00:00:00,,,Rumeysa,2024-04-29 18:27:58.173000,Furkan,2024-05-09 08:47:32.017000,<Default>,,,,,,,,,,,,,,,,2024-04-29 18:31:18.920000,2024-04-29 18:31:18.997000,0,1104,,
1106,A,N,2024-04-30 11:22:30,,RCN00018,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-04-30 00:00:00,,2024-04-30 00:00:00,,2024-04-30 00:00:00,,2024-04-30 00:00:00,,2024-04-30 00:00:00,,,Rumeysa,2024-04-30 11:36:16.830000,MUAZ,2024-05-03 15:28:04.590000,<Default>,,,,,,,,,,,,,,,,2024-04-30 11:59:55.280000,2024-04-30 11:59:55.347000,0,1106,,
1107,A,N,2024-04-30 12:45:15,,RCN00023,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN015,,,,,,,0,0,,2024-04-30 00:00:00,,2024-04-30 00:00:00,,2024-04-30 00:00:00,,2024-04-30 00:00:00,,2024-04-30 00:00:00,,,Rumeysa,2024-04-30 12:47:02.140000,MUAZ,2024-05-06 15:51:18.410000,<Default>,,,,,,,,,,,,,,,,2024-04-30 12:48:00.013000,2024-04-30 12:48:00.073000,0,1107,,
1110,A,N,2024-04-30 18:35:58,,RCN00030,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-05-16 00:00:00,,2024-05-16 00:00:00,,2024-05-16 00:00:00,,2024-05-16 00:00:00,,2024-05-16 00:00:00,,,Rumeysa,2024-04-30 19:10:45.940000,Furkan,2024-05-16 09:02:14.387000,<Default>,,,,,,,,,<Default>,,,,,,,2024-05-16 09:02:14.397000,2024-05-16 09:02:14.483000,0,1110,,
1112,S,N,2024-05-02 10:44:20,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,654652,1218112,,,0,0,,2024-05-02 00:00:00,,2024-05-02 00:00:00,,2024-05-02 00:00:00,,2024-05-02 00:00:00,,2024-05-02 00:00:00,,0,Zeki,2024-05-02 10:45:10.547000,Lindon,2024-05-03 18:08:52.537000,<Default>,,,,,,,,,,,,,,,,2024-05-02 10:45:57.160000,2024-05-02 10:45:57.200000,0,1112,,
1115,S,N,2024-05-03 17:46:53,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,655058,1219404,,,0,0,,2024-05-03 00:00:00,,2024-05-03 00:00:00,,2024-05-03 00:00:00,,2024-05-03 00:00:00,,2024-05-03 00:00:00,,0,Zeki,2024-05-03 17:47:10.530000,Lindon,2024-05-03 18:09:55.020000,<Default>,,,,,,,,,,,,,,,,2024-05-03 17:47:49.773000,2024-05-03 17:47:49.810000,0,1115,,
1116,S,N,2024-05-04 14:26:17,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,655058,1220766,,,0,0,,2024-05-04 00:00:00,,2024-05-04 00:00:00,,2024-05-04 00:00:00,,2024-05-04 00:00:00,,2024-05-04 00:00:00,,0,Zeki,2024-05-04 14:26:59.630000,Lindon,2024-05-04 14:35:23.517000,<Default>,,,,,,,,,,,,,,,,2024-05-04 14:27:15.647000,2024-05-04 14:27:15.687000,0,1116,,
1117,S,N,2024-05-07 12:33:47,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,,,,,0,0,,2024-05-07 00:00:00,,2024-05-07 00:00:00,,2024-05-07 00:00:00,,2024-05-07 00:00:00,,2024-05-07 00:00:00,,0,Zeki,2024-05-07 12:34:06.987000,Lindon,2024-05-07 18:03:53.673000,<Default>,,,,,,,,,,,,,,,,2024-05-07 12:34:07.010000,2024-05-07 12:34:07.203000,0,1117,,
1128,A,N,2024-05-09 13:39:32,,RCN00014,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,,Rumeysa,2024-05-09 13:42:05.387000,Furkan,2024-05-10 09:07:02.760000,<Default>,,,,,,,,,,,,,,,,2024-05-10 09:05:50.670000,2024-05-10 09:05:50.733000,0,1128,,
1129,AT,N,2024-05-09 14:12:31,,RCN00034,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-05-09 00:00:00,,2024-05-09 00:00:00,,2024-05-09 00:00:00,,2024-05-09 00:00:00,,2024-05-09 00:00:00,,,Rumeysa,2024-05-09 14:14:01.010000,Furkan,2024-06-11 11:09:02.640000,<Default>,,,,,,,,,,,,,,,,2024-05-09 14:14:01.030000,2024-05-09 14:14:01.170000,0,1129,,
1132,AT,N,2024-05-10 11:44:29,,RCN00030,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,,Rumeysa,2024-05-10 12:11:12.107000,Furkan,2024-06-11 11:08:47.657000,<Default>,,,,,,,,,,,,,,,,2024-05-10 12:11:12.197000,2024-05-10 12:11:12.417000,0,1132,,
1133,AT,N,2024-05-10 12:11:18,,RCN00015,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,,Rumeysa,2024-05-10 12:12:11.030000,Furkan,2024-06-11 11:08:29.850000,<Default>,,,,,,,,,,,,,,,,2024-05-10 12:12:11.047000,2024-05-10 12:12:11.120000,0,1133,,
1134,AT,N,2024-05-10 12:12:23,,RCN00026,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,,Rumeysa,2024-05-10 12:13:25.843000,Furkan,2024-06-11 11:08:15.033000,<Default>,,,,,,,,,,,,,,,,2024-05-10 12:13:25.853000,2024-05-10 12:13:25.983000,0,1134,,
1137,A,N,2024-05-10 12:26:13,,RCN00015,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,,Rumeysa,2024-05-10 12:28:02.817000,Furkan,2024-05-17 11:11:49.080000,<Default>,,,,,,,,,,,,,,,,2024-05-10 12:28:02.827000,2024-05-10 12:28:02.883000,0,1137,,
1138,S,N,2024-05-10 14:04:59,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,655872,1226251,,,0,0,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,0,Zeki,2024-05-10 14:05:16.677000,Lindon,2024-05-10 15:30:15.790000,<Default>,,,,,,,,,,,,,,,,2024-05-10 14:05:47.933000,2024-05-10 14:05:47.970000,0,1138,,
1139,S,N,2024-05-10 14:05:48,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1227114,,,0,0,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,0,Zeki,2024-05-10 14:12:51.990000,Lindon,2024-05-10 15:30:27.870000,<Default>,,,,,,,,,,,,,,,,2024-05-10 14:34:10.253000,2024-05-10 14:34:10.287000,0,1139,,
1142,A,N,2024-05-10 14:52:11,,RCN00030,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,2024-05-10 00:00:00,,,Rumeysa,2024-05-10 14:58:47.237000,Furkan,2024-05-17 11:11:34.507000,<Default>,,,,,,,,,,,,,,,,2024-05-10 14:58:47.313000,2024-05-10 14:58:47.533000,0,1142,,
1143,A,N,2024-05-11 10:15:36,,RCN00005,,,,,0E-10,0E-10,,,,furkan,,,,,LN015,,,,,,,0,0,,2024-05-11 00:00:00,,2024-05-11 00:00:00,,2024-05-11 00:00:00,,2024-05-11 00:00:00,,2024-05-11 00:00:00,,,Furkan,2024-05-11 10:21:04.680000,Furkan,2024-05-11 10:25:21.750000,<Default>,,,,,,,,,,,,,,,,2024-05-11 10:21:04.780000,2024-05-11 10:21:04.993000,0,1143,,
1145,S,N,2024-05-13 09:52:44,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1228712,,,0,0,,2024-05-13 00:00:00,,2024-05-13 00:00:00,,2024-05-13 00:00:00,,2024-05-13 00:00:00,,2024-05-13 00:00:00,,0,Zeki,2024-05-13 09:55:02.923000,Lindon,2024-05-13 18:45:17.420000,<Default>,,,,,,,,,,,,,,,,2024-05-13 09:55:02.957000,2024-05-13 09:55:03.150000,0,1145,,
1146,S,N,2024-05-13 09:56:16,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,,,,,0,0,,2024-05-13 00:00:00,,2024-05-13 00:00:00,,2024-05-13 00:00:00,,2024-05-13 00:00:00,,2024-05-13 00:00:00,,0,Zeki,2024-05-13 09:58:22.217000,Lindon,2024-05-13 18:45:51.217000,<Default>,,,,,,,,,,,,,,,,2024-05-13 09:58:22.267000,2024-05-13 09:58:22.323000,0,1146,,
1148,S,N,2024-05-15 16:32:39,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1232414,,,0,0,,2024-05-15 00:00:00,,2024-05-15 00:00:00,,2024-05-15 00:00:00,,2024-05-15 00:00:00,,2024-05-15 00:00:00,,0,Zeki,2024-05-15 16:33:19.373000,Lindon,2024-05-15 19:24:05.030000,<Default>,,,,,,,,,,,,,,,,2024-05-15 16:33:58.633000,2024-05-15 16:33:58.677000,0,1148,,
1149,S,N,2024-05-15 16:34:00,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1232945,,,0,0,,2024-05-15 00:00:00,,2024-05-15 00:00:00,,2024-05-15 00:00:00,,2024-05-15 00:00:00,,2024-05-15 00:00:00,,0,Zeki,2024-05-15 16:34:37.160000,Lindon,2024-05-15 19:24:22.047000,<Default>,,,,,,,,,,,,,,,,2024-05-15 19:15:27.920000,2024-05-15 19:15:28.147000,0,1149,,
1151,A,N,2024-05-16 10:12:41,,RCN00024,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-05-16 00:00:00,,2024-05-16 00:00:00,,2024-05-16 00:00:00,,2024-05-16 00:00:00,,2024-05-16 00:00:00,,,Rumeysa,2024-05-16 10:14:19.023000,Furkan,2024-05-17 11:11:15.217000,<Default>,,,,,,,,,,,,,,,,2024-05-16 10:14:19.047000,2024-05-16 10:14:19.203000,0,1151,,
1152,A,N,2024-05-17 10:15:05,,RCN00030,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-05-17 00:00:00,,2024-05-17 00:00:00,,2024-05-17 00:00:00,,2024-05-17 00:00:00,,2024-05-17 00:00:00,,,Rumeysa,2024-05-17 10:15:55.767000,Furkan,2024-05-17 11:10:40.363000,<Default>,,,,,,,,,,,,,,,,2024-05-17 10:15:55.860000,2024-05-17 10:15:56.010000,0,1152,,
1154,S,N,2024-05-17 14:38:24,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,gp,1234091,,,0,0,,2024-05-17 00:00:00,,2024-05-17 00:00:00,,2024-05-17 00:00:00,,2024-05-17 00:00:00,,2024-05-17 00:00:00,,0,Zeki,2024-05-17 14:38:56.840000,Lindon,2024-05-17 14:57:00.903000,<Default>,,,,,,,,,,,,,,,,2024-05-17 14:39:07.173000,2024-05-17 14:39:07.217000,0,1154,,
1156,S,N,2024-05-20 11:18:00,,Zeytinburnu Bel,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,,,,,0,0,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,0,Zeki,2024-05-20 11:21:27.803000,Zeki,2024-05-20 17:38:31.010000,<Default>,,,,,,,,,,,,,,,,2024-05-20 16:19:12.260000,2024-05-20 16:19:12.360000,0,1156,,
1157,S,N,2024-05-20 16:39:38,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1235948,,,0,0,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,0,Zeki,2024-05-20 16:39:50.480000,Lindon,2024-05-20 18:35:46.683000,<Default>,,,,,,,,,,,,,,,,2024-05-20 16:40:08.350000,2024-05-20 16:40:08.383000,0,1157,,
1158,S,N,2024-05-20 16:42:33,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1236408,,,0,0,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,0,Zeki,2024-05-20 16:45:35.147000,Lindon,2024-05-20 18:36:04.150000,<Default>,,,,,,,,,,,,,,,,2024-05-20 16:45:35.163000,2024-05-20 16:45:35.220000,0,1158,,
1159,S,N,2024-05-20 16:45:56,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1237334,,,0,0,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,2024-05-20 00:00:00,,0,Zeki,2024-05-20 16:46:17.800000,Lindon,2024-05-20 18:36:14.857000,<Default>,,,,,,,,,,,,,,,,2024-05-20 17:39:58.240000,2024-05-20 17:39:58.297000,0,1159,,
1160,S,N,2024-05-21 17:31:01,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1238499,,,0,0,,2024-05-21 00:00:00,,2024-05-21 00:00:00,,2024-05-21 00:00:00,,2024-05-21 00:00:00,,2024-05-21 00:00:00,,0,Zeki,2024-05-21 17:31:53.460000,Lindon,2024-05-21 18:00:13.143000,<Default>,,,,,,,,,,,,,,,,2024-05-21 17:32:04.140000,2024-05-21 17:32:04.260000,0,1160,,
1161,S,N,2024-05-22 10:15:08,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,,,,,0,0,,2024-05-22 00:00:00,,2024-05-22 00:00:00,,2024-05-22 00:00:00,,2024-05-22 00:00:00,,2024-05-22 00:00:00,,0,Zeki,2024-05-22 10:20:57.680000,Lindon,2024-05-22 16:07:56.040000,<Default>,,,,,,,,,,,,,,,,2024-05-22 10:20:57.767000,2024-05-22 10:20:57.993000,0,1161,,
1165,A,N,2024-05-23 13:15:02,,RCN00023,,,,,0E-10,0E-10,,,,yasar,,,,,LN015,,,,,,,0,0,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,,Yasar,2024-05-23 13:46:18.877000,MUAZ,2024-05-23 15:20:59.227000,<Default>,,,,,,,,,<Default>,,,,,,,2024-05-23 13:53:19.317000,2024-05-23 13:53:19.377000,0,1165,,
1166,A,N,2024-05-23 13:53:28,,RCN00023,,,,,0E-10,0E-10,,,,yasar,,,,,LN015,,,,,,,0,0,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,,Yasar,2024-05-23 13:56:14.430000,MUAZ,2024-05-23 15:20:47.887000,<Default>,,,,,,,,,,,,,,,,2024-05-23 13:56:14.490000,2024-05-23 13:56:14.723000,0,1166,,
1170,S,N,2024-05-23 15:40:04,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,GP,1240345,,,0,0,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,2024-05-23 00:00:00,,0,Zeki,2024-05-23 15:40:45.960000,Lindon,2024-05-23 16:39:58.280000,<Default>,,,,,,,,,,,,,,,,2024-05-23 15:41:07.727000,2024-05-23 15:41:07.780000,0,1170,,
