FisNo,FisTar,Location,CM,CMKod,BelgeNo,Durum,OzKod1,OzKod2,OzKod3,OzKod4,OzKod5,Onay1,OnayTar1,insUN,insDT,updUN,updDT
4861,2022-03-06 01:07:20.223000,KS013,M,KS0130000000033,,,,,,,,,,sa,2022-03-06 01:07:20.223000,sa,2022-03-06 01:07:20.223000
4862,2022-03-06 01:07:20.550000,KS013,M,KS0130000000033,,,,,,,,,,sa,2022-03-06 01:07:20.550000,sa,2022-03-06 01:07:20.550000
4863,2022-03-06 01:07:22.810000,KS013,M,KS0130000000034,,,,,,,,,,sa,2022-03-06 01:07:22.810000,sa,2022-03-06 01:07:22.810000
4864,2022-03-06 01:07:24.450000,KS013,M,KS0130000000035,,,,,,,,,,sa,2022-03-06 01:07:24.453000,sa,2022-03-06 01:07:24.453000
4865,2022-03-06 01:07:26.223000,KS012,M,KS0120000000029,,,,,,,,,,sa,2022-03-06 01:07:26.223000,sa,2022-03-06 01:07:26.223000
4866,2022-03-06 01:07:27.983000,KS013,M,KS0130000000037,,,,,,,,,,sa,2022-03-06 01:07:27.983000,sa,2022-03-06 01:07:27.983000
4867,2022-03-06 01:07:29.827000,KS013,M,KS0130000000036,,,,,,,,,,sa,2022-03-06 01:07:29.827000,sa,2022-03-06 01:07:29.827000
4868,2022-03-06 01:07:31.890000,KS012,M,KS0120000000030,,,,,,,,,,sa,2022-03-06 01:07:31.890000,sa,2022-03-06 01:07:31.890000
4869,2022-03-06 01:07:33.653000,KS012,M,KS0120000000031,,,,,,,,,,sa,2022-03-06 01:07:33.663000,sa,2022-03-06 01:07:33.663000
4870,2022-03-06 01:07:34.010000,KS012,M,KS0120000000031,,,,,,,,,,sa,2022-03-06 01:07:34.010000,sa,2022-03-06 01:07:34.010000
4871,2022-03-06 01:07:35.700000,KS013,M,KS0130000000038,,,,,,,,,,sa,2022-03-06 01:07:35.700000,sa,2022-03-06 01:07:35.700000
4872,2022-03-06 01:07:35.980000,KS013,M,KS0130000000038,,,,,,,,,,sa,2022-03-06 01:07:35.980000,sa,2022-03-06 01:07:35.980000
4873,2022-03-06 01:07:37.587000,KS012,M,KS0120000000032,,,,,,,,,,sa,2022-03-06 01:07:37.587000,sa,2022-03-06 01:07:37.587000
4874,2022-03-06 01:07:37.937000,KS012,M,KS0120000000032,,,,,,,,,,sa,2022-03-06 01:07:37.937000,sa,2022-03-06 01:07:37.937000
4875,2022-03-06 01:07:39.810000,KS012,M,KS0120000000033,,,,,,,,,,sa,2022-03-06 01:07:39.810000,sa,2022-03-06 01:07:39.810000
4876,2022-03-06 01:07:41.650000,KS012,M,KS0120000000034,,,,,,,,,,sa,2022-03-06 01:07:41.650000,sa,2022-03-06 01:07:41.650000
4877,2022-03-06 01:07:43.040000,KS013,M,KS0130000000039,,,,,,,,,,sa,2022-03-06 01:07:43.040000,sa,2022-03-06 01:07:43.040000
4878,2022-03-06 01:07:43.323000,KS013,M,KS0130000000039,,,,,,,,,,sa,2022-03-06 01:07:43.323000,sa,2022-03-06 01:07:43.323000
4879,2022-03-06 01:07:44.850000,KS013,M,KS0130000000040,,,,,,,,,,sa,2022-03-06 01:07:44.850000,sa,2022-03-06 01:07:44.850000
4880,2022-03-06 01:07:46.563000,KS012,M,KS0120000000035,,,,,,,,,,sa,2022-03-06 01:07:46.563000,sa,2022-03-06 01:07:46.563000
4881,2022-03-06 01:07:48.653000,KS013,M,KS0130000000041,,,,,,,,,,sa,2022-03-06 01:07:48.653000,sa,2022-03-06 01:07:48.653000
4882,2022-03-06 01:07:50.333000,KS013,M,KS0130000000042,,,,,,,,,,sa,2022-03-06 01:07:50.333000,sa,2022-03-06 01:07:50.333000
4883,2022-03-06 01:07:51.933000,KS012,M,KS0120000000036,,,,,,,,,,sa,2022-03-06 01:07:51.933000,sa,2022-03-06 01:07:51.933000
4884,2022-03-06 01:07:52.233000,KS012,M,KS0120000000036,,,,,,,,,,sa,2022-03-06 01:07:52.233000,sa,2022-03-06 01:07:52.233000
4885,2022-03-06 01:07:53.710000,KS012,M,KS0120000000037,,,,,,,,,,sa,2022-03-06 01:07:53.710000,sa,2022-03-06 01:07:53.710000
4886,2022-03-06 01:07:55.653000,KS013,M,KS0130000000043,,,,,,,,,,sa,2022-03-06 01:07:55.653000,sa,2022-03-06 01:07:55.653000
4887,2022-03-06 01:07:58.350000,KS012,M,KS0120000000038,,,,,,,,,,sa,2022-03-06 01:07:58.350000,sa,2022-03-06 01:07:58.350000
4888,2022-03-06 01:07:58.670000,KS012,M,KS0120000000038,,,,,,,,,,sa,2022-03-06 01:07:58.670000,sa,2022-03-06 01:07:58.670000
4889,2022-03-06 01:08:00.473000,KS013,M,KS0130000000044,,,,,,,,,,sa,2022-03-06 01:08:00.473000,sa,2022-03-06 01:08:00.473000
4890,2022-03-06 01:08:02.307000,KS013,M,KS0130000000045,,,,,,,,,,sa,2022-03-06 01:08:02.307000,sa,2022-03-06 01:08:02.307000
4891,2022-03-06 01:08:02.690000,KS013,M,KS0130000000045,,,,,,,,,,sa,2022-03-06 01:08:02.690000,sa,2022-03-06 01:08:02.690000
4892,2022-03-06 01:08:03.117000,KS013,M,KS0130000000045,,,,,,,,,,sa,2022-03-06 01:08:03.117000,sa,2022-03-06 01:08:03.117000
4893,2022-03-06 01:08:03.467000,KS013,M,KS0130000000045,,,,,,,,,,sa,2022-03-06 01:08:03.480000,sa,2022-03-06 01:08:03.480000
4894,2022-03-06 01:08:05.143000,KS012,M,KS0120000000039,,,,,,,,,,sa,2022-03-06 01:08:05.143000,sa,2022-03-06 01:08:05.143000
4895,2022-03-06 01:08:06.720000,KS013,M,KS0130000000046,,,,,,,,,,sa,2022-03-06 01:08:06.720000,sa,2022-03-06 01:08:06.720000
4896,2022-03-06 01:08:08.407000,KS013,M,KS0130000000047,,,,,,,,,,sa,2022-03-06 01:08:08.407000,sa,2022-03-06 01:08:08.407000
4897,2022-03-06 01:08:10.137000,KS013,M,KS0130000000048,,,,,,,,,,sa,2022-03-06 01:08:10.137000,sa,2022-03-06 01:08:10.137000
4898,2022-03-06 01:08:10.510000,KS013,M,KS0130000000048,,,,,,,,,,sa,2022-03-06 01:08:10.510000,sa,2022-03-06 01:08:10.510000
4899,2022-03-06 01:08:10.877000,KS013,M,KS0130000000048,,,,,,,,,,sa,2022-03-06 01:08:10.877000,sa,2022-03-06 01:08:10.877000
4900,2022-03-06 01:08:11.253000,KS013,M,KS0130000000048,,,,,,,,,,sa,2022-03-06 01:08:11.253000,sa,2022-03-06 01:08:11.253000
4901,2022-03-06 01:08:11.670000,KS013,M,KS0130000000048,,,,,,,,,,sa,2022-03-06 01:08:11.670000,sa,2022-03-06 01:08:11.670000
4902,2022-03-06 01:08:13.623000,KS013,M,KS0130000000049,,,,,,,,,,sa,2022-03-06 01:08:13.623000,sa,2022-03-06 01:08:13.623000
4903,2022-03-06 01:08:15.193000,KS013,M,KS0130000000050,,,,,,,,,,sa,2022-03-06 01:08:15.193000,sa,2022-03-06 01:08:15.193000
4904,2022-03-06 01:08:17.420000,KS012,M,KS0120000000040,,,,,,,,,,sa,2022-03-06 01:08:17.420000,sa,2022-03-06 01:08:17.420000
4905,2022-03-06 01:08:19.047000,KS013,M,KS0130000000051,,,,,,,,,,sa,2022-03-06 01:08:19.047000,sa,2022-03-06 01:08:19.047000
4906,2022-03-06 01:08:21.060000,KS013,M,KS0130000000052,,,,,,,,,,sa,2022-03-06 01:08:21.060000,sa,2022-03-06 01:08:21.060000
4907,2022-03-06 01:08:21.467000,KS013,M,KS0130000000052,,,,,,,,,,sa,2022-03-06 01:08:21.467000,sa,2022-03-06 01:08:21.467000
4908,2022-03-06 01:08:23.383000,KS013,M,KS0130000000053,,,,,,,,,,sa,2022-03-06 01:08:23.383000,sa,2022-03-06 01:08:23.383000
4909,2022-03-06 01:08:25.047000,KS013,M,KS0130000000054,,,,,,,,,,sa,2022-03-06 01:08:25.047000,sa,2022-03-06 01:08:25.047000
4910,2022-03-06 01:08:26.963000,KS012,M,KS0120000000041,,,,,,,,,,sa,2022-03-06 01:08:26.963000,sa,2022-03-06 01:08:26.963000
4911,2022-03-06 01:08:27.327000,KS012,M,KS0120000000041,,,,,,,,,,sa,2022-03-06 01:08:27.327000,sa,2022-03-06 01:08:27.327000
4912,2022-03-06 01:08:27.687000,KS012,M,KS0120000000041,,,,,,,,,,sa,2022-03-06 01:08:27.687000,sa,2022-03-06 01:08:27.687000
4913,2022-03-06 01:08:28.077000,KS012,M,KS0120000000041,,,,,,,,,,sa,2022-03-06 01:08:28.077000,sa,2022-03-06 01:08:28.077000
4914,2022-03-06 01:08:29.777000,KS013,M,KS0130000000055,,,,,,,,,,sa,2022-03-06 01:08:29.777000,sa,2022-03-06 01:08:29.777000
4915,2022-03-06 01:08:30.123000,KS013,M,KS0130000000055,,,,,,,,,,sa,2022-03-06 01:08:30.123000,sa,2022-03-06 01:08:30.123000
4916,2022-03-06 01:08:32.590000,KS013,M,KS0130000000056,,,,,,,,,,sa,2022-03-06 01:08:32.590000,sa,2022-03-06 01:08:32.590000
4917,2022-03-06 01:08:34.457000,KS012,M,KS0120000000042,,,,,,,,,,sa,2022-03-06 01:08:34.473000,sa,2022-03-06 01:08:34.473000
4918,2022-03-06 01:08:34.833000,KS012,M,KS0120000000042,,,,,,,,,,sa,2022-03-06 01:08:34.833000,sa,2022-03-06 01:08:34.833000
4919,2022-03-06 01:08:35.193000,KS012,M,KS0120000000042,,,,,,,,,,sa,2022-03-06 01:08:35.193000,sa,2022-03-06 01:08:35.193000
4920,2022-03-06 01:08:36.853000,KS013,M,KS0130000000057,,,,,,,,,,sa,2022-03-06 01:08:36.853000,sa,2022-03-06 01:08:36.853000
4921,2022-03-06 01:08:38.600000,KS013,M,KS0130000000058,,,,,,,,,,sa,2022-03-06 01:08:38.600000,sa,2022-03-06 01:08:38.600000
4922,2022-03-06 01:08:40.723000,KS013,M,KS0130000000059,,,,,,,,,,sa,2022-03-06 01:08:40.723000,sa,2022-03-06 01:08:40.740000
4923,2022-03-06 01:08:42.460000,KS012,M,KS0120000000043,,,,,,,,,,sa,2022-03-06 01:08:42.460000,sa,2022-03-06 01:08:42.460000
4924,2022-03-06 01:08:42.783000,KS012,M,KS0120000000043,,,,,,,,,,sa,2022-03-06 01:08:42.783000,sa,2022-03-06 01:08:42.783000
4925,2022-03-06 01:08:44.577000,KS013,M,KS0130000000060,,,,,,,,,,sa,2022-03-06 01:08:44.577000,sa,2022-03-06 01:08:44.577000
4926,2022-03-06 01:08:46.253000,KS013,M,KS0130000000061,,,,,,,,,,sa,2022-03-06 01:08:46.253000,sa,2022-03-06 01:08:46.253000
4927,2022-03-06 01:08:47.960000,KS013,M,KS0130000000062,,,,,,,,,,sa,2022-03-06 01:08:47.960000,sa,2022-03-06 01:08:47.960000
4928,2022-03-06 01:08:49.573000,KS013,M,KS0130000000063,,,,,,,,,,sa,2022-03-06 01:08:49.573000,sa,2022-03-06 01:08:49.573000
4929,2022-03-06 01:08:52.130000,KS013,M,KS0130000000064,,,,,,,,,,sa,2022-03-06 01:08:52.130000,sa,2022-03-06 01:08:52.130000
4930,2022-03-06 01:08:52.767000,KS013,M,KS0130000000064,,,,,,,,,,sa,2022-03-06 01:08:52.767000,sa,2022-03-06 01:08:52.767000
4931,2022-03-06 01:08:54.883000,KS012,M,KS0120000000044,,,,,,,,,,sa,2022-03-06 01:08:54.883000,sa,2022-03-06 01:08:54.883000
4932,2022-03-06 01:08:56.740000,KS013,M,KS0130000000065,,,,,,,,,,sa,2022-03-06 01:08:56.740000,sa,2022-03-06 01:08:56.740000
4933,2022-03-06 01:08:57.100000,KS013,M,KS0130000000065,,,,,,,,,,sa,2022-03-06 01:08:57.100000,sa,2022-03-06 01:08:57.100000
4934,2022-03-06 01:08:58.910000,KS013,M,KS0130000000066,,,,,,,,,,sa,2022-03-06 01:08:58.910000,sa,2022-03-06 01:08:58.910000
4935,2022-03-06 01:09:00.680000,KS012,M,KS0120000000045,,,,,,,,,,sa,2022-03-06 01:09:00.680000,sa,2022-03-06 01:09:00.680000
4936,2022-03-06 01:09:01.120000,KS012,M,KS0120000000045,,,,,,,,,,sa,2022-03-06 01:09:01.120000,sa,2022-03-06 01:09:01.120000
4937,2022-03-06 01:09:03.487000,KS012,M,KS0120000000046,,,,,,,,,,sa,2022-03-06 01:09:03.487000,sa,2022-03-06 01:09:03.487000
4938,2022-03-06 01:09:04.947000,KS013,M,KS0130000000067,,,,,,,,,,sa,2022-03-06 01:09:04.947000,sa,2022-03-06 01:09:04.947000
4939,2022-03-06 01:09:06.403000,KS013,M,KS0130000000068,,,,,,,,,,sa,2022-03-06 01:09:06.403000,sa,2022-03-06 01:09:06.403000
4940,2022-03-06 01:09:07.963000,KS013,M,KS0130000000069,,,,,,,,,,sa,2022-03-06 01:09:07.963000,sa,2022-03-06 01:09:07.963000
4941,2022-03-06 01:09:09.370000,KS012,M,KS0120000000047,,,,,,,,,,sa,2022-03-06 01:09:09.370000,sa,2022-03-06 01:09:09.370000
4942,2022-03-06 01:09:10.937000,KS013,M,KS0130000000070,,,,,,,,,,sa,2022-03-06 01:09:10.937000,sa,2022-03-06 01:09:10.937000
4943,2022-03-06 01:09:12.670000,KS012,M,KS0120000000048,,,,,,,,,,sa,2022-03-06 01:09:12.670000,sa,2022-03-06 01:09:12.670000
4944,2022-03-06 01:09:12.953000,KS012,M,KS0120000000048,,,,,,,,,,sa,2022-03-06 01:09:12.953000,sa,2022-03-06 01:09:12.953000
4945,2022-03-06 01:09:13.220000,KS012,M,KS0120000000048,,,,,,,,,,sa,2022-03-06 01:09:13.220000,sa,2022-03-06 01:09:13.220000
4946,2022-03-06 01:09:13.517000,KS012,M,KS0120000000048,,,,,,,,,,sa,2022-03-06 01:09:13.517000,sa,2022-03-06 01:09:13.517000
4947,2022-03-06 01:09:15.857000,KS013,M,KS0130000000071,,,,,,,,,,sa,2022-03-06 01:09:15.857000,sa,2022-03-06 01:09:15.857000
4948,2022-03-06 01:09:18.130000,KS013,M,KS0130000000072,,,,,,,,,,sa,2022-03-06 01:09:18.130000,sa,2022-03-06 01:09:18.130000
4949,2022-03-06 01:09:19.743000,KS013,M,KS0130000000073,,,,,,,,,,sa,2022-03-06 01:09:19.743000,sa,2022-03-06 01:09:19.743000
4950,2022-03-06 01:09:21.073000,KS013,M,KS0130000000074,,,,,,,,,,sa,2022-03-06 01:09:21.073000,sa,2022-03-06 01:09:21.073000
4951,2022-03-06 01:09:22.473000,KS013,M,KS0130000000075,,,,,,,,,,sa,2022-03-06 01:09:22.473000,sa,2022-03-06 01:09:22.473000
4952,2022-03-06 01:09:24.180000,KS013,M,KS0130000000076,,,,,,,,,,sa,2022-03-06 01:09:24.180000,sa,2022-03-06 01:09:24.180000
4953,2022-03-06 01:09:25.727000,KS013,M,KS0130000000077,,,,,,,,,,sa,2022-03-06 01:09:25.727000,sa,2022-03-06 01:09:25.727000
4954,2022-03-06 01:09:27.360000,KS013,M,KS0130000000078,,,,,,,,,,sa,2022-03-06 01:09:27.360000,sa,2022-03-06 01:09:27.360000
4955,2022-03-06 01:09:27.687000,KS013,M,KS0130000000078,,,,,,,,,,sa,2022-03-06 01:09:27.687000,sa,2022-03-06 01:09:27.687000
4956,2022-03-06 01:09:29.340000,KS013,M,KS0130000000079,,,,,,,,,,sa,2022-03-06 01:09:29.340000,sa,2022-03-06 01:09:29.340000
4957,2022-03-06 01:09:30.863000,KS013,M,KS0130000000080,,,,,,,,,,sa,2022-03-06 01:09:30.863000,sa,2022-03-06 01:09:30.863000
4958,2022-03-06 01:09:32.400000,KS013,M,KS0130000000081,,,,,,,,,,sa,2022-03-06 01:09:32.400000,sa,2022-03-06 01:09:32.400000
4959,2022-03-06 01:09:33.837000,KS013,M,KS0130000000082,,,,,,,,,,sa,2022-03-06 01:09:33.837000,sa,2022-03-06 01:09:33.837000
4960,2022-03-06 01:09:36.767000,KS013,M,KS0130000000083,,,,,,,,,,sa,2022-03-06 01:09:36.767000,sa,2022-03-06 01:09:36.767000
4961,2022-03-06 01:09:40.997000,KS013,M,KS0130000000084,,,,,,,,,,sa,2022-03-06 01:09:40.997000,sa,2022-03-06 01:09:40.997000
4962,2022-03-06 01:09:43.500000,KS013,M,KS0130000000085,,,,,,,,,,sa,2022-03-06 01:09:43.500000,sa,2022-03-06 01:09:43.500000
4963,2022-03-06 01:09:45.240000,KS013,M,KS0130000000086,,,,,,,,,,sa,2022-03-06 01:09:45.240000,sa,2022-03-06 01:09:45.240000
4964,2022-03-06 01:09:47.047000,KS013,M,KS0130000000087,,,,,,,,,,sa,2022-03-06 01:09:47.047000,sa,2022-03-06 01:09:47.047000
4965,2022-03-06 01:09:48.547000,KS013,M,KS0130000000088,,,,,,,,,,sa,2022-03-06 01:09:48.547000,sa,2022-03-06 01:09:48.547000
4966,2022-03-06 01:09:50.270000,KS013,M,KS0130000000089,,,,,,,,,,sa,2022-03-06 01:09:50.270000,sa,2022-03-06 01:09:50.270000
4967,2022-03-06 01:09:52.220000,KS012,M,KS0120000000049,,,,,,,,,,sa,2022-03-06 01:09:52.220000,sa,2022-03-06 01:09:52.220000
4968,2022-03-06 01:09:53.700000,KS012,M,KS0120000000050,,,,,,,,,,sa,2022-03-06 01:09:53.717000,sa,2022-03-06 01:09:53.717000
4969,2022-03-06 01:09:54.073000,KS012,M,KS0120000000050,,,,,,,,,,sa,2022-03-06 01:09:54.073000,sa,2022-03-06 01:09:54.073000
4970,2022-03-06 01:09:55.570000,KS012,M,KS0120000000051,,,,,,,,,,sa,2022-03-06 01:09:55.570000,sa,2022-03-06 01:09:55.570000
4971,2022-03-06 01:09:55.883000,KS012,M,KS0120000000051,,,,,,,,,,sa,2022-03-06 01:09:55.883000,sa,2022-03-06 01:09:55.883000
4972,2022-03-06 01:09:57.270000,KS012,M,KS0120000000052,,,,,,,,,,sa,2022-03-06 01:09:57.270000,sa,2022-03-06 01:09:57.270000
4973,2022-03-06 01:10:01.297000,KS012,M,KS0120000000053,,,,,,,,,,sa,2022-03-06 01:10:01.297000,sa,2022-03-06 01:10:01.297000
4974,2022-03-06 01:10:05.907000,KS012,M,KS0120000000054,,,,,,,,,,sa,2022-03-06 01:10:05.907000,sa,2022-03-06 01:10:05.907000
4975,2022-03-06 01:10:06.633000,KS012,M,KS0120000000054,,,,,,,,,,sa,2022-03-06 01:10:06.640000,sa,2022-03-06 01:10:06.640000
4976,2022-03-06 01:10:07.280000,KS012,M,KS0120000000054,,,,,,,,,,sa,2022-03-06 01:10:07.297000,sa,2022-03-06 01:10:07.297000
4977,2022-03-06 01:10:09.410000,KS012,M,KS0120000000055,,,,,,,,,,sa,2022-03-06 01:10:09.410000,sa,2022-03-06 01:10:09.410000
4978,2022-03-06 01:10:09.790000,KS012,M,KS0120000000055,,,,,,,,,,sa,2022-03-06 01:10:09.790000,sa,2022-03-06 01:10:09.790000
4979,2022-03-06 01:10:10.243000,KS012,M,KS0120000000055,,,,,,,,,,sa,2022-03-06 01:10:10.243000,sa,2022-03-06 01:10:10.243000
4980,2022-03-06 01:10:12.060000,KS012,M,KS0120000000056,,,,,,,,,,sa,2022-03-06 01:10:12.060000,sa,2022-03-06 01:10:12.060000
4981,2022-03-06 01:10:12.420000,KS012,M,KS0120000000056,,,,,,,,,,sa,2022-03-06 01:10:12.420000,sa,2022-03-06 01:10:12.420000
4982,2022-03-06 01:10:12.743000,KS012,M,KS0120000000056,,,,,,,,,,sa,2022-03-06 01:10:12.743000,sa,2022-03-06 01:10:12.743000
4983,2022-03-06 01:10:14.330000,KS012,M,KS0120000000057,,,,,,,,,,sa,2022-03-06 01:10:14.330000,sa,2022-03-06 01:10:14.330000
4984,2022-03-06 01:10:14.803000,KS012,M,KS0120000000057,,,,,,,,,,sa,2022-03-06 01:10:14.803000,sa,2022-03-06 01:10:14.803000
4985,2022-03-06 01:10:16.397000,KS012,M,KS0120000000058,,,,,,,,,,sa,2022-03-06 01:10:16.397000,sa,2022-03-06 01:10:16.397000
4986,2022-03-06 01:10:16.723000,KS012,M,KS0120000000058,,,,,,,,,,sa,2022-03-06 01:10:16.723000,sa,2022-03-06 01:10:16.723000
4987,2022-03-06 01:10:18.830000,KS012,M,KS0120000000059,,,,,,,,,,sa,2022-03-06 01:10:18.830000,sa,2022-03-06 01:10:18.830000
4988,2022-03-06 01:10:19.287000,KS012,M,KS0120000000059,,,,,,,,,,sa,2022-03-06 01:10:19.287000,sa,2022-03-06 01:10:19.287000
4989,2022-03-06 01:10:24.600000,KS012,M,KS0120000000061,,,,,,,,,,sa,2022-03-06 01:10:24.600000,sa,2022-03-06 01:10:24.600000
4990,2022-03-06 01:10:27.200000,KS012,M,KS0120000000062,,,,,,,,,,sa,2022-03-06 01:10:27.200000,sa,2022-03-06 01:10:27.200000
4991,2022-03-06 01:10:29.193000,KS012,M,KS0120000000063,,,,,,,,,,sa,2022-03-06 01:10:29.193000,sa,2022-03-06 01:10:29.193000
4992,2022-03-06 01:10:31.453000,KS012,M,KS0120000000064,,,,,,,,,,sa,2022-03-06 01:10:31.453000,sa,2022-03-06 01:10:31.453000
4993,2022-03-06 01:10:33.460000,KS012,M,KS0120000000065,,,,,,,,,,sa,2022-03-06 01:10:33.460000,sa,2022-03-06 01:10:33.460000
4994,2022-03-06 01:10:36.407000,KS012,M,KS0120000000066,,,,,,,,,,sa,2022-03-06 01:10:36.407000,sa,2022-03-06 01:10:36.407000
4995,2022-03-06 01:10:38.683000,KS012,M,KS0120000000067,,,,,,,,,,sa,2022-03-06 01:10:38.683000,sa,2022-03-06 01:10:38.683000
4996,2022-03-06 01:10:39.110000,KS012,M,KS0120000000067,,,,,,,,,,sa,2022-03-06 01:10:39.110000,sa,2022-03-06 01:10:39.110000
4997,2022-03-06 01:10:41.533000,KS012,M,KS0120000000068,,,,,,,,,,sa,2022-03-06 01:10:41.533000,sa,2022-03-06 01:10:41.533000
4998,2022-03-06 01:10:43.587000,KS012,M,KS0120000000069,,,,,,,,,,sa,2022-03-06 01:10:43.587000,sa,2022-03-06 01:10:43.587000
4999,2022-03-06 01:10:43.983000,KS012,M,KS0120000000069,,,,,,,,,,sa,2022-03-06 01:10:43.983000,sa,2022-03-06 01:10:43.983000
5000,2022-03-06 01:10:45.437000,KS012,M,KS0120000000070,,,,,,,,,,sa,2022-03-06 01:10:45.437000,sa,2022-03-06 01:10:45.437000
5001,2022-03-06 01:10:47.050000,KS012,M,KS0120000000071,,,,,,,,,,sa,2022-03-06 01:10:47.050000,sa,2022-03-06 01:10:47.050000
5002,2022-03-06 01:10:49.610000,KS012,M,KS0120000000072,,,,,,,,,,sa,2022-03-06 01:10:49.610000,sa,2022-03-06 01:10:49.610000
5003,2022-03-06 01:10:51.407000,KS012,M,KS0120000000073,,,,,,,,,,sa,2022-03-06 01:10:51.407000,sa,2022-03-06 01:10:51.407000
5004,2022-03-06 01:10:51.763000,KS012,M,KS0120000000073,,,,,,,,,,sa,2022-03-06 01:10:51.763000,sa,2022-03-06 01:10:51.763000
5005,2022-03-06 01:10:52.110000,KS012,M,KS0120000000073,,,,,,,,,,sa,2022-03-06 01:10:52.110000,sa,2022-03-06 01:10:52.110000
5006,2022-03-06 01:10:53.610000,KS013,M,KS0130000000090,,,,,,,,,,sa,2022-03-06 01:10:53.610000,sa,2022-03-06 01:10:53.610000
5007,2022-03-06 01:10:55.040000,KS012,M,KS0120000000074,,,,,,,,,,sa,2022-03-06 01:10:55.040000,sa,2022-03-06 01:10:55.040000
5008,2022-03-06 01:10:55.357000,KS012,M,KS0120000000074,,,,,,,,,,sa,2022-03-06 01:10:55.357000,sa,2022-03-06 01:10:55.357000
5009,2022-03-06 01:10:57.107000,KS013,M,KS0130000000091,,,,,,,,,,sa,2022-03-06 01:10:57.107000,sa,2022-03-06 01:10:57.107000
5010,2022-03-06 01:10:57.480000,KS013,M,KS0130000000091,,,,,,,,,,sa,2022-03-06 01:10:57.480000,sa,2022-03-06 01:10:57.480000
5011,2022-03-06 01:11:00.997000,KS012,M,KS0120000000075,,,,,,,,,,sa,2022-03-06 01:11:00.997000,sa,2022-03-06 01:11:00.997000
5012,2022-03-06 01:11:01.357000,KS012,M,KS0120000000075,,,,,,,,,,sa,2022-03-06 01:11:01.357000,sa,2022-03-06 01:11:01.357000
5013,2022-03-06 01:11:03.990000,KS012,M,KS0120000000076,,,,,,,,,,sa,2022-03-06 01:11:03.990000,sa,2022-03-06 01:11:03.990000
5014,2022-03-06 01:11:04.367000,KS012,M,KS0120000000076,,,,,,,,,,sa,2022-03-06 01:11:04.367000,sa,2022-03-06 01:11:04.367000
5015,2022-03-06 01:11:06.180000,KS013,M,KS0130000000092,,,,,,,,,,sa,2022-03-06 01:11:06.180000,sa,2022-03-06 01:11:06.180000
5016,2022-03-06 01:11:07.970000,KS012,M,KS0120000000077,,,,,,,,,,sa,2022-03-06 01:11:07.970000,sa,2022-03-06 01:11:07.970000
5017,2022-03-06 01:11:09.447000,KS012,M,KS0120000000078,,,,,,,,,,sa,2022-03-06 01:11:09.447000,sa,2022-03-06 01:11:09.447000
5018,2022-03-06 01:11:11.050000,KS012,M,KS0120000000079,,,,,,,,,,sa,2022-03-06 01:11:11.050000,sa,2022-03-06 01:11:11.050000
5019,2022-03-06 01:11:12.633000,KS012,M,KS0120000000080,,,,,,,,,,sa,2022-03-06 01:11:12.633000,sa,2022-03-06 01:11:12.633000
5020,2022-03-06 01:11:14.300000,KS012,M,KS0120000000081,,,,,,,,,,sa,2022-03-06 01:11:14.300000,sa,2022-03-06 01:11:14.300000
5021,2022-03-06 01:11:15.850000,KS012,M,KS0120000000082,,,,,,,,,,sa,2022-03-06 01:11:15.850000,sa,2022-03-06 01:11:15.850000
5022,2022-03-06 01:11:18.210000,KS012,M,KS0120000000083,,,,,,,,,,sa,2022-03-06 01:11:18.210000,sa,2022-03-06 01:11:18.210000
5023,2022-03-06 01:11:18.523000,KS012,M,KS0120000000083,,,,,,,,,,sa,2022-03-06 01:11:18.523000,sa,2022-03-06 01:11:18.523000
5024,2022-03-06 01:11:18.860000,KS012,M,KS0120000000083,,,,,,,,,,sa,2022-03-06 01:11:18.860000,sa,2022-03-06 01:11:18.860000
5025,2022-03-06 01:11:21.207000,KS012,M,KS0120000000084,,,,,,,,,,sa,2022-03-06 01:11:21.207000,sa,2022-03-06 01:11:21.207000
5026,2022-03-06 01:11:22.800000,KS012,M,KS0120000000085,,,,,,,,,,sa,2022-03-06 01:11:22.800000,sa,2022-03-06 01:11:22.800000
5027,2022-03-06 01:11:24.310000,KS013,M,KS0130000000093,,,,,,,,,,sa,2022-03-06 01:11:24.310000,sa,2022-03-06 01:11:24.310000
5028,2022-03-06 01:11:24.647000,KS013,M,KS0130000000093,,,,,,,,,,sa,2022-03-06 01:11:24.647000,sa,2022-03-06 01:11:24.647000
5029,2022-03-06 01:11:25.007000,KS013,M,KS0130000000093,,,,,,,,,,sa,2022-03-06 01:11:25.007000,sa,2022-03-06 01:11:25.007000
5030,2022-03-06 01:11:25.350000,KS013,M,KS0130000000093,,,,,,,,,,sa,2022-03-06 01:11:25.350000,sa,2022-03-06 01:11:25.350000
5031,2022-03-06 01:11:27.920000,KS012,M,KS0120000000086,,,,,,,,,,sa,2022-03-06 01:11:27.920000,sa,2022-03-06 01:11:27.920000
5032,2022-03-06 01:11:29.567000,KS012,M,KS0120000000087,,,,,,,,,,sa,2022-03-06 01:11:29.567000,sa,2022-03-06 01:11:29.567000
5033,2022-03-06 01:11:29.817000,KS012,M,KS0120000000087,,,,,,,,,,sa,2022-03-06 01:11:29.817000,sa,2022-03-06 01:11:29.817000
