FisNo,Bolum,FisTip,FisTar,BelgeNo,Kasa,Location,CariKod,OzKod1,OzKod2,MuhKod,MuhFisNo,iptal,MM,insUN,insDT,updUN,updDT,locked,CreaterApp,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,MakbuzSerino,MakbuzNo,NoBaBs,NeedCalculate
685242,C,AD,2023-01-18 17:55:52,ONLINE HEPSİBURADA,,KS008,,,,,0,,,ASLINUR,2023-01-18 17:57:04.183000,ASLINUR,2023-01-18 17:57:04.183000,,,,,,2023-01-18 17:57:04.233000,2023-01-18 17:57:04.690000,,,,0
685243,K,NO,2023-01-18 17:57:20,EMANET,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 17:58:01.443000,BERRIN,2023-01-18 18:24:11.507000,,,,,,2023-01-18 18:24:11.520000,2023-01-18 18:24:11.780000,,,,0
685244,K,GO,2023-01-18 17:58:08,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 18:00:42.690000,BERRIN,2023-01-19 14:20:03.493000,,,,,,2023-01-19 14:20:03.510000,2023-01-19 14:20:04.130000,,,,0
685245,C,AD,2023-01-18 17:57:07,ONLINE ÇİÇEKSEPETİ,,KS008,,,,,0,,,ASLINUR,2023-01-18 18:01:04.540000,ASLINUR,2023-01-18 18:01:04.540000,,,,,,2023-01-18 18:01:04.603000,2023-01-18 18:01:05.073000,,,,0
685246,K,NO,2023-01-18 18:04:11,,L01,KS006,,,,,0,,,laleli,2023-01-18 18:05:13.407000,laleli,2023-01-18 18:13:33.777000,,,,,,2023-01-18 18:13:33.793000,2023-01-18 18:13:34.183000,,,,0
685247,K,NO,2023-01-18 18:05:20,FIRMA ,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 18:05:45.907000,BERRIN,2023-01-18 18:07:23.960000,,,,,,2023-01-18 18:07:24.263000,2023-01-18 18:07:25.010000,,,,0
685249,K,NO,2023-01-18 18:08:18,HK,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 18:08:48.297000,BERRIN,2023-01-18 18:42:09.823000,,,,,,2023-01-18 18:42:09.857000,2023-01-18 18:42:10.203000,,,,0
685250,K,KT,2023-01-18 18:11:21,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-18 18:11:42.890000,ZBURNU,2023-01-18 18:11:42.890000,,,,,,2023-01-18 18:11:42.950000,2023-01-18 18:11:43.483000,,,,0
685251,K,NO,2023-01-18 18:14:15,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 18:14:34.490000,BERRIN,2023-01-18 18:14:34.490000,,,,,,2023-01-18 18:14:34.520000,2023-01-18 18:14:34.943000,,,,0
685252,K,NO,2023-01-18 18:24:21,SDTIRAK,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 18:24:47.897000,BERRIN,2023-01-18 18:24:47.897000,,,,,,2023-01-18 18:24:47.927000,2023-01-18 18:24:48.280000,,,,0
685253,K,KT,2023-01-18 18:29:32,,A01,KS013,,,,,0,,,AYTOLGUN,2023-01-18 18:33:07.097000,AYTOLGUN,2023-01-18 18:33:07.097000,,,,,,2023-01-18 18:33:07.343000,2023-01-18 18:33:08.397000,,,,0
685254,C,AD,2023-01-18 18:26:33,FIRMA ,,KS001,,,,,0,,,BERRIN,2023-01-18 18:33:48.453000,BERRIN,2023-01-18 18:33:48.453000,,,,,,2023-01-18 18:33:48.600000,2023-01-18 18:33:49.140000,,,,0
685255,K,KT,2023-01-18 18:37:36,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-18 18:38:05.320000,BERRIN,2023-01-18 18:38:05.320000,,,,,,2023-01-18 18:38:05.470000,2023-01-18 18:38:06.130000,,,,0
685256,K,GO,2023-01-18 18:38:12,IRAKGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-18 18:38:40.240000,BERRIN,2023-01-18 18:38:40.240000,,,,,,2023-01-18 18:38:40.277000,2023-01-18 18:38:40.630000,,,,0
685257,K,KT,2023-01-18 19:19:08,GRANDPARK GIDERLERI,G01,KS012,,,,,0,,,NAZERKE,2023-01-18 19:20:27.823000,NAZERKE,2023-01-18 19:20:27.823000,,,,,,2023-01-18 19:20:27.953000,2023-01-18 19:20:28.850000,,,,0
685258,K,NO,2023-01-18 19:25:43,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-18 19:26:12.003000,AKKALAMALL,2023-01-18 19:26:12.007000,,,,,,2023-01-18 19:26:12.050000,2023-01-18 19:26:12.557000,,,,0
685259,K,GO,2023-01-18 19:26:23,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-18 19:26:56.727000,AKKALAMALL,2023-01-18 19:26:56.727000,,,,,,2023-01-18 19:26:56.777000,2023-01-18 19:26:57.183000,,,,0
685260,K,KT,2023-01-18 21:51:16,GİDER,H01,KS007,,,,,0,,,KLAS,2023-01-18 21:52:00.100000,KLAS,2023-01-18 22:36:27.210000,,,,,,2023-01-18 22:36:27.237000,2023-01-18 22:36:27.523000,,,,0
685261,K,KT,2023-01-18 23:08:14,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-18 23:08:52.377000,ERBIL,2023-01-18 23:08:52.377000,,,,,,2023-01-18 23:08:52.440000,2023-01-18 23:08:53.080000,,,,0
685262,C,AD,2023-01-18 11:15:36,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-19 11:20:50.570000,BERRIN,2023-01-19 11:20:50.570000,,,,,,2023-01-19 11:20:50.640000,2023-01-19 11:20:51.053000,,,,0
685263,C,BD,2023-01-18 11:20:54,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-19 11:21:22.510000,BERRIN,2023-01-19 11:21:22.510000,,,,,,2023-01-19 11:21:22.567000,2023-01-19 11:21:22.897000,,,,0
685264,K,KT,2023-01-19 11:20:53,GİDER,V01,KS002,,,,,0,,,AIDAANA,2023-01-19 11:21:36.600000,AIDAANA,2023-01-20 00:58:01.953000,,,,,,2023-01-20 00:58:01.967000,2023-01-20 00:58:02.570000,,,,0
685265,C,AD,2023-01-18 11:43:27,TOPTANKK,,KS001,,,,,0,,,BERRIN,2023-01-19 11:44:55.533000,BERRIN,2023-01-19 14:03:21.400000,,,,,,2023-01-19 14:03:21.427000,2023-01-19 14:03:21.760000,,,,0
685266,K,GO,2023-01-09 11:42:34,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 11:45:22.903000,BERRIN,2023-01-19 11:45:22.903000,,,,,,2023-01-19 11:45:22.970000,2023-01-19 11:45:23.747000,,,,0
685267,K,BY,2023-01-09 11:45:46,,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 11:46:14.660000,BERRIN,2023-01-19 11:57:14.173000,,,,,,2023-01-19 11:57:14.170000,2023-01-19 11:57:14.637000,,,,0
685268,K,GO,2023-01-10 11:51:43,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 11:56:50.973000,BERRIN,2023-01-19 11:56:50.973000,,,,,,2023-01-19 11:56:51.110000,2023-01-19 11:56:51.797000,,,,0
685269,K,BY,2023-01-10 11:57:16,,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 11:57:35.893000,BERRIN,2023-01-19 11:57:35.893000,,,,,,2023-01-19 11:57:35.923000,2023-01-19 11:57:36.430000,,,,0
685270,K,GO,2023-01-11 11:57:39,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 11:59:05.463000,BERRIN,2023-01-19 11:59:05.463000,,,,,,2023-01-19 11:59:05.570000,2023-01-19 11:59:06.013000,,,,0
685271,K,KT,2023-01-19 12:07:21,GİDER,F01,KS004,,,,,0,,,FAMILYMOOL,2023-01-19 12:08:42.287000,FAMILYMOOL,2023-01-19 12:08:42.287000,,,,,,2023-01-19 12:08:42.920000,2023-01-19 12:08:44.530000,,,,0
685272,K,GO,2023-01-12 11:59:23,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 12:13:39.190000,BERRIN,2023-01-19 12:30:54.633000,,,,,,2023-01-19 12:30:54.653000,2023-01-19 12:30:55.307000,,,,0
685273,K,GO,2023-01-13 12:31:40,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 12:35:00.420000,BERRIN,2023-01-19 12:35:00.420000,,,,,,2023-01-19 12:35:00.520000,2023-01-19 12:35:01.537000,,,,0
685274,K,GO,2023-01-14 12:35:05,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 12:38:48.787000,BERRIN,2023-01-19 12:38:48.787000,,,,,,2023-01-19 12:38:49.013000,2023-01-19 12:38:49.793000,,,,0
685275,K,BY,2023-01-14 12:39:49,,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 12:40:04.657000,BERRIN,2023-01-19 12:40:04.657000,,,,,,2023-01-19 12:40:04.683000,2023-01-19 12:40:05.040000,,,,0
685276,K,GO,2023-01-15 12:40:19,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 12:46:35.020000,BERRIN,2023-01-19 12:46:35.020000,,,,,,2023-01-19 12:46:35.333000,2023-01-19 12:46:36.073000,,,,0
685277,K,GO,2023-01-16 12:46:44,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 12:54:34.623000,BERRIN,2023-01-19 12:54:34.623000,,,,,,2023-01-19 12:54:34.863000,2023-01-19 12:54:35.643000,,,,0
685278,C,AD,2023-01-19 12:54:04,oONLINE TRENDYOL,,KS008,,,,,0,,,ASLINUR,2023-01-19 12:54:47.943000,ASLINUR,2023-01-19 12:54:47.943000,,,,,,2023-01-19 12:54:47.977000,2023-01-19 12:54:48.443000,,,,0
685279,K,BY,2023-01-16 12:54:45,,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 12:55:12.277000,BERRIN,2023-01-19 12:55:12.277000,,,,,,2023-01-19 12:55:12.310000,2023-01-19 12:55:12.683000,,,,0
685280,C,AD,2023-01-19 12:54:49,ONLINE ÇİÇEKSEPETİ,,KS008,,,,,0,,,ASLINUR,2023-01-19 12:55:33.073000,ASLINUR,2023-01-19 12:55:33.073000,,,,,,2023-01-19 12:55:33.107000,2023-01-19 12:55:33.513000,,,,0
685281,K,GO,2023-01-17 12:54:42,KZGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 12:56:27.730000,BERRIN,2023-01-19 12:56:27.730000,,,,,,2023-01-19 12:56:27.803000,2023-01-19 12:56:28.333000,,,,0
685283,K,KT,2023-01-19 13:55:43,NAKİT ,V01,KS002,,,,,0,,,AIDAANA,2023-01-19 13:56:40.137000,AIDAANA,2023-01-19 23:09:00.770000,,,,,,2023-01-19 23:09:00.810000,2023-01-19 23:09:01.377000,,,,0
685284,K,GO,2023-01-18 14:04:13,IRAKGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 14:04:57.790000,BERRIN,2023-01-20 15:01:17.123000,,,,,,2023-01-20 15:01:17.123000,2023-01-20 15:01:17.453000,,,,0
685285,K,NO,2023-01-18 14:09:59,OK,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 14:10:44.230000,BERRIN,2023-01-19 14:18:36.043000,,,,,,2023-01-19 14:18:36.160000,2023-01-19 14:18:36.483000,,,,0
685286,K,NO,2023-01-19 14:31:49,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-19 14:32:46.267000,AKKALAMALL,2023-01-19 14:32:46.270000,,,,,,2023-01-19 14:32:46.320000,2023-01-19 14:32:47.650000,,,,0
685287,K,GO,2023-01-19 14:32:54,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-19 14:33:19.100000,AKKALAMALL,2023-01-19 14:33:19.100000,,,,,,2023-01-19 14:33:19.143000,2023-01-19 14:33:19.577000,,,,0
685288,K,KT,2023-01-19 15:24:02,NAKİT,H01,KS007,,,,,0,,,KLAS,2023-01-19 15:24:49.207000,KLAS,2023-01-19 23:00:46.910000,,,,,,2023-01-19 23:00:46.927000,2023-01-19 23:00:47.550000,,,,0
685289,K,KT,2023-01-19 15:28:25,GIDER,R01,KS005,,,,,0,,,RAYMOOL,2023-01-19 15:29:04.993000,RAYMOOL,2023-01-19 15:29:04.993000,,,,,,2023-01-19 15:29:05.043000,2023-01-19 15:29:05.627000,,,,0
685290,K,KT,2023-01-19 16:25:01,NAKIT,Z01,KM01,,,,,0,,,ZBURNU,2023-01-19 16:25:23.250000,ZBURNU,2023-01-19 16:25:23.253000,,,,,,2023-01-19 16:25:23.320000,2023-01-19 16:25:23.963000,,,,0
685291,K,KT,2023-01-19 16:25:27,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-19 16:26:00.257000,ZBURNU,2023-01-19 16:26:00.260000,,,,,,2023-01-19 16:26:00.337000,2023-01-19 16:26:00.920000,,,,0
685292,K,BY,2023-01-19 17:48:11,,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 17:48:38.860000,BERRIN,2023-01-20 12:23:38.810000,,,,,,2023-01-20 12:23:38.843000,2023-01-20 12:23:39.537000,,,,0
685293,K,KT,2023-01-19 17:54:42,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-19 17:57:59.770000,SEMRA,2023-01-19 17:58:55.187000,,,,,,2023-01-19 17:58:55.620000,2023-01-19 17:58:57.347000,,,,0
685294,K,NT,2023-01-19 18:01:37,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 18:02:46.807000,BERRIN,2023-01-19 18:02:46.807000,,,,,,2023-01-19 18:02:46.873000,2023-01-19 18:02:47.350000,,,,0
685296,K,NT,2023-01-19 18:20:38,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-19 18:21:35.047000,BERRIN,2023-01-19 18:47:24.190000,,,,,,2023-01-19 18:47:25.397000,2023-01-19 18:47:25.800000,,,,0
685297,K,NT,2023-01-19 18:21:41,FR,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 18:22:06.927000,BERRIN,2023-01-19 18:22:06.927000,,,,,,2023-01-19 18:22:07.017000,2023-01-19 18:22:07.513000,,,,0
685298,K,KT,2023-01-19 18:22:27,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-19 18:23:26.527000,BERRIN,2023-01-19 19:21:11.790000,,,,,,2023-01-19 19:21:11.803000,2023-01-19 19:21:12.207000,,,,0
685299,K,GO,2023-01-19 18:28:01,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 18:30:12.427000,BERRIN,2023-01-20 14:00:54.543000,,,,,,2023-01-20 14:00:54.570000,2023-01-20 14:00:55.400000,,,,0
685300,K,GO,2023-01-19 18:30:21,IRAKGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 18:31:06.203000,BERRIN,2023-01-21 13:03:10.147000,,,,,,2023-01-21 13:03:10.163000,2023-01-21 13:03:10.750000,,,,0
685301,K,NO,2023-01-19 18:34:29,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 18:35:00.650000,BERRIN,2023-01-19 18:35:00.650000,,,,,,2023-01-19 18:35:00.720000,2023-01-19 18:35:01.087000,,,,0
685302,K,NO,2023-01-19 18:35:56,FIRMA ,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 18:36:24.253000,BERRIN,2023-01-19 18:36:24.253000,,,,,,2023-01-19 18:36:24.293000,2023-01-19 18:36:24.707000,,,,0
685303,K,NO,2023-01-19 18:41:28,,L01,KS006,,,,,0,,,laleli,2023-01-19 18:41:51.997000,laleli,2023-01-19 18:44:56.440000,,,,,,2023-01-19 18:44:56.450000,2023-01-19 18:44:56.823000,,,,0
685304,K,NO,2023-01-19 18:41:59,EMANET ,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 18:42:12.853000,BERRIN,2023-01-19 18:45:56.663000,,,,,,2023-01-19 18:45:56.673000,2023-01-19 18:45:56.993000,,,,0
685305,K,KT,2023-01-19 18:57:58,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-19 19:01:41.680000,ERBIL,2023-01-19 19:01:41.680000,,,,,,2023-01-19 19:01:41.743000,2023-01-19 19:01:42.297000,,,,0
685306,K,KT,2023-01-19 19:04:42,,A01,KS013,,,,,0,,,AYTOLGUN,2023-01-19 19:05:19.070000,AYTOLGUN,2023-01-19 19:05:19.070000,,,,,,2023-01-19 19:05:19.113000,2023-01-19 19:05:19.570000,,,,0
685307,K,NO,2023-01-19 19:08:25,OK,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 19:08:45.090000,BERRIN,2023-01-20 14:00:38.103000,,,,,,2023-01-20 14:00:38.103000,2023-01-20 14:00:38.390000,,,,0
685308,K,NO,2023-01-19 19:28:10,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-19 19:28:26.460000,BERRIN,2023-01-19 19:28:26.460000,,,,,,2023-01-19 19:28:26.497000,2023-01-19 19:28:26.883000,,,,0
685309,K,KT,2023-01-19 19:25:30,GRANDPARK GIDERLERI,G01,KS012,,,,,0,,,NAZERKE,2023-01-19 19:29:18.510000,NAZERKE,2023-01-19 19:29:18.510000,,,,,,2023-01-19 19:29:18.793000,2023-01-19 19:29:19.653000,,,,0
685310,K,KT,2023-01-20 09:44:15,GİDER,V01,KS002,,,,,0,,,AIDAANA,2023-01-20 09:44:51.850000,AIDAANA,2023-01-21 00:41:50.227000,,,,,,2023-01-21 00:41:50.250000,2023-01-21 00:41:50.753000,,,,0
685311,K,NO,2023-01-19 10:21:52,HK,KS01,KS001,,,,,0,,,BERRIN,2023-01-20 10:22:33.320000,BERRIN,2023-01-20 10:22:33.320000,,,,,,2023-01-20 10:22:33.387000,2023-01-20 10:22:33.967000,,,,0
685312,K,KT,2023-01-20 11:04:38,NAKIT,D01,KM03,,,,,0,,,SEMRA,2023-01-20 11:05:24.680000,SEMRA,2023-01-20 11:05:24.680000,,,,,,2023-01-20 11:05:24.733000,2023-01-20 11:05:25.263000,,,,0
685313,C,AD,2023-01-19 12:24:36,TOPTANKK,,KS001,,,,,0,,,BERRIN,2023-01-20 12:25:20.450000,BERRIN,2023-01-20 12:25:20.450000,,,,,,2023-01-20 12:25:20.487000,2023-01-20 12:25:20.870000,,,,0
685314,C,AD,2023-01-19 12:26:59,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-20 12:27:50.580000,BERRIN,2023-01-20 12:27:50.580000,,,,,,2023-01-20 12:27:50.627000,2023-01-20 12:27:51.060000,,,,0
685315,C,BD,2023-01-19 12:30:11,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-20 12:31:29.603000,BERRIN,2023-01-20 12:45:41.577000,,,,,,2023-01-20 12:45:41.597000,2023-01-20 12:45:41.890000,,,,0
685316,K,KT,2023-01-20 12:31:25,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-20 12:32:11.250000,ZBURNU,2023-01-20 12:33:11.277000,,,,,,2023-01-20 12:33:11.323000,2023-01-20 12:33:12.147000,,,,0
685317,K,GG,2023-01-19 14:01:35,,KS01,KS001,,,,,0,,,BERRIN,2023-01-20 14:01:47.960000,BERRIN,2023-01-20 14:01:47.963000,,,,,,2023-01-20 14:01:48,2023-01-20 14:01:48.520000,,,,0
685318,K,BC,2023-01-20 15:09:57,,KS01,KS001,,,,,0,,,BERRIN,2023-01-20 15:10:19.587000,BERRIN,2023-01-20 17:44:14.203000,,,,,,2023-01-20 17:44:14.230000,2023-01-20 17:44:14.553000,,,,0
685319,K,NT,2023-01-20 15:10:33,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-20 15:11:07.940000,BERRIN,2023-01-21 13:17:41.420000,,,,,,2023-01-21 13:17:41.653000,2023-01-21 13:17:42.180000,,,,0
685320,K,NO,2023-01-20 15:11:16,FIRMA ,KS01,KS001,,,,,0,,,BERRIN,2023-01-20 15:13:12.370000,BERRIN,2023-01-21 11:55:50.723000,,,,,,2023-01-21 11:55:50.740000,2023-01-21 11:55:51.420000,,,,0
685321,K,NO,2023-01-20 15:13:21,,L01,KS006,,,,,0,,,laleli,2023-01-20 15:13:43.140000,laleli,2023-01-20 18:36:01.977000,,,,,,2023-01-20 18:36:01.983000,2023-01-20 18:36:02.360000,,,,0
685322,K,KT,2023-01-20 15:58:42,NAKİT,H01,KS007,,,,,0,,,KLAS,2023-01-20 15:59:32.220000,KLAS,2023-01-20 22:05:57.237000,,,,,,2023-01-20 22:05:57.250000,2023-01-20 22:05:57.783000,,,,0
685323,K,KT,2023-01-20 16:16:46,NAKİT ,V01,KS002,,,,,0,,,LIN,2023-01-20 16:18:30.503000,BERRIN,2023-01-21 13:34:46.987000,,,,,,2023-01-21 13:34:47,2023-01-21 13:34:47.530000,,,,0
685324,K,KT,2023-01-20 17:46:26,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-20 17:47:03.513000,SEMRA,2023-01-20 17:47:03.517000,,,,,,2023-01-20 17:47:03.597000,2023-01-20 17:47:04.337000,,,,0
685325,K,KT,2023-01-20 17:51:18,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-20 17:52:09.597000,ZBURNU,2023-01-20 17:52:09.597000,,,,,,2023-01-20 17:52:09.803000,2023-01-20 17:52:10.677000,,,,0
685326,K,NT,2023-01-20 17:54:08,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-20 18:03:44.590000,BERRIN,2023-01-21 13:28:02.493000,,,,,,2023-01-21 13:28:02.523000,2023-01-21 13:28:03.193000,,,,0
685327,K,KT,2023-01-20 18:14:15,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-20 18:14:49.393000,BERRIN,2023-01-21 11:49:18.917000,,,,,,2023-01-21 11:49:18.937000,2023-01-21 11:49:19.570000,,,,0
685328,C,AD,2023-01-20 18:19:37,FIRMA ,,KS001,,,,,0,,,BERRIN,2023-01-20 18:21:06.057000,BERRIN,2023-01-20 18:22:56.100000,,,,,,2023-01-20 18:22:56.237000,2023-01-20 18:22:58.173000,,,,0
685329,C,BD,2023-01-20 18:23:03,FIRMA,,KS001,,,,,0,,,BERRIN,2023-01-20 18:23:47.973000,BERRIN,2023-01-20 18:23:47.973000,,,,,,2023-01-20 18:23:48.170000,2023-01-20 18:23:48.707000,,,,0
685330,K,GO,2023-01-20 18:29:43,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-20 18:32:14.413000,BERRIN,2023-01-21 12:03:32.377000,,,,,,2023-01-21 12:03:32.420000,2023-01-21 12:03:33.070000,,,,0
685331,K,NO,2023-01-20 18:40:50,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-20 18:41:08.923000,BERRIN,2023-01-21 13:17:59.460000,,,,,,2023-01-21 13:17:59.470000,2023-01-21 13:17:59.980000,,,,0
685332,K,NO,2023-01-20 18:43:46,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-20 18:44:03.140000,BERRIN,2023-01-20 18:44:05.307000,,,,,,2023-01-20 18:44:05.307000,2023-01-20 18:44:05.587000,,,,0
685333,K,KT,2023-01-20 18:45:49,,A01,KS013,,,,,0,,,AYTOLGUN,2023-01-20 18:46:32.290000,AYTOLGUN,2023-01-20 18:46:32.290000,,,,,,2023-01-20 18:46:32.377000,2023-01-20 18:46:33.190000,,,,0
685334,K,NO,2023-01-20 18:56:18,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-20 18:56:39.630000,AKKALAMALL,2023-01-20 18:56:39.630000,,,,,,2023-01-20 18:56:39.693000,2023-01-20 18:56:40.220000,,,,0
685335,K,GO,2023-01-20 18:56:56,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-20 18:57:45.210000,AKKALAMALL,2023-01-20 18:57:45.210000,,,,,,2023-01-20 18:57:45.303000,2023-01-20 18:57:46.140000,,,,0
685336,K,KT,2023-01-20 20:56:07,GİDER,H01,KS007,,,,,0,,,KLAS,2023-01-20 20:56:53.130000,KLAS,2023-01-20 20:56:53.130000,,,,,,2023-01-20 20:56:53.217000,2023-01-20 20:56:53.827000,,,,0
685337,K,KT,2023-01-20 22:16:10,GIDER,R01,KS005,,,,,0,,,RAYMOOL,2023-01-20 22:20:17.187000,RAYMOOL,2023-01-20 22:20:17.187000,,,,,,2023-01-20 22:20:17.257000,2023-01-20 22:20:17.963000,,,,0
685338,K,KT,2023-01-21 10:37:04,GRANDPARK GIDERLERI,G01,KS012,,,,,0,,,NAZERKE,2023-01-21 10:53:11.490000,NAZERKE,2023-01-21 10:53:11.490000,,,,,,2023-01-21 10:53:11.693000,2023-01-21 10:53:12.467000,,,,0
685339,K,KT,2023-01-21 10:58:32,GİDER,V01,KS002,,,,,0,,,LIN,2023-01-21 11:02:15.843000,LIN,2023-01-22 00:00:07.643000,,,,,,2023-01-22 00:00:07.670000,2023-01-22 00:00:08.380000,,,,0
685340,K,KT,2023-01-21 11:16:27,GİDER,F01,KS004,,,,,0,,,FAMILYMOOL,2023-01-21 11:37:29.480000,FAMILYMOOL,2023-01-21 11:37:29.480000,,,,,,2023-01-21 11:37:29.793000,2023-01-21 11:37:30.720000,,,,0
685341,C,AD,2023-01-20 11:49:30,TOPTANKK,,KS001,,,,,0,,,BERRIN,2023-01-21 11:49:59.757000,BERRIN,2023-01-21 11:50:05.163000,,,,,,2023-01-21 11:50:05.163000,2023-01-21 11:50:05.407000,,,,0
685342,K,NO,2023-01-20 11:51:38,HK,KS01,KS001,,,,,0,,,BERRIN,2023-01-21 11:52:08.077000,BERRIN,2023-01-21 11:52:08.077000,,,,,,2023-01-21 11:52:08.110000,2023-01-21 11:52:08.553000,,,,0
685343,K,NO,2023-01-20 11:53:53,OK,KS01,KS001,,,,,0,,,BERRIN,2023-01-21 11:54:10.290000,BERRIN,2023-01-21 11:54:10.290000,,,,,,2023-01-21 11:54:10.323000,2023-01-21 11:54:10.707000,,,,0
685344,C,AD,2023-01-20 12:23:06,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-21 12:26:01.367000,BERRIN,2023-01-21 12:26:01.367000,,,,,,2023-01-21 12:26:01.557000,2023-01-21 12:26:02.263000,,,,0
685345,C,BD,2023-01-20 12:26:32,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-21 12:27:08.083000,BERRIN,2023-01-21 12:27:08.083000,,,,,,2023-01-21 12:27:08.130000,2023-01-21 12:27:08.593000,,,,0
685346,K,KT,2023-01-21 12:50:53,NAKİT ,V01,KS002,,,,,0,,,LIN,2023-01-21 12:51:46.623000,AIDAANA,2023-01-22 00:29:01.473000,,,,,,2023-01-22 00:29:01.500000,2023-01-22 00:29:02.110000,,,,0
685347,K,GO,2023-01-20 13:03:17,IRAKGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-21 13:03:38.983000,BERRIN,2023-01-21 13:03:38.983000,,,,,,2023-01-21 13:03:39.037000,2023-01-21 13:03:39.840000,,,,0
685348,K,KT,2023-01-21 13:13:58,GİDER,F01,KS004,,,,,0,,,FAMILYMOOL,2023-01-21 13:16:33.677000,FAMILYMOOL,2023-01-21 13:16:33.677000,,,,,,2023-01-21 13:16:33.740000,2023-01-21 13:16:34.367000,,,,0
685349,K,KT,2023-01-20 13:34:53,AVANS,V01,KS002,,,,,0,,,LIN,2023-01-21 13:35:32.483000,LIN,2023-01-21 13:35:32.483000,,,,,,2023-01-21 13:35:32.520000,2023-01-21 13:35:32.903000,,,,0
685350,K,NO,2023-01-20 13:36:43,EMANET ,KS01,KS001,,,,,0,,,BERRIN,2023-01-21 13:37:04.943000,BERRIN,2023-01-21 13:37:04.943000,,,,,,2023-01-21 13:37:04.983000,2023-01-21 13:37:05.340000,,,,0
685351,C,AD,2023-01-21 14:11:01,FIRMA ,,KS001,,,,,0,,,BERRIN,2023-01-21 14:13:59.717000,BERRIN,2023-01-21 14:13:59.717000,,,,,,2023-01-21 14:14:00.017000,2023-01-21 14:14:00.797000,,,,0
