SipNo,CariKod,TedFirmaCode,BelgeNo,SendtoMail,kgid,insUN,insDT,insApp,updUN,updDT,updApp
23425,320.029,100,000786,*,1054,yulya,2025-03-14 13:30:44.390000,KGShop,yulya,2025-03-14 13:31:19.950000,KGShop
23426,320.033,100,000786,*,1055,yulya,2025-03-14 13:30:44.413000,KGShop,yulya,2025-03-14 13:31:20.760000,KGShop
23427,320.054,100,000786,*,1056,yulya,2025-03-14 13:30:44.440000,KGShop,yulya,2025-03-14 13:31:21.497000,KGShop
23428,320.072,100,000786,*,1057,yulya,2025-03-14 13:30:44.487000,KGShop,yulya,2025-03-14 13:31:22.370000,KGShop
23429,320.080,100,000786,*,1058,yulya,2025-03-14 13:30:44.533000,KGShop,yulya,2025-03-14 13:31:23.193000,KGShop
23430,320.095,100,000786,*,1059,yulya,2025-03-14 13:30:44.623000,KGShop,yulya,2025-03-14 13:31:23.947000,KGShop
23431,320.108,100,000786,*,1060,yulya,2025-03-14 13:30:44.647000,KGShop,yulya,2025-03-14 13:31:24.777000,KGShop
23432,320.129,100,000786,*,1061,yulya,2025-03-14 13:30:44.693000,KGShop,yulya,2025-03-14 13:31:25.570000,KGShop
23433,320.131,100,000786,*,1062,yulya,2025-03-14 13:30:44.720000,KGShop,yulya,2025-03-14 13:31:26.297000,KGShop
23434,320.134,100,000786,*,1063,yulya,2025-03-14 13:30:44.847000,KGShop,yulya,2025-03-14 13:31:27.167000,KGShop
23435,320.190,100,000786,*,1064,yulya,2025-03-14 13:30:44.880000,KGShop,yulya,2025-03-14 13:31:27.970000,KGShop
23436,320.207,100,000786,*,1065,yulya,2025-03-14 13:30:44.927000,KGShop,yulya,2025-03-14 13:31:28.770000,KGShop
23437,320.229,100,000786,*,1066,yulya,2025-03-14 13:30:45.073000,KGShop,yulya,2025-03-14 13:31:29.923000,KGShop
23438,320.259,100,000786,*,1067,yulya,2025-03-14 13:30:45.113000,KGShop,yulya,2025-03-14 13:31:30.797000,KGShop
23439,320.276,100,000786,*,1068,yulya,2025-03-14 13:30:45.140000,KGShop,yulya,2025-03-14 13:31:31.597000,KGShop
23440,320.023,100,000787,*,1069,yulya,2025-03-14 13:41:12.797000,KGShop,yulya,2025-03-14 13:41:19.130000,KGShop
23441,320.054,100,000787,*,1070,yulya,2025-03-14 13:41:12.833000,KGShop,yulya,2025-03-14 13:41:19.983000,KGShop
23442,320.080,100,000787,*,1071,yulya,2025-03-14 13:41:12.880000,KGShop,yulya,2025-03-14 13:41:20.903000,KGShop
23443,320.108,100,000787,*,1072,yulya,2025-03-14 13:41:13.010000,KGShop,yulya,2025-03-14 13:41:21.683000,KGShop
23444,320.129,100,000787,*,1073,yulya,2025-03-14 13:41:13.047000,KGShop,yulya,2025-03-14 13:41:22.473000,KGShop
23445,320.130,100,000787,*,1074,yulya,2025-03-14 13:41:13.107000,KGShop,yulya,2025-03-14 13:41:23.247000,KGShop
23446,320.207,100,000787,*,1075,yulya,2025-03-14 13:41:13.150000,KGShop,yulya,2025-03-14 13:41:24.017000,KGShop
23447,320.213,100,000787,*,1076,yulya,2025-03-14 13:41:13.197000,KGShop,yulya,2025-03-14 13:41:24.740000,KGShop
23448,320.229,100,000787,*,1077,yulya,2025-03-14 13:41:13.233000,KGShop,yulya,2025-03-14 13:41:25.497000,KGShop
23449,320.023,100,000789,*,1078,yulya,2025-03-14 13:44:02.150000,KGShop,yulya,2025-03-14 13:46:19.100000,KGShop
23450,320.052,100,000789,*,1079,yulya,2025-03-14 13:44:02.173000,KGShop,yulya,2025-03-14 13:46:19.840000,KGShop
23451,320.059,100,000789,*,1080,yulya,2025-03-14 13:44:02.217000,KGShop,yulya,2025-03-14 13:46:20.690000,KGShop
23452,320.134,100,000789,*,1081,yulya,2025-03-14 13:44:02.243000,KGShop,yulya,2025-03-14 13:46:21.500000,KGShop
23453,320.176,100,000789,*,1082,yulya,2025-03-14 13:44:02.273000,KGShop,yulya,2025-03-14 13:46:22.260000,KGShop
23454,320.195,100,000789,*,1083,yulya,2025-03-14 13:44:02.320000,KGShop,yulya,2025-03-14 13:46:23.007000,KGShop
23455,320.052,100,000790,*,1084,yulya,2025-03-14 13:46:25.047000,KGShop,yulya,2025-03-14 13:51:19.093000,KGShop
23456,320.054,100,000790,*,1085,yulya,2025-03-14 13:46:25.070000,KGShop,yulya,2025-03-14 13:51:19.880000,KGShop
23457,320.095,100,000790,*,1086,yulya,2025-03-14 13:46:25.093000,KGShop,yulya,2025-03-14 13:51:20.643000,KGShop
23458,320.129,100,000790,*,1087,yulya,2025-03-14 13:46:25.137000,KGShop,yulya,2025-03-14 13:51:21.380000,KGShop
23459,320.190,100,000790,*,1088,yulya,2025-03-14 13:46:25.160000,KGShop,yulya,2025-03-14 13:51:22.087000,KGShop
23460,320.257,100,000790,*,1089,yulya,2025-03-14 13:46:25.187000,KGShop,yulya,2025-03-14 13:51:23.063000,KGShop
23461,320.267,100,000790,*,1090,yulya,2025-03-14 13:46:25.213000,KGShop,yulya,2025-03-14 13:51:23.887000,KGShop
23462,320.052,100,000791,*,1091,yulya,2025-03-14 13:49:49.727000,KGShop,yulya,2025-03-14 13:51:24.653000,KGShop
23463,320.054,100,000791,*,1092,yulya,2025-03-14 13:49:49.753000,KGShop,yulya,2025-03-14 13:51:25.440000,KGShop
23464,320.059,100,000791,*,1093,yulya,2025-03-14 13:49:49.783000,KGShop,yulya,2025-03-14 13:51:26.140000,KGShop
23465,320.095,100,000791,*,1094,yulya,2025-03-14 13:49:49.810000,KGShop,yulya,2025-03-14 13:51:26.847000,KGShop
23466,320.129,100,000791,*,1095,yulya,2025-03-14 13:49:49.850000,KGShop,yulya,2025-03-14 13:51:27.890000,KGShop
23467,320.144,100,000791,*,1096,yulya,2025-03-14 13:49:49.877000,KGShop,yulya,2025-03-14 13:51:29.300000,KGShop
23468,320.190,100,000791,*,1097,yulya,2025-03-14 13:49:49.903000,KGShop,yulya,2025-03-14 13:51:30.047000,KGShop
23469,320.219,100,000791,*,1098,yulya,2025-03-14 13:49:49.943000,KGShop,yulya,2025-03-14 13:51:30.780000,KGShop
23470,320.257,100,000791,*,1099,yulya,2025-03-14 13:49:49.970000,KGShop,yulya,2025-03-14 13:51:31.490000,KGShop
23471,320.267,100,000791,*,1100,yulya,2025-03-14 13:49:49.997000,KGShop,yulya,2025-03-14 13:51:32.200000,KGShop
23472,320.025,100,000792,*,1101,yulya,2025-03-14 14:33:36.753000,KGShop,yulya,2025-03-14 14:36:19.287000,KGShop
23473,320.077,100,000792,*,1102,yulya,2025-03-14 14:33:36.820000,KGShop,yulya,2025-03-14 14:36:20.253000,KGShop
23474,320.190,100,000792,*,1103,yulya,2025-03-14 14:33:36.910000,KGShop,yulya,2025-03-14 14:36:21.020000,KGShop
23475,320.262,100,000792,*,1104,yulya,2025-03-14 14:33:36.933000,KGShop,yulya,2025-03-14 14:36:21.770000,KGShop
23476,320.268,100,000792,*,1105,yulya,2025-03-14 14:33:36.960000,KGShop,yulya,2025-03-14 14:36:22.550000,KGShop
23477,320.275,100,000792,*,1106,yulya,2025-03-14 14:33:36.987000,KGShop,yulya,2025-03-14 14:36:22.693000,KGShop
23478,320.020,100,000793,*,1107,yulya,2025-03-14 14:35:10.973000,KGShop,yulya,2025-03-14 14:36:23.557000,KGShop
23479,320.020,100,000794,*,1108,yulya,2025-03-14 14:37:46.093000,KGShop,yulya,2025-03-14 14:41:19.130000,KGShop
23480,320.077,100,000794,*,1109,yulya,2025-03-14 14:37:46.127000,KGShop,yulya,2025-03-14 14:41:19.913000,KGShop
23481,320.190,100,000794,*,1110,yulya,2025-03-14 14:37:46.173000,KGShop,yulya,2025-03-14 14:41:20.633000,KGShop
23483,320.275,100,000792,*,1111,yulya,2025-03-14 17:14:17.730000,KGShop,yulya,2025-03-14 17:16:19.093000,KGShop
23487,320.004,100,000794,*,1112,yulya,2025-03-17 10:10:31.363000,KGShop,yulya,2025-03-17 10:13:58.423000,KGShop
23490,320.131,100,000800,*,1113,yulya,2025-03-17 12:01:08.077000,KGShop,yulya,2025-03-17 12:03:58.170000,KGShop
23491,320.190,100,000800,*,1114,yulya,2025-03-17 12:01:08.097000,KGShop,yulya,2025-03-17 12:03:59.113000,KGShop
23492,320.278,100,000800,*,1115,yulya,2025-03-17 12:01:08.130000,KGShop,yulya,2025-03-17 12:03:59.913000,KGShop
23493,320.279,100,000800,*,1116,yulya,2025-03-17 12:01:08.170000,KGShop,yulya,2025-03-17 12:04:00.697000,KGShop
23494,320.011,100,000799,*,1117,yulya,2025-03-17 12:03:23.003000,KGShop,yulya,2025-03-17 12:04:01.493000,KGShop
23495,320.072,100,000799,*,1118,yulya,2025-03-17 12:03:23.027000,KGShop,yulya,2025-03-17 12:04:02.353000,KGShop
23496,320.108,100,000799,*,1119,yulya,2025-03-17 12:03:23.077000,KGShop,yulya,2025-03-17 12:04:03.190000,KGShop
23497,320.163,100,000799,*,1120,yulya,2025-03-17 12:03:23.100000,KGShop,yulya,2025-03-17 12:04:03.963000,KGShop
23498,320.219,100,000799,*,1121,yulya,2025-03-17 12:03:23.133000,KGShop,yulya,2025-03-17 12:04:04.817000,KGShop
23499,320.029,100,000798,*,1122,yulya,2025-03-17 13:19:25.880000,KGShop,yulya,2025-03-17 13:24:44.300000,KGShop
23500,320.219,100,000798,*,1123,yulya,2025-03-17 13:19:25.913000,KGShop,yulya,2025-03-17 13:24:45.090000,KGShop
23501,320.250,100,000798,*,1124,yulya,2025-03-17 13:19:25.930000,KGShop,yulya,2025-03-17 13:24:45.840000,KGShop
23502,320.260,100,000798,*,1125,yulya,2025-03-17 13:19:25.950000,KGShop,yulya,2025-03-17 13:24:46.627000,KGShop
23503,320.072,100,000797,*,1126,yulya,2025-03-17 13:20:23.640000,KGShop,yulya,2025-03-17 13:24:47.490000,KGShop
23504,320.163,100,000795,*,1127,yulya,2025-03-17 13:21:30.840000,KGShop,yulya,2025-03-17 13:24:48.257000,KGShop
23505,320.020,100,000796,*,1128,yulya,2025-03-17 13:28:03.470000,KGShop,yulya,2025-03-17 13:28:57.947000,KGShop
23506,320.054,100,000796,*,1129,yulya,2025-03-17 13:28:03.510000,KGShop,yulya,2025-03-17 13:28:58.743000,KGShop
23507,320.063,100,000796,*,1130,yulya,2025-03-17 13:28:03.543000,KGShop,yulya,2025-03-17 13:28:59.653000,KGShop
23508,320.072,100,000796,*,1131,yulya,2025-03-17 13:28:03.570000,KGShop,yulya,2025-03-17 13:29:00.633000,KGShop
23509,320.077,100,000796,*,1132,yulya,2025-03-17 13:28:03.587000,KGShop,yulya,2025-03-17 13:29:01.530000,KGShop
23510,320.129,100,000796,*,1133,yulya,2025-03-17 13:28:03.680000,KGShop,yulya,2025-03-17 13:29:02.533000,KGShop
23511,320.163,100,000796,*,1134,yulya,2025-03-17 13:28:03.700000,KGShop,yulya,2025-03-17 13:29:03.317000,KGShop
23512,320.176,100,000796,*,1135,yulya,2025-03-17 13:28:03.717000,KGShop,yulya,2025-03-17 13:29:04.210000,KGShop
23513,320.250,100,000796,*,1136,yulya,2025-03-17 13:28:03.773000,KGShop,yulya,2025-03-17 13:29:05.063000,KGShop
23514,320.256,100,000796,*,1137,yulya,2025-03-17 13:28:03.797000,KGShop,yulya,2025-03-17 13:29:05.850000,KGShop
23515,320.260,100,000796,*,1138,yulya,2025-03-17 13:28:03.823000,KGShop,yulya,2025-03-17 13:29:06.610000,KGShop
23516,320.278,100,000800,*,1139,yulya,2025-03-17 13:39:44.530000,KGShop,yulya,2025-03-17 13:43:57.930000,KGShop
23518,320.020,100,000801,*,1140,yulya,2025-03-17 13:42:57.267000,KGShop,yulya,2025-03-17 13:43:58.730000,KGShop
23519,320.278,100,000800,*,1141,yulya,2025-03-17 13:43:38.313000,KGShop,yulya,2025-03-17 13:43:59.693000,KGShop
23521,320.004,100,000783,*,1142,yulya,2025-03-17 13:46:15.283000,KGShop,yulya,2025-03-17 13:48:58.033000,KGShop
23522,320.059,100,000783,*,1143,yulya,2025-03-17 13:46:15.323000,KGShop,yulya,2025-03-17 13:48:58.830000,KGShop
23523,320.074,100,000783,*,1144,yulya,2025-03-17 13:46:15.350000,KGShop,yulya,2025-03-17 13:48:59.557000,KGShop
23524,320.077,100,000783,*,1145,yulya,2025-03-17 13:46:15.377000,KGShop,yulya,2025-03-17 13:49:00.417000,KGShop
23525,320.134,100,000783,*,1146,yulya,2025-03-17 13:46:15.423000,KGShop,yulya,2025-03-17 13:49:01.150000,KGShop
23526,320.176,100,000783,*,1147,yulya,2025-03-17 13:46:15.470000,KGShop,yulya,2025-03-17 13:49:02.023000,KGShop
23527,320.190,100,000783,*,1148,yulya,2025-03-17 13:46:15.497000,KGShop,yulya,2025-03-17 13:49:02.910000,KGShop
23528,320.262,100,000783,*,1149,yulya,2025-03-17 13:46:15.570000,KGShop,yulya,2025-03-17 13:49:03.607000,KGShop
23529,320.263,100,000783,*,1150,yulya,2025-03-17 13:46:15.623000,KGShop,yulya,2025-03-17 13:49:04.423000,KGShop
23530,320.020,100,000802,*,1151,yulya,2025-03-17 13:48:13.223000,KGShop,yulya,2025-03-17 13:49:05.343000,KGShop
23536,320.020,100,000803,*,1152,yulya,2025-03-18 17:39:26.973000,KGShop,yulya,2025-03-18 17:43:55.657000,KGShop
23537,320.054,100,000803,*,1153,yulya,2025-03-18 17:39:27.003000,KGShop,yulya,2025-03-18 17:43:56.567000,KGShop
23538,320.059,100,000803,*,1154,yulya,2025-03-18 17:39:27.050000,KGShop,yulya,2025-03-18 17:43:57.387000,KGShop
23539,320.077,100,000803,*,1155,yulya,2025-03-18 17:39:27.113000,KGShop,yulya,2025-03-18 17:43:58.260000,KGShop
23540,320.099,100,000803,*,1156,yulya,2025-03-18 17:39:27.157000,KGShop,yulya,2025-03-18 17:43:59.310000,KGShop
23541,320.080,100,000805,*,1157,yulya,2025-03-18 17:40:34.020000,KGShop,yulya,2025-03-18 17:44:00.090000,KGShop
23545,320.052,100,000808,*,1158,yulya,2025-03-19 10:24:03.347000,KGShop,yulya,2025-03-19 10:25:59.130000,KGShop
23546,320.190,100,000808,*,1159,yulya,2025-03-19 10:24:03.380000,KGShop,yulya,2025-03-19 10:26:00.113000,KGShop
23547,320.144,100,000804,*,1160,yulya,2025-03-19 11:56:56.713000,KGShop,yulya,2025-03-19 12:01:20.397000,KGShop
23549,320.031,100,000809,*,1161,yulya,2025-03-19 12:59:59.757000,KGShop,yulya,2025-03-19 13:00:58.810000,KGShop
23550,320.033,100,000809,*,1162,yulya,2025-03-19 12:59:59.783000,KGShop,yulya,2025-03-19 13:00:59.713000,KGShop
23551,320.072,100,000809,*,1163,yulya,2025-03-19 12:59:59.810000,KGShop,yulya,2025-03-19 13:01:00.877000,KGShop
23552,320.074,100,000809,*,1164,yulya,2025-03-19 12:59:59.837000,KGShop,yulya,2025-03-19 13:01:01.973000,KGShop
23553,320.077,100,000809,*,1165,yulya,2025-03-19 12:59:59.880000,KGShop,yulya,2025-03-19 13:01:02.817000,KGShop
23554,320.108,100,000809,*,1166,yulya,2025-03-19 12:59:59.907000,KGShop,yulya,2025-03-19 13:01:03.673000,KGShop
23555,320.163,100,000809,*,1167,yulya,2025-03-19 12:59:59.970000,KGShop,yulya,2025-03-19 13:01:04.510000,KGShop
23556,320.190,100,000809,*,1168,yulya,2025-03-19 12:59:59.997000,KGShop,yulya,2025-03-19 13:01:05.460000,KGShop
23557,320.263,100,000809,*,1169,yulya,2025-03-19 13:00:00.053000,KGShop,yulya,2025-03-19 13:01:06.330000,KGShop
23563,320.011,100,000811,*,1170,yulya,2025-03-20 12:02:36.170000,KGShop,yulya,2025-03-20 12:03:45.190000,KGShop
23564,320.023,100,000815,*,1171,yulya,2025-03-20 12:28:27.073000,KGShop,yulya,2025-03-20 12:28:41.177000,KGShop
23565,320.020,100,000814,*,1172,yulya,2025-03-20 12:29:10.713000,KGShop,yulya,2025-03-20 12:33:41.220000,KGShop
23566,320.144,100,000812,*,1173,yulya,2025-03-20 12:29:56.820000,KGShop,yulya,2025-03-20 12:33:42.140000,KGShop
23567,320.144,100,000810,*,1174,yulya,2025-03-20 12:32:28.640000,KGShop,yulya,2025-03-20 12:33:43.067000,KGShop
23568,320.072,100,000806,*,1175,yulya,2025-03-20 12:34:06.840000,KGShop,yulya,2025-03-20 12:38:41.300000,KGShop
23573,320.020,100,000807,*,1176,yulya,2025-03-24 11:53:00.570000,KGShop,yulya,2025-03-24 11:55:40.897000,KGShop
23574,320.054,100,000807,*,1177,yulya,2025-03-24 11:53:00.607000,KGShop,yulya,2025-03-24 11:55:41.710000,KGShop
23575,320.108,100,000807,*,1178,yulya,2025-03-24 11:53:00.637000,KGShop,yulya,2025-03-24 11:55:42.550000,KGShop
23576,320.127,100,000807,*,1179,yulya,2025-03-24 11:53:00.660000,KGShop,yulya,2025-03-24 11:55:43.480000,KGShop
23577,320.129,100,000807,*,1180,yulya,2025-03-24 11:53:00.703000,KGShop,yulya,2025-03-24 11:55:44.383000,KGShop
23578,320.190,100,000807,*,1181,yulya,2025-03-24 11:53:00.730000,KGShop,yulya,2025-03-24 11:55:45.310000,KGShop
23579,320.219,100,000807,*,1182,yulya,2025-03-24 11:53:00.783000,KGShop,yulya,2025-03-24 11:55:46.090000,KGShop
23580,320.263,100,000807,*,1183,yulya,2025-03-24 11:53:00.810000,KGShop,yulya,2025-03-24 11:55:47.007000,KGShop
23581,320.054,100,000817,*,1184,yulya,2025-03-24 11:54:34.857000,KGShop,yulya,2025-03-24 11:55:47.763000,KGShop
23582,320.277,100,000817,*,1185,yulya,2025-03-24 11:54:34.880000,KGShop,yulya,2025-03-24 11:55:48.477000,KGShop
23583,320.004,100,000818,*,1186,yulya,2025-03-24 11:58:42.840000,KGShop,yulya,2025-03-24 12:00:45.673000,KGShop
23584,320.020,100,000818,*,1187,yulya,2025-03-24 11:58:42.873000,KGShop,yulya,2025-03-24 12:00:51.483000,KGShop
23585,320.054,100,000818,*,1188,yulya,2025-03-24 11:58:42.900000,KGShop,yulya,2025-03-24 12:00:52.360000,KGShop
23586,320.080,100,000818,*,1189,yulya,2025-03-24 11:58:42.953000,KGShop,yulya,2025-03-24 12:00:53.140000,KGShop
23587,320.101,100,000818,*,1190,yulya,2025-03-24 11:58:43.043000,KGShop,yulya,2025-03-24 12:00:54.203000,KGShop
23588,320.129,100,000818,*,1191,yulya,2025-03-24 11:58:43.087000,KGShop,yulya,2025-03-24 12:00:55.310000,KGShop
23589,320.190,100,000818,*,1192,yulya,2025-03-24 11:58:43.153000,KGShop,yulya,2025-03-24 12:00:56.200000,KGShop
23590,320.207,100,000818,*,1193,yulya,2025-03-24 11:58:43.180000,KGShop,yulya,2025-03-24 12:00:57.080000,KGShop
23591,320.213,100,000818,*,1194,yulya,2025-03-24 11:58:43.203000,KGShop,yulya,2025-03-24 12:00:57.990000,KGShop
23592,320.229,100,000818,*,1195,yulya,2025-03-24 11:58:43.273000,KGShop,yulya,2025-03-24 12:00:58.877000,KGShop
23593,320.250,100,000818,*,1196,yulya,2025-03-24 11:58:43.343000,KGShop,yulya,2025-03-24 12:00:59.687000,KGShop
23594,320.272,100,000818,*,1197,yulya,2025-03-24 11:58:43.390000,KGShop,yulya,2025-03-24 12:01:00.637000,KGShop
23595,320.277,100,000818,*,1198,yulya,2025-03-24 11:58:43.420000,KGShop,yulya,2025-03-24 12:01:01.603000,KGShop
23596,320.279,100,000818,*,1199,yulya,2025-03-24 11:58:43.460000,KGShop,yulya,2025-03-24 12:01:02.533000,KGShop
23597,320.033,100,000819,*,1200,yulya,2025-03-24 11:59:34.877000,KGShop,yulya,2025-03-24 12:01:03.467000,KGShop
23598,320.054,100,000819,*,1201,yulya,2025-03-24 11:59:34.907000,KGShop,yulya,2025-03-24 12:01:04.617000,KGShop
23605,320.144,100,000825,*,1202,yulya,2025-03-25 14:54:27.770000,KGShop,yulya,2025-03-25 14:57:16.760000,KGShop
23606,320.006,100,000820,*,1203,yulya,2025-03-25 14:59:15.867000,KGShop,yulya,2025-03-25 15:02:17.230000,KGShop
23607,320.017,100,000822,*,1204,yulya,2025-03-25 15:03:20.940000,KGShop,yulya,2025-03-25 15:07:16.800000,KGShop
23608,320.054,100,000822,*,1205,yulya,2025-03-25 15:03:20.970000,KGShop,yulya,2025-03-25 15:07:17.750000,KGShop
23609,320.119,100,000822,*,1206,yulya,2025-03-25 15:03:21.013000,KGShop,yulya,2025-03-25 15:07:18.630000,KGShop
23610,320.161,100,000822,*,1207,yulya,2025-03-25 15:03:21.040000,KGShop,yulya,2025-03-25 15:07:19.590000,KGShop
23611,320.163,100,000822,*,1208,yulya,2025-03-25 15:03:21.070000,KGShop,yulya,2025-03-25 15:07:20.523000,KGShop
23612,320.277,100,000823,*,1209,yulya,2025-03-25 15:04:23.283000,KGShop,yulya,2025-03-25 15:07:21.380000,KGShop
23613,320.257,100,000791,*,1210,yulya,2025-03-25 15:11:31.980000,KGShop,yulya,2025-03-25 15:12:16.480000,KGShop
23614,320.257,100,000790,*,1211,yulya,2025-03-25 15:12:06,KGShop,yulya,2025-03-25 15:12:17.507000,KGShop
23617,320.043,100,000826,*,1212,yulya,2025-03-26 11:36:32.223000,KGShop,yulya,2025-03-26 11:38:44.257000,KGShop
23618,320.072,100,000826,*,1213,yulya,2025-03-26 11:36:32.253000,KGShop,yulya,2025-03-26 11:38:45.060000,KGShop
23619,320.257,100,000827,*,1214,yulya,2025-03-26 11:37:17.917000,KGShop,yulya,2025-03-26 11:38:45.867000,KGShop
23621,320.144,100,000827,*,1215,yulya,2025-03-26 15:09:32.070000,KGShop,yulya,2025-03-26 15:13:32.577000,KGShop
23623,320.054,100,000829,*,1216,yulya,2025-03-27 14:45:24.600000,KGShop,yulya,2025-03-27 14:48:29.767000,KGShop
23624,320.059,100,000829,*,1217,yulya,2025-03-27 14:45:24.650000,KGShop,yulya,2025-03-27 14:48:30.503000,KGShop
23625,320.108,100,000829,*,1218,yulya,2025-03-27 14:45:24.677000,KGShop,yulya,2025-03-27 14:48:31.227000,KGShop
23626,320.190,100,000829,*,1219,yulya,2025-03-27 14:45:24.703000,KGShop,yulya,2025-03-27 14:48:31.907000,KGShop
23627,320.261,100,000829,*,1220,yulya,2025-03-27 14:45:24.730000,KGShop,yulya,2025-03-27 14:48:32.660000,KGShop
23628,320.263,100,000829,*,1221,yulya,2025-03-27 14:45:24.757000,KGShop,yulya,2025-03-27 14:48:33.390000,KGShop
23629,320.277,100,000829,*,1222,yulya,2025-03-27 14:45:24.783000,KGShop,yulya,2025-03-27 14:48:34.160000,KGShop
23631,320.219,100,000828,*,1223,yulya,2025-03-27 18:07:43.680000,KGShop,yulya,2025-03-27 18:08:28.023000,KGShop
23647,320.033,100,000819,*,1224,yulya,2025-04-07 11:30:52.483000,KGShop,yulya,2025-04-07 11:34:23.947000,KGShop
23648,320.277,100,000823,*,1225,yulya,2025-04-07 11:35:02.840000,KGShop,yulya,2025-04-07 11:39:23.923000,KGShop
23652,320.020,100,000830,*,1226,yulya,2025-04-07 14:59:07.780000,KGShop,yulya,2025-04-07 14:59:23.557000,KGShop
23653,320.054,100,000831,*,1227,yulya,2025-04-07 15:01:39.203000,KGShop,yulya,2025-04-07 15:04:23.550000,KGShop
23654,320.059,100,000831,*,1228,yulya,2025-04-07 15:01:39.270000,KGShop,yulya,2025-04-07 15:04:24.600000,KGShop
23655,320.077,100,000831,*,1229,yulya,2025-04-07 15:01:39.340000,KGShop,yulya,2025-04-07 15:04:25.700000,KGShop
23656,320.163,100,000831,*,1230,yulya,2025-04-07 15:01:39.390000,KGShop,yulya,2025-04-07 15:04:26.653000,KGShop
23657,320.176,100,000831,*,1231,yulya,2025-04-07 15:01:39.420000,KGShop,yulya,2025-04-07 15:04:27.640000,KGShop
23658,320.190,100,000831,*,1232,yulya,2025-04-07 15:01:39.473000,KGShop,yulya,2025-04-07 15:04:28.580000,KGShop
23659,320.229,100,000831,*,1233,yulya,2025-04-07 15:01:39.517000,KGShop,yulya,2025-04-07 15:04:29.780000,KGShop
23660,320.263,100,000831,*,1234,yulya,2025-04-07 15:01:39.543000,KGShop,yulya,2025-04-07 15:04:30.750000,KGShop
23661,320.267,100,000831,*,1235,yulya,2025-04-07 15:01:39.570000,KGShop,yulya,2025-04-07 15:04:31.690000,KGShop
23662,320.268,100,000831,*,1236,yulya,2025-04-07 15:01:39.597000,KGShop,yulya,2025-04-07 15:04:32.570000,KGShop
23663,320.077,100,000832,*,1237,yulya,2025-04-07 15:05:47.940000,KGShop,yulya,2025-04-07 15:09:23.570000,KGShop
23664,320.129,100,000832,*,1238,yulya,2025-04-07 15:05:48.007000,KGShop,yulya,2025-04-07 15:09:24.840000,KGShop
23665,320.155,100,000832,*,1239,yulya,2025-04-07 15:05:48.083000,KGShop,yulya,2025-04-07 15:09:25.890000,KGShop
23666,320.176,100,000832,*,1240,yulya,2025-04-07 15:05:48.113000,KGShop,yulya,2025-04-07 15:09:26.867000,KGShop
23667,320.250,100,000832,*,1241,yulya,2025-04-07 15:05:48.143000,KGShop,yulya,2025-04-07 15:09:28.117000,KGShop
23668,320.263,100,000832,*,1242,yulya,2025-04-07 15:05:48.173000,KGShop,yulya,2025-04-07 15:09:29.200000,KGShop
23669,320.279,100,000832,*,1243,yulya,2025-04-07 15:05:48.237000,KGShop,yulya,2025-04-07 15:09:30.240000,KGShop
23670,320.144,100,000833,*,1244,yulya,2025-04-07 15:06:53.233000,KGShop,yulya,2025-04-07 15:09:31.400000,KGShop
23671,320.023,100,000834,*,1245,yulya,2025-04-07 15:08:38.757000,KGShop,yulya,2025-04-07 15:09:32.383000,KGShop
23672,320.108,100,000834,*,1246,yulya,2025-04-07 15:08:38.783000,KGShop,yulya,2025-04-07 15:09:33.247000,KGShop
23673,320.161,100,000834,*,1247,yulya,2025-04-07 15:08:38.810000,KGShop,yulya,2025-04-07 15:09:34.190000,KGShop
23674,320.254,100,000834,*,1248,yulya,2025-04-07 15:08:38.833000,KGShop,yulya,2025-04-07 15:09:35.040000,KGShop
23675,320.023,100,000835,*,1249,yulya,2025-04-07 15:11:12.840000,KGShop,yulya,2025-04-07 15:14:23.400000,KGShop
23676,320.054,100,000835,*,1250,yulya,2025-04-07 15:11:12.863000,KGShop,yulya,2025-04-07 15:14:24.400000,KGShop
23677,320.063,100,000835,*,1251,yulya,2025-04-07 15:11:12.890000,KGShop,yulya,2025-04-07 15:14:25.170000,KGShop
23678,320.080,100,000835,*,1252,yulya,2025-04-07 15:11:12.917000,KGShop,yulya,2025-04-07 15:14:25.903000,KGShop
23679,320.101,100,000835,*,1253,yulya,2025-04-07 15:11:12.940000,KGShop,yulya,2025-04-07 15:14:26.660000,KGShop
23680,320.129,100,000835,*,1254,yulya,2025-04-07 15:11:12.983000,KGShop,yulya,2025-04-07 15:14:27.410000,KGShop
23681,320.131,100,000835,*,1255,yulya,2025-04-07 15:11:13.010000,KGShop,yulya,2025-04-07 15:14:28.227000,KGShop
23682,320.213,100,000835,*,1256,yulya,2025-04-07 15:11:13.037000,KGShop,yulya,2025-04-07 15:14:28.993000,KGShop
23683,320.219,100,000835,*,1257,yulya,2025-04-07 15:11:13.083000,KGShop,yulya,2025-04-07 15:14:29.807000,KGShop
23684,320.250,100,000835,*,1258,yulya,2025-04-07 15:11:13.113000,KGShop,yulya,2025-04-07 15:14:30.607000,KGShop
23685,320.277,100,000835,*,1259,yulya,2025-04-07 15:11:13.140000,KGShop,yulya,2025-04-07 15:14:31.390000,KGShop
23686,320.278,100,000835,*,1260,yulya,2025-04-07 15:11:13.167000,KGShop,yulya,2025-04-07 15:14:32.343000,KGShop
23687,320.017,100,000836,*,1261,yulya,2025-04-07 15:13:35.073000,KGShop,yulya,2025-04-07 15:14:33.397000,KGShop
