FisNo,Fisinx,cbpg,tanim,ParaCinsi,EvrakNo,Tutar,Banka,Sube,Vade,MuhKod,KurFarkiMuhKod,MM,KurFarkiMM,StpjOran,KDVOran,StpjMuhKod,KDVMuhKod,locked,Tanim2,KurFarkiDvz,BABSCODE,ExtraField1,ExtraField2,ExtraField3,TevKod,TevOran,TevMuhKod,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
345,959,120.023,,US,,2200.0000000000,,,,,,,,,,,,,,,,,,,,,,959,345,yulya,2025-04-07 16:35:23.097000,KGShop,,,
345,960,120.123,,US,,640.0000000000,,,,,,,,,,,,,,,,,,,,,,960,345,yulya,2025-04-07 17:41:15.400000,KGShop,,,
347,961,120.110,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,961,347,yulya,2025-04-08 11:36:36.273000,KGShop,,,
347,962,120.070,,US,,2340.0000000000,,,,,,,,,,,,,,,,,,,,,,962,347,yulya,2025-04-08 12:47:56.880000,KGShop,,,
347,963,120.023,,US,,654.0000000000,,,,,,,,,,,,,,,,,,,,,,963,347,yulya,2025-04-08 13:25:50.340000,KGShop,,,
347,964,120.093,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,964,347,yulya,2025-04-08 13:49:23.567000,KGShop,,,
348,965,120.112,,US,,6260.0000000000,,,,,,,,,,,,,,,,,,,,,,965,348,yulya,2025-04-09 10:17:01.350000,KGShop,,,
348,966,120.152,,US,,1170.0000000000,,,,,,,,,,,,,,,,,,,,,,966,348,yulya,2025-04-09 10:17:01.400000,KGShop,,,
349,967,120.152,İSKONTO,US,,4.0000000000,,,,,,,,,,,,,,,,,,,,,,967,349,yulya,2025-04-09 10:17:49.610000,KGShop,,,
349,968,120.112,İSKONTO,US,,52.0000000000,,,,,,,,,,,,,,,,,,,,,,968,349,yulya,2025-04-09 10:17:49.613000,KGShop,yulya,2025-04-09 10:18:31.997000,KGShop
348,969,120.123,,US,,1400.0000000000,,,,,,,,,,,,,,,,,,,,,,969,348,yulya,2025-04-09 13:11:04.270000,KGShop,,,
348,970,120.117,,US,,1496.0000000000,,,,,,,,,,,,,,,,,,,,,,970,348,yulya,2025-04-09 18:05:47.610000,KGShop,,,
348,971,120.135,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,971,348,yulya,2025-04-09 18:05:47.613000,KGShop,,,
350,972,320.072,6 ÇİFT BOT* 27,US,,162.0000000000,,,,,,,,,,,,,,,,,,,,,,972,350,yulya,2025-04-10 12:49:18.843000,KGShop,,,
351,973,320.219,44350 KALİTE 16 ÇİFT İADE *25,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,973,351,yulya,2025-04-10 14:52:59.903000,KGShop,,,
352,974,120.039,44350 KALİTE 16 ÇİFT İADE,US,,448.0000000000,,,,,,,,,,,,,,,,,,,,,,974,352,yulya,2025-04-10 14:55:15.703000,KGShop,,,
353,975,120.049,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,975,353,yulya,2025-04-10 16:02:31.570000,KGShop,,,
354,976,320.020,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,976,354,yulya,2025-04-11 18:48:06.803000,KGShop,,,
354,977,320.023,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,977,354,yulya,2025-04-11 18:48:06.857000,KGShop,,,
354,978,320.025,,US,,350.0000000000,,,,,,,,,,,,,,,,,,,,,,978,354,yulya,2025-04-11 18:48:06.860000,KGShop,,,
354,979,320.031,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,979,354,yulya,2025-04-11 18:48:06.860000,KGShop,,,
354,980,320.052,,US,,650.0000000000,,,,,,,,,,,,,,,,,,,,,,980,354,yulya,2025-04-11 18:48:06.863000,KGShop,,,
354,981,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,981,354,yulya,2025-04-11 18:48:06.867000,KGShop,,,
354,982,320.077,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,982,354,yulya,2025-04-11 18:48:06.867000,KGShop,,,
354,983,320.080,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,983,354,yulya,2025-04-11 18:48:06.870000,KGShop,,,
354,984,320.129,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,984,354,yulya,2025-04-11 18:48:06.873000,KGShop,,,
354,985,320.131,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,985,354,yulya,2025-04-11 18:48:06.873000,KGShop,,,
354,986,320.133,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,986,354,yulya,2025-04-11 18:48:06.877000,KGShop,,,
354,987,320.144,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,987,354,yulya,2025-04-11 18:48:06.880000,KGShop,,,
354,988,320.190,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,988,354,yulya,2025-04-11 18:48:06.880000,KGShop,,,
354,989,320.195,,US,,155.0000000000,,,,,,,,,,,,,,,,,,,,,,989,354,yulya,2025-04-11 18:48:06.883000,KGShop,,,
354,990,320.212,,US,,216.0000000000,,,,,,,,,,,,,,,,,,,,,,990,354,yulya,2025-04-11 18:48:06.887000,KGShop,,,
354,991,320.262,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,991,354,yulya,2025-04-11 18:48:06.887000,KGShop,,,
353,992,120.201,,US,,210.0000000000,,,,,,,,,,,,,,,,,,,,,,992,353,yulya,2025-04-14 10:23:59.340000,KGShop,,,
355,993,320.031,1 ÇİFT İADE 113-03,US,,25.0000000000,,,,,,,,,,,,,,,,,,,,,,993,355,yulya,2025-04-14 11:33:13.707000,KGShop,yulya,2025-04-14 11:37:41.427000,KGShop
356,994,120.061,1 ÇİFT İADE 113-03,US,,28.0000000000,,,,,,,,,,,,,,,,,,,,,,994,356,yulya,2025-04-14 11:54:47.263000,KGShop,,,
354,995,320.229,"14,04,2025",US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,995,354,yulya,2025-04-14 13:14:06.900000,KGShop,,,
357,996,120.140,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,996,357,yulya,2025-04-14 17:14:22.977000,KGShop,,,
358,997,120.023,,US,,560.0000000000,,,,,,,,,,,,,,,,,,,,,,997,358,yulya,2025-04-17 14:13:35.760000,KGShop,,,
359,998,120.039,,US,,517.0000000000,,,,,,,,,,,,,,,,,,,,,,998,359,yulya,2025-04-17 16:01:14.230000,KGShop,,,
360,999,120.094,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,999,360,yulya,2025-04-17 16:21:46.503000,KGShop,,,
360,1000,120.189,,US,,2900.0000000000,,,,,,,,,,,,,,,,,,,,,,1000,360,yulya,2025-04-17 16:23:05.080000,KGShop,,,
360,1001,120.099,,US,,1634.0000000000,,,,,,,,,,,,,,,,,,,,,,1001,360,yulya,2025-04-17 16:23:05.087000,KGShop,,,
360,1002,120.103,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,1002,360,yulya,2025-04-17 16:23:20.123000,KGShop,,,
361,1003,120.057,FYAT FARKI,US,,72.0000000000,,,,,,,,,,,,,,,,,,,,,,1003,361,yulya,2025-04-17 16:53:53.690000,KGShop,,,
362,1004,320.259,fiyat farkı sıkıntı ürün  8 çift*5,US,,40.0000000000,,,,,,,,,,,,,,,,,,,,,,1004,362,yulya,2025-04-17 17:13:03.630000,KGShop,,,
362,1005,320.006,fiyat farkı sıkıntı ürün 8 çift*4,US,,32.0000000000,,,,,,,,,,,,,,,,,,,,,,1005,362,yulya,2025-04-17 17:13:03.640000,KGShop,,,
360,1006,120.123,,US,,179.0000000000,,,,,,,,,,,,,,,,,,,,,,1006,360,yulya,2025-04-17 17:31:00.670000,KGShop,,,
363,1007,320.009,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1007,363,yulya,2025-04-18 16:36:39.283000,KGShop,,,
363,1008,320.020,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1008,363,yulya,2025-04-18 16:36:39.293000,KGShop,,,
363,1009,320.023,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1009,363,yulya,2025-04-18 16:36:39.297000,KGShop,,,
363,1010,320.029,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1010,363,yulya,2025-04-18 16:36:39.300000,KGShop,,,
363,1011,320.031,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1011,363,yulya,2025-04-18 16:36:39.307000,KGShop,,,
363,1012,320.043,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1012,363,yulya,2025-04-18 16:36:39.310000,KGShop,,,
363,1013,320.052,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1013,363,yulya,2025-04-18 16:36:39.310000,KGShop,,,
363,1014,320.054,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1014,363,yulya,2025-04-18 16:36:39.313000,KGShop,,,
363,1015,320.059,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1015,363,yulya,2025-04-18 16:36:39.317000,KGShop,,,
363,1016,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1016,363,yulya,2025-04-18 16:36:39.317000,KGShop,,,
363,1017,320.074,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,1017,363,yulya,2025-04-18 16:36:39.320000,KGShop,,,
363,1018,320.077,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,1018,363,yulya,2025-04-18 16:36:39.320000,KGShop,,,
363,1019,320.080,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1019,363,yulya,2025-04-18 16:36:39.323000,KGShop,,,
363,1020,320.092,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1020,363,yulya,2025-04-18 16:36:39.327000,KGShop,,,
363,1021,320.095,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1021,363,yulya,2025-04-18 16:36:39.327000,KGShop,,,
363,1022,320.099,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,1022,363,yulya,2025-04-18 16:36:39.330000,KGShop,,,
363,1023,320.108,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,1023,363,yulya,2025-04-18 16:36:39.330000,KGShop,,,
363,1024,320.129,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1024,363,yulya,2025-04-18 16:36:39.333000,KGShop,,,
363,1025,320.134,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1025,363,yulya,2025-04-18 16:36:39.337000,KGShop,,,
363,1026,320.161,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1026,363,yulya,2025-04-18 16:36:39.337000,KGShop,,,
363,1027,320.163,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1027,363,yulya,2025-04-18 16:36:39.340000,KGShop,,,
363,1028,320.176,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1028,363,yulya,2025-04-18 16:36:39.340000,KGShop,,,
363,1029,320.190,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1029,363,yulya,2025-04-18 16:36:39.343000,KGShop,,,
363,1030,320.195,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1030,363,yulya,2025-04-18 16:36:39.347000,KGShop,,,
363,1031,320.207,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1031,363,yulya,2025-04-18 16:36:39.347000,KGShop,,,
363,1032,320.219,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,1032,363,yulya,2025-04-18 16:36:39.350000,KGShop,,,
363,1033,320.229,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1033,363,yulya,2025-04-18 16:36:39.350000,KGShop,,,
363,1034,320.250,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1034,363,yulya,2025-04-18 16:36:39.353000,KGShop,,,
363,1035,320.256,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1035,363,yulya,2025-04-18 16:36:39.357000,KGShop,,,
363,1036,320.260,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1036,363,yulya,2025-04-18 16:36:39.357000,KGShop,yulya,2025-05-15 10:12:20.607000,KGShop
363,1037,320.262,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1037,363,yulya,2025-04-18 16:36:39.360000,KGShop,,,
363,1038,320.263,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1038,363,yulya,2025-04-18 16:36:39.360000,KGShop,,,
363,1039,320.268,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1039,363,yulya,2025-04-18 16:36:39.363000,KGShop,,,
363,1040,320.272,,US,,160.0000000000,,,,,,,,,,,,,,,,,,,,,,1040,363,yulya,2025-04-18 16:36:39.367000,KGShop,,,
363,1041,320.278,,US,,160.0000000000,,,,,,,,,,,,,,,,,,,,,,1041,363,yulya,2025-04-18 16:36:39.367000,KGShop,,,
363,1042,320.279,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1042,363,yulya,2025-04-18 16:36:39.370000,KGShop,,,
363,1043,320.282,,US,,640.0000000000,,,,,,,,,,,,,,,,,,,,,,1043,363,yulya,2025-04-18 16:36:39.370000,KGShop,,,
365,1045,120.092,,US,,900.0000000000,,,,,,,,,,,,,,,,,,,,,,1045,365,yulya,2025-04-21 10:50:41.403000,KGShop,,,
366,1046,120.046,1 ÇİFT İADE,US,,36.0000000000,,,,,,,,,,,,,,,,,,,,,,1046,366,yulya,2025-04-21 12:01:22.040000,KGShop,yulya,2025-04-21 12:22:02.110000,KGShop
367,1047,120.046,FATURA,US,,275.0000000000,,,,,,,,,,,,,,,,,,,,,,1047,367,yulya,2025-04-21 12:09:34.813000,KGShop,,,
368,1048,320.045,007 N 1 ÇİFT İADE,US,,27.0000000000,,,,,,,,,,,,,,,,,,,,,,1048,368,yulya,2025-04-21 12:13:33.217000,KGShop,,,
365,1049,120.073,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,1049,365,yulya,2025-04-21 12:20:32.267000,KGShop,,,
365,1050,120.194,,US,,250.0000000000,,,,,,,,,,,,,,,,,,,,,,1050,365,yulya,2025-04-21 12:20:32.270000,KGShop,,,
365,1051,120.097,,US,,900.0000000000,,,,,,,,,,,,,,,,,,,,,,1051,365,yulya,2025-04-21 12:20:32.270000,KGShop,,,
365,1053,120.092,,US,,1096.0000000000,,,,,,,,,,,,,,,,,,,,,,1053,365,yulya,2025-04-21 13:49:10.677000,KGShop,,,
330,1054,120.180,İSK,US,,4.0000000000,,,,,,,,,,,,,,,,,,,,,,1054,330,yulya,2025-04-21 14:52:26.040000,KGShop,,,
365,1055,120.015,,US,,424.0000000000,,,,,,,,,,,,,,,,,,,,,,1055,365,yulya,2025-04-21 15:38:52.787000,KGShop,,,
365,1056,120.027,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1056,365,yulya,2025-04-21 15:39:32.553000,KGShop,,,
370,1057,120.075,,US,,904.0000000000,,,,,,,,,,,,,,,,,,,,,,1057,370,yulya,2025-04-21 15:47:25.400000,KGShop,,,
371,1058,120.164,,US,,1388.0000000000,,,,,,,,,,,,,,,,,,,,,,1058,371,yulya,2025-04-21 17:32:08.310000,KGShop,,,
372,1059,120.061,,US,,750.0000000000,,,,,,,,,,,,,,,,,,,,,,1059,372,yulya,2025-04-22 12:33:40.460000,KGShop,,,
372,1060,120.107,,US,,50.0000000000,,,,,,,,,,,,,,,,,,,,,,1060,372,yulya,2025-04-22 12:52:21.830000,KGShop,,,
373,1061,320.285,,US,,184.0000000000,,,,,,,,,,,,,,,,,,,,,,1061,373,yulya,2025-04-22 13:21:00.087000,KGShop,,,
372,1062,120.108,,US,,4900.0000000000,,,,,,,,,,,,,,,,,,,,,,1062,372,yulya,2025-04-22 13:22:00.793000,KGShop,,,
374,1063,320.129,334 KALİTE TERLİK8*20,US,,160.0000000000,,,,,,,,,,,,,,,,,,,,,,1063,374,yulya,2025-04-22 13:31:41.490000,KGShop,,,
375,1064,320.080,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1064,375,yulya,2025-04-22 17:04:51.483000,KGShop,,,
375,1065,320.020,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1065,375,yulya,2025-04-22 17:04:51.487000,KGShop,,,
375,1066,320.269,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1066,375,yulya,2025-04-22 17:04:51.490000,KGShop,,,
375,1067,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1067,375,yulya,2025-04-22 17:04:51.490000,KGShop,,,
375,1068,320.144,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1068,375,yulya,2025-04-22 17:04:51.493000,KGShop,,,
376,1069,120.085,,US,,2544.0000000000,,,,,,,,,,,,,,,,,,,,,,1069,376,yulya,2025-04-22 17:57:16.717000,KGShop,yulya,2025-04-24 14:12:18.647000,KGShop
376,1070,120.083,,US,,3100.0000000000,,,,,,,,,,,,,,,,,,,,,,1070,376,yulya,2025-04-22 17:57:16.717000,KGShop,,,
376,1071,120.200,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1071,376,yulya,2025-04-22 18:52:24.690000,KGShop,,,
378,1073,120.154,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1073,378,yulya,2025-04-24 13:02:01.237000,KGShop,,,
378,1074,120.200,,US,,1024.0000000000,,,,,,,,,,,,,,,,,,,,,,1074,378,yulya,2025-04-24 13:02:01.240000,KGShop,yulya,2025-04-24 15:16:32.733000,KGShop
379,1075,320.023,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1075,379,yulya,2025-04-24 14:48:25.290000,KGShop,,,
378,1076,120.047,,US,,12008.0000000000,,,,,,,,,,,,,,,,,,,,,,1076,378,yulya,2025-04-24 15:16:32.737000,KGShop,,,
378,1077,120.098,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1077,378,yulya,2025-04-24 15:16:32.740000,KGShop,,,
378,1078,120.156,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,1078,378,yulya,2025-04-24 15:16:32.740000,KGShop,,,
378,1079,120.030,,US,,4000.0000000000,,,,,,,,,,,,,,,,,,,,,,1079,378,yulya,2025-04-24 15:52:42.883000,KGShop,,,
378,1080,120.093,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,1080,378,yulya,2025-04-24 18:18:41.017000,KGShop,,,
380,1081,320.108,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1081,380,yulya,2025-04-25 14:58:09.313000,KGShop,,,
380,1082,320.002,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1082,380,yulya,2025-04-25 17:40:21.093000,KGShop,,,
380,1083,320.004,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,1083,380,yulya,2025-04-25 17:40:21.097000,KGShop,,,
380,1084,320.006,,US,,340.0000000000,,,,,,,,,,,,,,,,,,,,,,1084,380,yulya,2025-04-25 17:40:21.100000,KGShop,,,
380,1085,320.009,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1085,380,yulya,2025-04-25 17:40:21.100000,KGShop,,,
380,1086,320.017,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,1086,380,yulya,2025-04-25 17:40:21.103000,KGShop,,,
380,1087,320.020,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1087,380,yulya,2025-04-25 17:40:21.107000,KGShop,,,
380,1088,320.023,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1088,380,yulya,2025-04-25 17:40:21.107000,KGShop,,,
380,1089,320.029,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1089,380,yulya,2025-04-25 17:40:21.110000,KGShop,,,
380,1090,320.031,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1090,380,yulya,2025-04-25 17:40:21.110000,KGShop,,,
380,1091,320.033,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1091,380,yulya,2025-04-25 17:40:21.113000,KGShop,,,
380,1092,320.043,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1092,380,yulya,2025-04-25 17:40:21.117000,KGShop,,,
380,1093,320.048,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1093,380,yulya,2025-04-25 17:40:21.117000,KGShop,,,
380,1094,320.054,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1094,380,yulya,2025-04-25 17:40:21.120000,KGShop,,,
380,1095,320.059,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1095,380,yulya,2025-04-25 17:40:21.123000,KGShop,,,
380,1096,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1096,380,yulya,2025-04-25 17:40:21.123000,KGShop,,,
380,1097,320.074,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1097,380,yulya,2025-04-25 17:40:21.127000,KGShop,,,
380,1098,320.077,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1098,380,yulya,2025-04-25 17:53:03.013000,KGShop,,,
380,1099,320.080,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1099,380,yulya,2025-04-25 17:53:03.017000,KGShop,,,
380,1100,320.092,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1100,380,yulya,2025-04-25 17:53:03.017000,KGShop,,,
380,1101,320.095,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1101,380,yulya,2025-04-25 17:53:03.020000,KGShop,,,
380,1102,320.099,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,1102,380,yulya,2025-04-25 17:53:03.023000,KGShop,,,
380,1103,320.101,,US,,192.0000000000,,,,,,,,,,,,,,,,,,,,,,1103,380,yulya,2025-04-25 17:53:03.023000,KGShop,,,
380,1104,320.104,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1104,380,yulya,2025-04-25 17:53:03.027000,KGShop,,,
380,1105,320.105,,US,,100.0000000000,,,,,,,,,,,,,,,,,,,,,,1105,380,yulya,2025-04-25 17:53:03.030000,KGShop,,,
380,1106,320.119,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,1106,380,yulya,2025-04-25 17:53:03.030000,KGShop,,,
380,1107,320.129,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1107,380,yulya,2025-04-25 17:53:03.033000,KGShop,,,
380,1108,320.130,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,1108,380,yulya,2025-04-25 17:53:03.037000,KGShop,,,
380,1109,320.131,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1109,380,yulya,2025-04-25 17:53:03.037000,KGShop,,,
380,1110,320.133,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1110,380,yulya,2025-04-25 17:53:03.040000,KGShop,,,
380,1111,320.134,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1111,380,yulya,2025-04-25 17:53:03.040000,KGShop,,,
380,1112,320.144,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1112,380,yulya,2025-04-25 17:53:03.043000,KGShop,,,
380,1113,320.155,,US,,230.0000000000,,,,,,,,,,,,,,,,,,,,,,1113,380,yulya,2025-04-25 17:53:03.047000,KGShop,,,
380,1114,320.160,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,1114,380,yulya,2025-04-25 17:53:03.050000,KGShop,,,
380,1115,320.161,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1115,380,yulya,2025-04-25 17:53:03.050000,KGShop,,,
380,1116,320.163,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1116,380,yulya,2025-04-25 17:53:03.053000,KGShop,,,
380,1117,320.176,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1117,380,yulya,2025-04-25 17:53:03.053000,KGShop,,,
380,1118,320.184,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,1118,380,yulya,2025-04-25 17:53:03.057000,KGShop,,,
380,1119,320.190,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1119,380,yulya,2025-04-25 17:53:03.060000,KGShop,,,
380,1120,320.207,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,1120,380,yulya,2025-04-25 17:53:03.060000,KGShop,,,
380,1121,320.213,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1121,380,yulya,2025-04-25 17:53:03.063000,KGShop,,,
380,1122,320.219,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1122,380,yulya,2025-04-25 17:53:03.063000,KGShop,,,
380,1123,320.225,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,1123,380,yulya,2025-04-25 17:53:03.067000,KGShop,,,
380,1124,320.229,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1124,380,yulya,2025-04-25 17:53:03.070000,KGShop,,,
380,1125,320.250,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1125,380,yulya,2025-04-25 17:53:03.070000,KGShop,,,
380,1126,320.256,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,1126,380,yulya,2025-04-25 17:53:03.073000,KGShop,,,
380,1127,320.260,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1127,380,yulya,2025-04-25 17:53:03.073000,KGShop,,,
380,1128,320.262,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1128,380,yulya,2025-04-25 17:53:03.077000,KGShop,,,
380,1129,320.263,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1129,380,yulya,2025-04-25 17:53:03.080000,KGShop,,,
380,1130,320.266,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1130,380,yulya,2025-04-25 17:53:03.080000,KGShop,,,
380,1131,320.267,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1131,380,yulya,2025-04-25 17:53:03.083000,KGShop,,,
380,1132,320.268,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1132,380,yulya,2025-04-25 17:53:03.087000,KGShop,,,
380,1133,320.274,,US,,80.0000000000,,,,,,,,,,,,,,,,,,,,,,1133,380,yulya,2025-04-25 17:53:03.087000,KGShop,,,
380,1134,320.277,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1134,380,yulya,2025-04-25 17:53:03.090000,KGShop,,,
380,1135,320.279,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1135,380,yulya,2025-04-25 17:55:49.603000,KGShop,,,
382,1137,120.034,İADE,US,,195.0000000000,,,,,,,,,,,,,,,,,,,,,,1137,382,yulya,2025-04-28 12:52:39.233000,KGShop,,,
382,1138,120.034,KARGO BEDELİ,US,,53.0000000000,,,,,,,,,,,,,,,,,,,,,,1138,382,yulya,2025-04-28 12:57:41.697000,KGShop,,,
383,1139,120.033,İADE,US,,520.0000000000,,,,,,,,,,,,,,,,,,,,,,1139,383,yulya,2025-04-28 13:19:29,KGShop,,,
384,1140,120.140,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,1140,384,yulya,2025-04-29 10:53:30.920000,KGShop,,,
384,1141,120.100,,US,,1880.0000000000,,,,,,,,,,,,,,,,,,,,,,1141,384,yulya,2025-04-29 10:53:30.970000,KGShop,,,
384,1142,120.169,,US,,3080.0000000000,,,,,,,,,,,,,,,,,,,,,,1142,384,yulya,2025-04-29 10:53:30.973000,KGShop,,,
384,1143,120.134,,US,,4000.0000000000,,,,,,,,,,,,,,,,,,,,,,1143,384,yulya,2025-04-29 10:53:30.977000,KGShop,,,
