Uretici_KOD,Tanim,CariKod,DBName
200,Mertim Ayakkabı (Ferhat Fener),320.02.033,Uretim20
201,Messimod Ayakkabı,,Uretim20
202,Mi Piace (Ves Deri),,Uretim20
203,Mıs Kundura,,Uretim20
204,Modelle,,Uretim20
205,Moyra Socks,,Uretim20
206,Mudomay Çorap,,Uretim20
207,Nehir Ayakkabı,,Uretim20
208,Net Çanta (19V69),,Uretim20
209,Nevzat Onay,120.01.055,Uretim20
210,Nükte Ayakkabı,,Uretim20
211,Nur,,Uretim20
212,Özarpa Ayakkabı (Real),120.02.025,Uretim20
213,Özözler Deri,,Uretim20
214,Övgü Kemer,,Uretim20
215,Palaska,,Uretim20
216,Pamfilya Ayakkabı,,Uretim20
217,Patricia,,Uretim20
218,Pellagio,320.02.061,Uretim20
219,Pixy - Plastab,,Uretim20
220,Pinokyo Ayakkabı,,Uretim20
221,Platin Ayakkabı,,Uretim20
222,Polat Ayakkabı,320.02.060,Uretim20
223,Pozitif,,Uretim20
224,Puka Ayakkabı (Maskaret),,Uretim20
225,Pürsan Tic. Aş.,,Uretim20
226,Rapsodi Çorap,,Uretim20
227,Reyhan,,Uretim20
228,Rios-Alfa Ayakkabı,,Uretim20
229,Rockford,,Uretim20
230,Rollbab (Eternal Ayakkabı),,Uretim20
231,Roselia Ayakkabı,,Uretim20
232,Rosetti Ayakkabı,,Uretim20
233,Safak Kımya - Leflef,320.02.159,Uretim20
234,Sahin Uçar,,Uretim20
235,Sahra Ayakkabı,,Uretim20
236,Sarıkaya Ayakkabı,,Uretim20
237,Sayılır Ayakkabı,320.02.072,Uretim20
238,Sebata Ayakkabı,320.02.468,Uretim20
239,Sekada-Davarcı Kundura,,Uretim20
240,Selçuk Ayakkabı,320.02.035,Uretim20
241,Semih Kapucu-Eses Ayakkabı,,Uretim20
242,Sentini,,Uretim20
243,Seraş Ayakkabı,,Uretim20
244,Serdar Ayakkabı,,Uretim20
245,Serender Ayakkabı,,Uretim20
246,Serkan Yalgı,,Uretim20
247,Sermes Ayakkabı,,Uretim20
248,Sette Ayakkabı,320.02.066,Uretim20
249,Shalin Ayakkabı,,Uretim20
250,Sidar Ayakkabı,,Uretim20
251,Sılver Boya,,Uretim20
252,Söyler Ayakkabı,,Uretim20
253,Strano,,Uretim20
254,Sümbül Ayakkabı,,Uretim20
255,Tarlak Ayakkabı( Elite),,Uretim20
256,Tek-Or Plastık,,Uretim20
257,Tersan,,Uretim20
258,Topbas,,Uretim20
259,Torento Ayakkabı,,Uretim20
260,Üçel Ayakkabı,,Uretim20
261,Ufuk Kuran Sandalet,,Uretim20
262,Ülker Ayakkabı (Kadır Ülker),,Uretim20
263,Uludağ Kundura,,Uretim20
264,Uyar,,Uretim20
265,Vahap Ayakkabı,320.02.021,Uretim20
266,Valizce,,Uretim20
267,Volkan Ayakkabı,320.02.071,Uretim20
268,Westtowest,,Uretim20
269,Yedili Ayakkabı,320.02.023,Uretim20
270,Yeni Mevsim,,Uretim20
271,Yeşilim Çanta,,Uretim20
272,Zafer Türkoğlu,,Uretim20
273,Zandar Ayakkabı,,Uretim20
274,Berk Ayakkabı,320.02.076,Uretim20
275,Nova Ayakkabı,,Uretim20
276,Deva Ayakkabı,320.02.276,Uretim20
277,Goes (Gider Ayakkabı),,Uretim20
278,Alaska Deri (Yunus Dursun),,Uretim20
279,Beks Ayakkabı,,Uretim20
280,Esimod (Esin Kundura),320.02.280,Uretim20
281,Imaj Ayakkabı,320.02.032,Uretim20
282,Çantaş,,Uretim20
283,Savaşoğlu (Hamra),320.02.054,Uretim20
284,Akar Ayakkabı,320.02.011,Uretim20
285,Acarlar Ayakkabı,,Uretim20
286,Adım Kundura,,Uretim20
287,Angelli,,Uretim20
288,Akyol Kemer,,Uretim20
2880,Cabani,,Uretim20
289,Almira Ayakkabı,,Uretim20
290,Altun Ayakkabı,,Uretim20
291,As Ayakkabı,,Uretim20
292,Derion Ayakkabı,,Uretim20
293,Diverson,,Uretim20
294,Doğanlar Saraciye,,Uretim20
295,Erkan Makine,,Uretim20
296,Estile Ayakkabı,,Uretim20
297,Fabi,,Uretim20
298,Faruk Karar (Kısmet Kundura),,Uretim20
299,Fem (Femıs) Ayakkabı,,Uretim20
300,Ferde,,Uretim20
301,Forte,,Uretim20
302,Geox,,Uretim20
303,Gezer Ayakkabı,,Uretim20
304,Güleray,,Uretim20
305,Güner Ayakkabı-Icemen,,Uretim20
306,İkızler,,Uretim20
307,İlhan Esen,,Uretim20
309,Liberty,,Uretim20
310,Lizpa,,Uretim20
311,Mc Arthur,,Uretim20
312,Metplas,,Uretim20
313,Metplast,,Uretim20
314,Milano Ambalaj,,Uretim20
315,Molyer Ayakkabı,320.02.065,Uretim20
316,Mon Ayakkabı,,Uretim20
317,Myr Meyra (Divino),,Uretim20
318,New Balance,,Uretim20
319,New Balance,,Uretim20
320,Polat Zaman,,Uretim20
321,Sabo Boya,,Uretim20
322,Sanel,,Uretim20
323,Sarı Toprak,,Uretim20
324,Sc,,Uretim20
325,Sperry,,Uretim20
326,Tabanex,,Uretim20
327,Tekor Plastik,,Uretim20
328,Tue Shoes,,Uretim20
329,Versilia,,Uretim20
330,Victoria,,Uretim20
331,Vrossi Ayaakabı,,Uretim20
332,Wolly,,Uretim20
333,Miray Ayakkabı,,Uretim20
334,Agnelli Shoes,,Uretim20
335,Alenta,,Uretim20
336,Alto Gradimento,,Uretim20
337,Akform,,Uretim20
338,Alima,,Uretim20
339,Baydar Ayakkabı,,Uretim20
340,Ars Ayakkabı,,Uretim20
341,Bond - Meşin Deri,,Uretim20
342,Atakan Ayakkabı,,Uretim20
343,Cesa Ayakkabı,,Uretim20
344,Babette Ayakkabı,,Uretim20
345,Clup Bambini - Orhan Arslan,,Uretim20
346,Besa Ayakkabı,,Uretim20
347,Crisiss,,Uretim20
348,By Leaf,,Uretim20
349,Beyoğlu Ayakkabı,,Uretim20
350,Crunell,,Uretim20
351,Çizgi Ayakkabı (Beatrice),,Uretim20
352,Deriva - Süren Deri,,Uretim20
353,Delsey - Meb Deri,,Uretim20
354,Diva Clup,,Uretim20
355,Global Ayakkabı,,Uretim20
356,Dolce Venetta,,Uretim20
357,Grup Çanta,,Uretim20
358,Gözde Ayakkabı,,Uretim20
359,Ege Narin,,Uretim20
360,İkbal Ayakkabı,,Uretim20
361,Guzder Ayakkabı,,Uretim20
362,Mare,,Uretim20
363,Kazım Süren Deri,,Uretim20
364,FDG,,Uretim20
365,Markadu,,Uretim20
366,Kopuzlar Deri,,Uretim20
367,Pegasus Ayakkabı,,Uretim20
368,Gianni,,Uretim20
369,Petek Saraciye,,Uretim20
370,Özdersan Deri,,Uretim20
371,İçten Spor Ayakkabı (LİK),,Uretim20
372,Rengarenk Ayakkabı,,Uretim20
373,Poletto,,Uretim20
374,Kaya Taban,,Uretim20
375,Romanelli,,Uretim20
376,Promosyon,,Uretim20
377,Şengül Kundura,,Uretim20
378,Saluro Ayakkabı,,Uretim20
379,Londrest,,Uretim20
380,Samsun Ayakkabı,,Uretim20
381,Saran Kozmetik,,Uretim20
382,Savcılı Ayakkabı,,Uretim20
383,Seçim Çanta,,Uretim20
384,Scorpion,,Uretim20
385,Selrifon Shoes,,Uretim20
386,Şakrak Ayakkabı,,Uretim20
387,Sergio Ripari,,Uretim20
388,Tersan,,Uretim20
389,Sudex,,Uretim20
390,Topbaş Ayakkabı - Enis Topbaş,,Uretim20
391,Tempo,,Uretim20
392,Walk&More (MMA Ayakkabı),,Uretim20
393,Vivino Ayakkabı,,Uretim20
394,Fason Outlet,,Uretim20
395,Cantaş Saraciye,,Uretim20
396,Zeki Rok (Kuzey Ayakkabı),,Uretim20
397,Manas,,Uretim20
398,Trenti Kids (Levent Ayakkabı),,Uretim20
399,Cihan Kundura,,Uretim20
400,Desi Ayakkabı,,Uretim20
401,Bizmi Kundura (Ruiscuto),,Uretim20
402,Klasik Ayakkabı,,Uretim20
403,Zensan Ayakkabı (Prima),,Uretim20
404,Papsan Ayakkabı,,Uretim20
405,Burç Ayakkabı,,Uretim20
406,Pia Mia Ayakkabı (Derpa),,Uretim20
407,Zirve Ayakkabı,,Uretim20
408,Aronay Ayakkabı,,Uretim20
409,Salih Uçar,,Uretim20
410,Vedat Aksin,,Uretim20
411,Nurhan Çanta,,Uretim20
412,De Vip,,Uretim20
413,Manily,,Uretim20
414,Yıldız Ayakkabı,,Uretim20
415,Rebelle,,Uretim20
416,Bagatto,,Uretim20
417,Canbulut,320.02.479,Uretim20
418,Danalya Ayakkabı,,Uretim20
419,Çelik Ayakkabı,,Uretim20
420,Clarks Ayakabı,,Uretim20
421,Lorelei,,Uretim20
422,Voder Ayakkabı,,Uretim20
423,Yılmaz Çanta,,Uretim20
424,Mammamia (Dialog),,Uretim20
425,Ves Deri,,Uretim20
426,Alberes Ayakkabı,,Uretim20
427,Marco Benetti,,Uretim20
428,Desan Çanta (Dsn),,Uretim20
429,Ceylan Ayakkabı,,Uretim20
430,Romani Ayakkabı,,Uretim20
432,Köyüm Kundura,,Uretim20
433,Pedrino,,Uretim20
434,Sebastian Çanta,,Uretim20
435,Esminare Ayakkabı,,Uretim20
436,Engin Vardar,,Uretim20
437,Güven Birlik,,Uretim20
438,Bender Ayakkabı,,Uretim20
439,Bestello Ayakkabı,,Uretim20
440,Florra,,Uretim20
441,Lotris Ayakkabı,,Uretim20
442,Mcs,,Uretim20
443,Çavuşoğlu Ayakkabı (Thunderhead),,Uretim20
444,La Pinta Ayakkabı,,Uretim20
445,Gözde Giyim,,Uretim20
446,Tezcan Kundura,,Uretim20
447,Folder (Bogard),,Uretim20
448,Özbircan,,Uretim20
449,Patis Ayakkabı,,Uretim20
450,Beady,,Uretim20
451,Göl Ayakkabı (Sail Lakers),,Uretim20
452,S.Y. Ayakkabı,,Uretim20
453,Sanatel,,Uretim20
454,Sarissa Ayakkabı,,Uretim20
455,Derisn,,Uretim20
456,Gia Ayakkabı,,Uretim20
457,Kazan (2day) Ayakkabı,320.02.167,Uretim20
458,Hsnbelt Kemer,,Uretim20
459,Gümüş (Eko Grup),320.02.006,Uretim20
460,Cashka (Üstündağ Ayakkabı),,Uretim20
461,BRC AYAKKABI,320.02.461,Uretim20
462,Lapenn,320.02.067,Uretim20
463,Omze Bayan Ayakkabı,320.02.068,Uretim20
464,Truva Ayakkabı,,Uretim20
465,Mod Brama (Sezer Ayakkabı),,Uretim20
466,Olesea Ayakkabı,,Uretim20
467,Sürmeli Ayakkabı,,Uretim20
468,Scottmen Ayakkabı,,Uretim20
469,Ryt Ayakkabı,,Uretim20
470,Fonem,320.01.144,Uretim20
471,Efsane Ayakkabı,320.03.187,Uretim20
472,Bektaş Saraciye,,Uretim20
473,Üstündağ Ayakkabı,,Uretim20
474,Vinicci-Bircan,,Uretim20
475,Nuh Akçay,320.03.188,Uretim20
476,Sekada - Davarcı Kundura,,Uretim20
477,Önder Group,,Uretim20
478,Yıldırım Kardeşler,,Uretim20
479,İdemo Ayakkabı,320.02.469,Uretim20
480,Deniz Ayakkabı,320.02.470,Uretim20
481,Sns Ayakkabı,,Uretim20
482,Alparslan Ortopedik Ayakkabı,,Uretim20
483,Bilgi Birikim Ayakkabı,,Uretim20
484,Erat Sport-Sonimix,,Uretim20
485,Guzını Deri Çanta,,Uretim20
486,Albini Ayakkabı,320.02.472,Uretim20
487,Hasan Uzman Ayakkabı,,Uretim20
488,Çiçek Kundura,,Uretim20
489,Alta Gracia,,Uretim20
490,Alpler Ayakkabı,,Uretim20
491,Farve,,Uretim20
492,Van Orion,,Uretim20
493,Nors Çanta,,Uretim20
494,Savcılı Ayakkabı,320.02.475,Uretim20
495,Zeki Arslan Ayakkabı,,Uretim20
496,Pipons Ayakkabı,,Uretim20
497,Pati Ayakkabı,320.02.477,Uretim20
498,Isabel Ayakkabı,,Uretim20
499,Ottimo-Dağhan Ayakkabı,,Uretim20
5,,,Uretim20
500,Ceyhan Ayakkabı,,Uretim20
501,Flexinos Ayakkabı,,Uretim20
502,Eses LTD,,Uretim20
503,Fethi Spor,,Uretim20
504,Ender Plastik,,Uretim20
505,Defa Terlik,,Uretim20
506,Tigra,320.02.031,Uretim20
507,Bestello-(Bükülmez),,Uretim20
508,Smella Kozmetik,,Uretim20
509,Sertsan,,Uretim20
510,Elvera Ayakkabı,,Uretim20
511,Formaş Ayakkabı,,Uretim20
512,Dry S Ayakkabı,,Uretim20
513,Burç Ayakkabı,,Uretim20
514,Savelli Ayakkabı,320.02.480,Uretim20
515,Saran Ayakkabı,,Uretim20
516,Algusto Ayakkabı,320.02.214,Uretim20
517,Oray Çanta,,Uretim20
518,Özler Çanta,320.02.217,Uretim20
519,Şenkal Ayakkabı,,Uretim20
520 ,Sergio-Ayhan Erol,,Uretim20
521,Bulut Ayakkabı,,Uretim20
522,Alba Ayakkabı,,Uretim20
523 ,Kaya Kardeşler-İloz,,Uretim20
524,Gutan Ayakkabı,320.02.226,Uretim20
525,Pureny-Kadir Erdoğan,,Uretim20
526,Ayyıldız Ayakkabı,,Uretim20
527,Alfa Deri,,Uretim20
528,Mısra Ayakkabı,,Uretim20
529,Kenan Şimşek-Keçeli Ayakkabı,,Uretim20
530,Wel Ayakkabı,320.03.328,Uretim20
531,Berdani Ayakkabı,320.02.482,Uretim20
532,Title Ayakkabı,320.02.481,Uretim20
533,Birlik Ayakkabı,320.02.050,Uretim20
534,Semih Taşçı,320.02.200,Uretim20
535,Mata Ayakkabı,,Uretim20
536,Çelik Ayakkabı,,Uretim20
537,MÇS-Mekin Saraciye,,Uretim20
538,Uğur Kundura-Z15,320.02.485,Uretim20
539,Akk Ayakkabı,,Uretim20
540,Step Ayakkabı,320.01.163,Uretim20
541,Nevzat Özel Ayakkabı,,Uretim20
542,Nadir Ayakkabı,,Uretim20
543,OGS Ayakkabı,320.02.487,Uretim20
544,Evva Shoes,320.02.488,Uretim20
545,Egepass-İsmail Polat Ay,,Uretim20
546,Roal-Alfonso Espadril,,Uretim20
547,Salma[Doctor] Ayakkabı,,Uretim20
548,Yeniay Ayakkabı,,Uretim20
549,Tezcan Kundura,320.02.490,Uretim20
550,Nadir Gürsel,320.02.492,Uretim20
551,Gümüş Saraciye,,Uretim20
552,KEEN-EB CONNECTION,,Uretim20
553,Retto Ayakkabı,,Uretim20
554,Ftm Ayakkabı,320.02.496,Uretim20
555,Ferromen Ayakkabı,320.01.108,Uretim20
556,Yekta Ayakkabı,320.02.497,Uretim20
557,Kazancı Ayakkabı,,Uretim20
558,Oğuz Fener Ayakkabı,320.02.498,Uretim20
559,Zeki Ayakkabı,,Uretim20
560,Süren Espadril,,Uretim20
561,Adel Ayakkabı,,Uretim20
562,4K Ayakkabı (Canbey),320.02.499,Uretim20
563,Melda Ayakkabı,,Uretim20
564,Alkan Çekecek,,Uretim20
565,Çelemli Ayakkabı,,Uretim20
566,Fatih Kalender Ayakkabı,,Uretim20
567,Şenaslan Terlik,,Uretim20
65,,,Uretim20
A001,Balta Deri Astar,,Uretim20
A002,Özer Örme Strech,,Uretim20
B001,Kord Bagçık,,Uretim20
C001,Elit Taban Salpa,,Uretim20
Cabani  ,Cabani,,Uretim20
CR-205,,,Uretim20
D001,Kazım Suren ,,Uretim20
D002,Karaca Deri,,Uretim20
D003,Sepıcı Derii,,Uretim20
D004,Turgut Kardeşler,,Uretim20
D005,Irmak Saya Triko,,Uretim20
D006,Karızma Bez,,Uretim20
D007,Efeler Deri,,Uretim20
D008,Yenı Hayat Triko,,Uretim20
D009,Ahı Deri,,Uretim20
D010,Ars Deri,,Uretim20
D011,Balta Deri,,Uretim20
D012,Bırdallar Deri,,Uretim20
D013,Cevahir Deri,,Uretim20
D014,Cihan Deri,,Uretim20
D015 ,Derimsan Deri,,Uretim20
D016,Goryakınlar Deri,,Uretim20
D017,Guclu Deri,,Uretim20
D018,Kopuz Deri,,Uretim20
D019,Massorotti-Ithal,,Uretim20
D020,Ithal Deri,,Uretim20
D021,Modas Deri,,Uretim20
D022,Kupon Deri ,,Uretim20
D023,Ozdersan,,Uretim20
D024,Pakistan ,,Uretim20
D025,Prima ,,Uretim20
D026,Yağmur Deri,,Uretim20
D027,Spillover,,Uretim20
D028,Ata Deri ,,Uretim20
D029,Akman Deri ,,Uretim20
D030,Estetik Deri,,Uretim20
D18,,,Uretim20
D31,Dönertaş,,Uretim20
E001,Teknika Mostra Etiket,,Uretim20
E002,Fatih Etiket,,Uretim20
F001,Inter Fermuar,,Uretim20
I001,Oynurden İlac,,Uretim20
J001,Sesa Ofset Kutu,,Uretim20
J009,Metplas Çekecek,,Uretim20
K001,Gül Metal,,Uretim20
K002,Altın Teknik ,,Uretim20
L001,Sabo Ahsap Kalıp,320.01.043,Uretim20
M001,Algul Poliuretan Mostra,,Uretim20
M002,Ad Spor Pet,,Uretim20
R001,Elit Fort-Bombe,,Uretim20
R002,Akform,,Uretim20
R02,,,Uretim20
Rino Kemer,Rino,,Uretim20
T001,Ziylan Taban,,Uretim20
T002,Guneşli Taban,,Uretim20
T003,Fatih Ökçe,,Uretim20
T004,The Gom (Eba Taban),,Uretim20
T005,Bayrak Taban,,Uretim20
T006,Ege Taban,,Uretim20
T007,Üçgen Taban,,Uretim20
T008,Umut Taban,,Uretim20
T009,Aykal Taban,,Uretim20
T010,Poltab Taban,,Uretim20
T011,Gks Taban,,Uretim20
T012,Bay Taban Ecevit Sonmez,,Uretim20
T013,Gommer Taban,,Uretim20
T014,Oset Taban,,Uretim20
T015,Sert Taban,,Uretim20
T016,Emre Taban ,,Uretim20
T017,XGOM,,Uretim20
Yekta,Yekta Ayakkabı,,Uretim20
