Modul,MOption,CheckValue,Tanim,Typex,Valuex,EditTypeX,PWinCaption,PTable,PRField,PRFields,PRFieldsValues,Katalog,PassChar,DBName
SipFis,PrintBagSipVsb,Hayir,Sipariş yazdırma kısmında bağlantılı siparişe ait veriler görüntülenebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,PSipTerminTar,Hayir,Pazarlama Siparişinde Termin Tarihi girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,RBFrkFiy,Evet,Barkodla okunan ürünlerin fiyatı farklı olanlar ayrılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SatOzKod1T,Taban,Sipariş Satır Özel Kod 1 in adı,Edit,,txt,,,,,,,,Antrepo20
SipFis,SatOzKod2T,Ozkod2,Sipariş Satır Özel Kod 2 nin adı,Edit,,txt,,,,,,,,Antrepo20
SipFis,SatOzKod3T,,Sipariş Satır Özel Kod 3 ün adı,Edit,,txt,,,,,,,,Antrepo20
SipFis,ScreenRefresh,Evet,Üretim emri bağlı bir sipariş ekranına başka bir ekrandan geçiş yapıldığında sipariş yeniden yüklensin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SevkIrsNoDoldur,Evet,Sevkiyat fişinden irsaliye oluşturur iken irsaliye numarasını otomatik atsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SevkLokasyonSec,Evet,Sevk emri oluşturulurken lokasyon seçilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SevkSameOdTip,Hayir,Sevk emri için ödeme şekli kontrolü yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SevkSevkTurSec,Evet,Sevk emri için sevk türü seçilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SevkStokMikCont,Hayir,Sevk et ekranında stokta olmayanları göstermesin?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipAKalTip,BarkodAsor,"Siparişte ""Pazarlama Kalanı-Stok Mevcut Karşılaştırması (Asorti)"" hangi asortiler üzerinden çalışsın",ComboBox,StokAsor&BarkodAsor,,,,,,,,,Antrepo20
SipFis,SipAlanSec,Evet,Siparişi alan bilgisi seçilebilir olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipBagMikChange,Hayir,Bağlantılı olan siparişlerde miktarsal değişiklik yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipCopyLot,Evet,Siparişler kopyalanırken lot numaraları kopyalasın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipCpyCr,Evet,Sipariş kopyalama işleminde cari seçimi yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipCpyMk,Hayir,Sipariş kopyalama işleminde kopya adeti sorsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipFatStk,Evet,Siparişten fatura ve irsaliyeye gönderim yapılırken stok mevcut kontrolü yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipFrMikChange,Hayir,Faturaya veya irsaliyeye gönderilen siparişlerde miktarsal değişiklik yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipOzKod1,İşlem Tipi,Sipariş özel kod 1 tanımı,Edit,OzelKod1,txt,,,,,,,,Antrepo20
SipFis,SipOzKod10,Marka B,Sipariş özel kod 10 tanımı,Edit,OzelKod10,txt,,,,,,,,Antrepo20
SipFis,SipOzKod2,Ödm.Tipi,Sipariş özel kod 2 tanımı,Edit,OzelKod2,txt,,,,,,,,Antrepo20
SipFis,SipOzKod3,Sip.Yılı,Sipariş özel kod 3 tanımı,Edit,OzelKod3,txt,,,,,,,,Antrepo20
SipFis,SipOzKod4,Sip.Sezon,Sipariş özel kod 4 tanımı,Edit,OzelKod4,txt,,,,,,,,Antrepo20
SipFis,SipOzKod5,Sip.Tipi,Sipariş özel kod 5 tanımı,Edit,OzelKod5,txt,,,,,,,,Antrepo20
SipFis,SipOzKod6,Kargo,Sipariş özel kod 6 tanımı,Edit,OzelKod6,txt,,,,,,,,Antrepo20
SipFis,SipOzKod7,Avans,Sipariş özel kod 7 tanımı,Edit,OzelKod7,txt,,,,,,,,Antrepo20
SipFis,SipOzKod8,Özel Kod 8,Sipariş özel kod 8 tanımı,Edit,OzelKod8,txt,,,,,,,,Antrepo20
SipFis,SipOzKod9,Özel Kod 9,Sipariş özel kod 9 tanımı,Edit,OzelKod9,txt,,,,,,,,Antrepo20
SipFis,SipRezStkOp,Evet,Stok miktarı rezerv üzerinde sınırlayıcı etkide bulunabilir mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipSendCheck,Hayir,İrsaliye veya faturaya sipariş fazlası gönderilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipSilPsw,1203,Pazarlama Satınalma ve Teklif fişlerinin silinebilmesi için gerekli olan şifre?,Edit,,txt,,,,,,,*,Antrepo20
SipFis,SipSSBelgeNo,Hayir,Belge numarası girilmek zorunda mı?,ComboBox,Pazarlama&Satınalma&Tümü&Hayir,,,,,,,,,Antrepo20
SipFis,SipSvMikChange,Hayir,Sevkiyata veya Ürün Kabule gönderilen siparişlerde miktarsal değişiklik yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipUrMikChange,Evet,Üretime gönderilen siparişlerde miktarsal değişiklik yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SipYazSort,Stok+Renk,Sipariş yazdırılırken neye göre sıralansın?,ComboBox,Yok&Stok&Stok+Renk,,,,,,,,,Antrepo20
SipFis,SortKod,SKod,Pazarlama Siparişlerinde Stok listesi Hangi Kolona göre sıralansın?,ComboBox,SKod&Tanim&OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10&ASKod,,,,,,,,,Antrepo20
SipFis,SpeStkSec,Hayir,Siparişte ürün seçiminde stok özelliklerine göre sorgulama olsunmu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SPrivateCodeEnabled,Hayir,Sipariş ekranlarında Özel Kod alanlarına elle müdahale edilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SSipOdePlan,Hayir,Satınalma Siparişinde Ödeme Planı girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SSipRefresh,Hayir,Pazarlama Sipariş veya Teklif de sağ tuş ile siparişe gönder işleminden sonra ekran yenilensin mi ? ,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SSipTerminTar,Hayir,Satınalma Siparişinde Termin Tarihi girmek zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,SSortKod,SKod,Satınalma Siparişlerinde Stok listesi Hangi Kolona göre sıralansın?,ComboBox,SKod&Tanim&OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10&ASKod,,,,,,,,,Antrepo20
SipFis,StkResimGoster,Hayir,"Sipariş ekranlarında stok resimleri ""Resim Göster"" çekine gerek olmadan otomatikmen gösterilsin mi?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,StokReadonly,Hayir,Stok satırlarında stok kodu elle yazılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,TeklifSipChange,Hayir,Siparişe dönüştürülen Teklif satırlarında değişiklik yapılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,TerminCezaOran,OzKod10,Sipariş termin ceza oranının yazılacağı Özel Kod alanı: ,ComboBox,OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10,,,,,,,,,Antrepo20
SipFis,TerTarEksi,3,Pazarlama siparişleri satınalmaya döndürülürken termin tarihleri kaç gün eksiltilsin?,Edit,,num,,,,,,,,Antrepo20
SipFis,ToOdeFat,Hayir,Sağ tuş irsaliye/fatura gönderiminde ödeme planı irsaliye/fatura ya yansısın mı ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,UrFilPross,,Siparişten hammadde değiştirmede sınırlamak istediğiniz proses,Edit,,txt,,,,,,,,Antrepo20
SipFis,UrtTlpOrderCol,Stok Kodu,Pazarlamadan üretime talepler de rapor kayıt sıralaması hangi alana göre yapılsın?,ComboBox,Stok Kodu&Satır Indexi,,,,,,,,,Antrepo20
SipFis,UTlpColor,Hayir,Siparişin Üretimden Talepte bekleyen bir parçası var ise farklı renkte görmek ister misiniz ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,ViewACode,Evet,Stok listesinde carinin alternatif kodlarını görmek ister misiniz?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,XMLFiyRefresh,Evet,Sipariş fişinde xml den okuma yapılırken fiyat güncellensin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
SipFis,YazSortYaz,Hayir,Sipariş yazdırılırken sıralama ekranını çıksın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,AutoBelNo,Evet,Belge numarasının otomatik artmasını ister misiniz ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,BCNewSatir,Hayir,Fişte okutulan her barkod yeni satıra yazılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,CariCheckit,Hayir,Stok fişlerinde cari girilme zorunluluğu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,CariReadonly,Hayir,Cari kod elle yazılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,CariSecVisible,Evet,Stok Fişinde cari seçme bölümü gözüksün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,eksistock,Hayir,Eksi(-) ye düşen ürünü satarken uyarı versin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,eksistock2,Evet,Eksi(-) ye düşen ürünün satışına izin versin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,EskiFisTur,Hayir,Stok fişlerinde eski fişleri çağırırken çıkan ekranda fiş türüne göre filtreleme olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,FastStokList,Hayir,Stok listesi boş açılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,FiyTumLok,Hayir,Fiyat hesaplanırken tüm lokasyonlara bakılsın?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,GrpBarCode,Sorsun,Barkod hazırlama şekli nasıl gerçekleştirilsin?,ComboBox,Sorsun&Detay&Gruplu,,,,,,,,,Antrepo20
StkFis,Kalemisk,Evet,Kalem iskonto görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,Kalemkdv,Evet,Kalem KDV görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,OzKod1,Özel Kod 1,Stok Fişi Özel Kod 1 in adı,Edit,,txt,,,,,,,,Antrepo20
StkFis,OzKod2,Özel Kod 2,Stok Fişi Özel Kod 2 nin adı,Edit,,txt,,,,,,,,Antrepo20
StkFis,OzKod3,Özel Kod 3,Stok Fişi Özel Kod 3 ün adı,Edit,,txt,,,,,,,,Antrepo20
StkFis,OzKod4,Özel Kod 4,Stok Fişi Özel Kod 4 ün adı,Edit,,txt,,,,,,,,Antrepo20
StkFis,OzKod5,Özel Kod 5,Stok Fişi Özel Kod 5 in adı,Edit,,txt,,,,,,,,Antrepo20
StkFis,PrnFile,,"""Barkoda yazdır"" için kullanılacak dizayn dosyası",Edit,,txt,,,,,,,,Antrepo20
StkFis,SaveMuh,Hayir,Stok Fişinde kaydetme işleminden sonra muhasebeleşme otomatik başlasın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,SayimCFisTip,0,Sayım çıkış fiş türü,Edit,,num,,,,,,,,Antrepo20
StkFis,SayimGFisTip,0,Sayım giriş fiş türü,Edit,,num,,,,,,,,Antrepo20
StkFis,SortKod,SKod,Stok listesi Hangi Kolona göre sıralansın?,ComboBox,SKod&Tanim&StokTip&GrupKod&OzKod1&OzKod2&OzKod3&OzKod4&OzKod5&OzKod6&OzKod7&OzKod8&OzKod9&OzKod10,,,,,,,,,Antrepo20
StkFis,StkListUretici,Hayir,Stok listesinde üretici görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
StkFis,StkSilPsw,3496,Stok fişlerinin silinebilmesi için gerekli olan şifre?,Edit,,txt,,,,,,,*,Antrepo20
StkFis,StokReadonly,Evet,Stok fişlerinde stok kodu elle yazılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,BdnCheck,Evet,Bedenli kullanım olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,DefaultBirim,CIFT,Aktif birim tipi,Edit,,txt,,,,,,,,Antrepo20
Stok,DefaultKDV,10,KDV oranı,Edit,,num,,,,,,,,Antrepo20
Stok,DefaultKritik,0,Kritik seviye miktarı,Edit,,num,,,,,,,,Antrepo20
Stok,DefaultOptimal,0,Optimal seviye miktarı,Edit,,num,,,,,,,,Antrepo20
Stok,EANBaslangic,869000100001,EAN Barkodu oluşturulurken kullanılacak ilk barkod (Ülke Kodu + Firma Kodu + ilk ürün kodu = 12 hane),Edit,,txt,,,,,,,,Antrepo20
Stok,EkstreBasTar,,Stok ekstresi başlangıç tarihi,Edit,,txt,,,,,,,,Antrepo20
Stok,ExNetTutC,NetFiyat,Stok ekstresinde net çıkan tutarı hesaplanırken hangi fiyat kullanılsın,ComboBox,NetFiyat&Fiyat,,,,,,,,,Antrepo20
Stok,ExNetTutG,NetFiyat,Stok ekstresinde net giren tutarı hesaplanırken hangi fiyat kullanılsın,ComboBox,NetFiyat&Fiyat,,,,,,,,,Antrepo20
Stok,ExNetVis,Evet,Stok ektresinde net fiyat ve net tutarlar gözüksün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,FiyRnkBed,RenkBeden,Stok kartlarının içinden fiyat ataması renk beden bazında olsun mu?,ComboBox,RenkBeden&Renk&Beden&Olmasin,,,,,,,,,Antrepo20
Stok,KayUyariBarkod,Hayir,"Stok Kartı kaydedildiğinde, Barkod yoksa uyarı versin mı?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,KayUyariFiyat,Hayir,"Stok Kartı kaydedildiğinde, Fiyat yoksa uyarı versin mı?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,KayUyariRenk,Evet,"Stok Kartı kaydedildiğinde, Renk yoksa uyarı versin mı?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,LastBelgeNo,Hayir,"LAST Modülünden oluşturulan siparişlerin belge numarasına ""LAST"" yazılsın mı?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,MuhLocKont,Evet,Stok kartlarının muhasebe kod bağlantıları lokasyon bazlı olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,ResEnglish,Hayir,Stok Kartına atanan resim dosyalarında türkçe karakter olmasın?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,ResRnkBed,Renk,Stok kartlarının içinden Resim ataması renk beden bazında olsun mu?,ComboBox,RenkBeden&Renk&Beden&Olmasin,,,,,,,,,Antrepo20
Stok,RnkCheck,Evet,Renkli kullanım olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,RnkTipSec,Hayir,"Stok kartına renk eklerken, renk listesinden önce renk tipi sorulsun mu?",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,SKodSTanim,Hayir,Tanımlanan stok kodu stok tanımına atansın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,SkodVisibile,Evet,Stok Kodu alanına müdahale edilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,StkDurABdn,Hayir,"Stok Durumu ekranında, barkod ile ürün çağırıldığında tüm bedenler görünsün",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,StkDurALoc,Hayir,"Stok Durumu ekranında, tüm lokasyonlar seçilsin",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,StkDurARnk,Hayir,"Stok Durumu ekranında, barkod ile ürün çağırıldığında tüm renkler görünsün",ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok,StokListUrt,Evet,Stok listesinde üretici görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Stok_gizli,MasterTip,*,,Edit,,txt,,,,,,,,Antrepo20
Stok_Gizli,ZorunluMaster,StokSekli,,Edit,,txt,,,,,,,,Antrepo20
Taksit,DefArtikTaksit,1,Taksitin bölümünden kalan kaçıncı taksite eklensin,Edit,,num,,,,,,,,Antrepo20
Taksit,DefaultDay,20,Taksitin yapılacağı günün ilk değeri,Edit,,num,,,,,,,,Antrepo20
Taksit,DefaultOde,N,Taksitin ödeme tipi,Edit,,txt,,,,,,,,Antrepo20
Taksit,DefaultTaksit,5,Taksit sayısı,Edit,,num,,,,,,,,Antrepo20
Taksit,TaksitCanChange,Evet,Taksit sayısı Değiştirilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Taksit,TaksitFaizOran,0,Taksit satış ödemelerinde aylık faiz oranı,Edit,,num,,,,,,,,Antrepo20
Teminat,HarOzKod1,Özel Kod 1,Teminat Mektubu Özel Kod 1 in adı,Edit,,txt,,,,,,,,Antrepo20
Teminat,HarOzKod2,Özel Kod 2,Teminat Mektubu Özel Kod 2 nin adı,Edit,,txt,,,,,,,,Antrepo20
TTFis,BCLocLen,5,Yazdırılan hareket barkodundaki lokasyon kodu ilk kaç hane olsun?,Edit,,num,,,,,,,,Antrepo20
TTFis,CariZorunlu,Hayir,Tamir Fişi kaydedebilmek için cari girmek zorunlu mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,HarPerZorunlu,Hayir,Tamir Fişi hareketinde personel seçimi zorunlu mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,HarZorunlu,Hayir,Tamir Fişi kaydedebilmek için hareket girişi zorunlu mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,iadeNZorunlu,Hayir,Tamir Fişi kaydedebilmek için iade nedeni girmek zorunlu mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,irsOtoiptal,Hayir,Tamir fişinden oluşturulan irsaliyelerin iptal özelliği otomatik olarak seçilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,KapaGoster,Hayir,Tamir fişi içinde eski fiş çağırılırken kapanmış tamir fişleri gösterilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,MusteriReadOnly,Evet,Dolu tamir fişinin carisi değiştirilebilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,MusteriZorunlu,Hayir,Tamir Fişi kaydedebilmek için müşteri girmek zorunlu mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,SatirMagaza,Hayir,Satır bilgilerinde mağaza bilgisi girilmesi zorunlu olsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,SortKod,Hayir,Stok listesi tanıma göre sıralansın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,UniqueBelgeNo,Evet,Tamir fişinde aynı belge numarası tekrar kullanılabilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
TTFis,YazSonHrk,Hayir,Fiş yazdırılırken yalnızca son hareket görünsün mü?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,1_HamFireOut,Evet,Üretim sırasında hammadde firelerinin düşmesini istiyor musunuz?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,1_HamOut,Evet,Üretim sırasında hammaddelerin düşmesini istiyor musunuz?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,1_YanFireOut,Evet,Üretim sırasında yan sanayi firelerinin düşmesini istiyor musunuz?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,1_YanOut,Evet,Üretim sırasında yan sanayilerin düşmesini istiyor musunuz?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,2_HamEvre,Proseste,Hammadde çıkışlarının üretimin hangi evresinde düşülmesini istiyorsunuz?,ComboBox,Basinda&Proseste&Sonunda&Emirde,,,,,,,,,Antrepo20
Uretim,2_HamFireEvre,Proseste,Hammadde firelerin üretimin hangi evresinde düşülmesini istiyorsunuz?,ComboBox,Basinda&Proseste&Sonunda&Emirde,,,,,,,,,Antrepo20
Uretim,2_YanEvre,Proseste,Yan Sanayi girislerinin üretimin hangi evresinde gerceklesmesini istiyorsunuz?,ComboBox,Basinda&Proseste&Sonunda&Emirde,,,,,,,,,Antrepo20
Uretim,2_YanFireEvre,Proseste,YanSanayi Firelerin üretimin hangi evresinde düşülmesini 0istiyorsunuz?,ComboBox,Basinda&Proseste&Sonunda&Emirde,,,,,,,,,Antrepo20
Uretim,AsBCCopyC,1,Asorti barkodlarının kaç kopya olarak dökülmesini istersiniz?,ComboBox,1&2&3&4&5&6&7&8&9&10,,,,,,,,,Antrepo20
Uretim,BcinUseMikLn,5,Emirden alinan Barkod içindeki miktar sondan kaç karakterde?,Edit,,num,,,,,,,,Antrepo20
Uretim,BcinUseMikLnD,3,Emirden alinan Barkod içindeki miktarın desimal basamak sayısı,Edit,,num,,,,,,,,Antrepo20
Uretim,BcinUseSipLn,5,Emirden alinan Barkod içindeki sipariş numarasi baştan kaç karakterde?,Edit,,num,,,,,,,,Antrepo20
Uretim,BcMikEkran,Evet,Üretim emri ekranından  barkod hazırlanırken miktar bölme ekranı çıksın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,ChangeOrdSipAsorti,Hayir,Üretim emri başka bir siparişle ilişkilendirme de asorti dikkate alınsın mı? (Ürün-Renk),ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,CTRLMHamVisibleOp,Hayir,CTRL+M model ağacı bağımsız çalışsın mı ? (1610 öncesi)),ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,CtrlMOzKod1,OzelKod1,Sipariş aşamasında hammdde düzenleme ekranı(Ctrl M) özel kod 1 tanımı,Edit,OzelKod1,txt,,,,,,,,Antrepo20
Uretim,CtrlMOzKod10,OzelKod10,Sipariş aşamasında hammdde düzenleme ekranı(Ctrl M) özel kod 10 tanımı,Edit,OzelKod10,txt,,,,,,,,Antrepo20
Uretim,CtrlMOzKod2,OzelKod2,Sipariş aşamasında hammdde düzenleme ekranı(Ctrl M) özel kod 2 tanımı,Edit,OzelKod2,txt,,,,,,,,Antrepo20
Uretim,CtrlMOzKod3,OzelKod3,Sipariş aşamasında hammdde düzenleme ekranı(Ctrl M) özel kod 3 tanımı,Edit,OzelKod3,txt,,,,,,,,Antrepo20
Uretim,CtrlMOzKod4,OzelKod4,Sipariş aşamasında hammdde düzenleme ekranı(Ctrl M) özel kod 4 tanımı,Edit,OzelKod4,txt,,,,,,,,Antrepo20
Uretim,CtrlMOzKod5,OzelKod5,Sipariş aşamasında hammdde düzenleme ekranı(Ctrl M) özel kod 5 tanımı,Edit,OzelKod5,txt,,,,,,,,Antrepo20
Uretim,CtrlMOzKod6,OzelKod6,Sipariş aşamasında hammdde düzenleme ekranı(Ctrl M) özel kod 6 tanımı,Edit,OzelKod6,txt,,,,,,,,Antrepo20
Uretim,CtrlMOzKod7,OzelKod7,Sipariş aşamasında hammdde düzenleme ekranı(Ctrl M) özel kod 7 tanımı,Edit,OzelKod7,txt,,,,,,,,Antrepo20
Uretim,CtrlMOzKod8,OzelKod8,Sipariş aşamasında hammdde düzenleme ekranı(Ctrl M) özel kod 8 tanımı,Edit,OzelKod8,txt,,,,,,,,Antrepo20
Uretim,CtrlMOzKod9,OzelKod9,Sipariş aşamasında hammdde düzenleme ekranı(Ctrl M) özel kod 9 tanımı,Edit,OzelKod9,txt,,,,,,,,Antrepo20
Uretim,DelConDahIrs,Hayir,Üretim emri iptalinde bağlı dahili irsaliyeler de silinsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,Emirhierarchy,1,Bagli YM Emirleri bitmeden ata emrin bitirilmesi kullanıcı uyarılarak  engellensin mi ?,ComboBox,İzin ver&Uyar&Engelle,,,,,,,,,Antrepo20
Uretim,EmpProcPrint,Evet,Emir yazdırılırken hammaddesi olmayanlarda yazdırılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,EmRePrinted,Evet,Üretim emri ekranında emir birden fazla defa yazdırılabilsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,EmYazHamBirConv,Hayir,Üretim emri yazdırılırken hammadde birimi kartın birimine çevrilsin mi?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,GrpBarCode,Sorsun,Barkod hazırlama şekli nasıl gerçekleştirilsin?,ComboBox,Sorsun&Detay&Gruplu,,,,,,,,,Antrepo20
Uretim,HammaddeLoc,CH001,Üretimde kullanılan hammadde lokasyonu,Edit,,txt,,,,,,,,Antrepo20
Uretim,HamOutFisCariToSip,Hayir,Hammadde çıkış fişlerinde cari kod üretim emrine bağlı siparişden alınsın mı?(Üretim emri-Tek cari),ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,HamOutOp,Hayir,Hammadde çıkış fişi Ürün renk beden ayrıntısına göre oluşsun mu ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,HamOutQry,Hayir,Proses bittiğinde hammaddelerin çıkması için soru sorulmasını istiyor musunuz?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,HamSFisTip,6,Üretime giren hammaddeler için oluşturulacak stok çıkış fişinin türü,Edit,,num,,,,,,,,Antrepo20
Uretim,HFireSFisTip,6,Üretime giren hammaddelerin fireleri için oluşturulacak stok çıkış fişinin türü,Edit,,num,,,,,,,,Antrepo20
Uretim,Klp2StkOzKod,OzKod2,Ön Kalıp çalışmaları için ürünlerde kalıp kodunun girildiği özel kod,Edit,,txt,,,,,,,,Antrepo20
Uretim,LocalCKod,320.01.000,Üretim için kullanılan firma içi cari kodu giriniz,Edit,,txt,,,,,,,,Antrepo20
Uretim,MamulSFisTip,5,Üretimden çıkan mamuller için oluşturulacak stok giriş fişinin türü,Edit,,num,,,,,,,,Antrepo20
Uretim,MFireSFisTip,6,Üretime çıkan mamullerin fireleri için oluşturulacak stok çıkış fişinin türü,Edit,,num,,,,,,,,Antrepo20
Uretim,MoAlGirCarp,Evet,Modelde kullanilan hammadde alternetiflerinin girişinde çarpan sorulsun mu?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,MoBedGrpFil,Evet,Model kartının hızlı giriş işleminde beden grubuna göre sınırlama yapılsın mı?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
Uretim,ModelCopy,Evet,Model Çoğaltma yapılabilsin mi ?,ComboBox,Evet&Hayir,,,,,,,,,Antrepo20
