SevkNo,SevkTip,SevkTur,SevkTar,GCount,Location,SendLocation,ReturnSite,BelgeNo,HarTar,Durum,GeriDonMsj,SevkSekil,SevkNum,insUN,insDT,updUN,updDT,SevkAdres,SevkAdresAdi,CreaterApp,kgid,insApp,updApp
743,g,gt,2024-01-02 00:00:00,0,LN001,LN001,DSM,,2024-01-02 00:00:00,*,,,,Zeki,2024-01-02 11:36:11.317000,Lindon,2024-01-02 14:17:39.297000,,,,743,,
746,g,gt,2024-01-03 00:00:00,0,LN001,LN001,DSM,,2024-01-03 00:00:00,*,,,,Zeki,2024-01-03 12:22:35.587000,Lindon,2024-01-03 14:00:44.120000,,,,746,,
747,g,gt,2024-01-03 00:00:00,0,LN001,LN001,DSM,,2024-01-03 00:00:00,*,,,,Zeki,2024-01-03 12:30:08.350000,Lindon,2024-01-03 15:19:24.313000,,,,747,,
750,g,gt,2024-01-03 00:00:00,0,LN001,LN001,euromart,,2024-01-03 00:00:00,*,,,,MUAZ,2024-01-03 17:07:00.133000,Lindon,2024-01-03 17:12:00.070000,,,,750,,
752,g,gt,2024-01-04 00:00:00,0,LN001,LN001,DSM,,2024-01-04 00:00:00,*,,,,Zeki,2024-01-04 11:52:13.193000,Lindon,2024-01-04 16:41:17.703000,,,,752,,
753,g,gt,2024-01-05 00:00:00,0,LN001,LN001,DSM,,2024-01-05 00:00:00,*,,,,Zeki,2024-01-05 10:22:07.523000,Lindon,2024-01-05 15:13:31.380000,,,,753,,
754,g,gt,2024-01-05 00:00:00,0,LN001,LN001,DSM,,2024-01-05 00:00:00,*,,,,Zeki,2024-01-05 10:25:20.427000,Lindon,2024-01-05 15:16:16.763000,,,,754,,
755,g,gt,2024-01-06 00:00:00,0,LN001,LN001,DSM,,2024-01-06 00:00:00,*,,,,Zeki,2024-01-06 09:50:12.603000,Lindon,2024-01-06 15:42:06.940000,,,,755,,
756,g,gt,2024-01-06 00:00:00,0,LN001,LN001,DSM,,2024-01-06 00:00:00,*,,,,Zeki,2024-01-06 09:53:59.463000,Lindon,2024-01-06 16:08:47.920000,,,,756,,
757,g,gt,2024-01-07 00:00:00,0,LN001,LN001,DSM,,2024-01-07 00:00:00,*,,,,Zeki,2024-01-07 13:30:12.583000,Lindon,2024-01-08 09:27:29.713000,,,,757,,
758,g,gt,2024-01-07 00:00:00,0,LN001,LN001,DSM,,2024-01-07 00:00:00,*,,,,Zeki,2024-01-07 13:34:40.217000,Lindon,2024-01-08 09:29:24.357000,,,,758,,
759,g,gt,2024-01-08 00:00:00,0,LN001,LN001,DSM,,2024-01-08 00:00:00,*,,,,Zeki,2024-01-08 11:05:53.060000,Lindon,2024-01-08 16:00:46.517000,,,,759,,
760,g,gt,2024-01-09 00:00:00,0,LN001,LN001,DSM,,2024-01-09 00:00:00,*,,,,Zeki,2024-01-09 09:06:56.333000,Lindon,2024-01-09 19:58:04.163000,,,,760,,
761,g,gt,2024-01-09 00:00:00,0,LN001,LN001,DSM,,2024-01-09 00:00:00,*,,,,Zeki,2024-01-09 09:14:37.363000,Lindon,2024-01-09 19:59:04.023000,,,,761,,
762,g,gt,2024-01-09 00:00:00,0,LN001,LN001,DSM,,2024-01-09 00:00:00,*,,,,Zeki,2024-01-09 09:18:07.797000,Lindon,2024-01-09 19:59:22.640000,,,,762,,
763,g,gt,2024-01-10 00:00:00,0,LN001,LN001,DSM,,2024-01-10 00:00:00,*,,,,Zeki,2024-01-10 11:38:30.370000,Lindon,2024-01-10 19:58:36.600000,,,,763,,
764,g,gt,2024-01-11 00:00:00,0,LN001,LN001,DSM,,2024-01-11 00:00:00,*,,,,Zeki,2024-01-11 12:20:08.567000,Lindon,2024-01-11 19:41:03.433000,,,,764,,
765,g,gt,2024-01-11 00:00:00,0,LN001,LN001,DSM,,2024-01-11 00:00:00,*,,,,Zeki,2024-01-11 12:22:26.920000,Lindon,2024-01-11 19:39:26.650000,,,,765,,
766,g,gt,2024-01-12 00:00:00,0,LN001,LN001,DSM,,2024-01-12 00:00:00,*,,,,Zeki,2024-01-12 12:34:30.450000,Lindon,2024-01-12 19:44:47.923000,,,,766,,
767,g,gt,2024-01-13 00:00:00,0,LN001,LN001,DSM,,2024-01-13 00:00:00,*,,,,Zeki,2024-01-13 11:54:28.317000,Lindon,2024-01-13 15:30:37.373000,,,,767,,
768,g,gt,2024-01-13 00:00:00,0,LN001,LN001,DSM,,2024-01-13 00:00:00,*,,,,Zeki,2024-01-13 11:58:06.783000,Lindon,2024-01-13 15:47:31.643000,,,,768,,
769,g,gt,2024-01-14 00:00:00,0,LN001,LN001,DSM,,2024-01-14 00:00:00,*,,,,Zeki,2024-01-14 13:55:27.380000,Lindon,2024-01-15 09:41:54,,,,769,,
770,g,gt,2024-01-15 00:00:00,0,LN001,LN001,DSM,,2024-01-15 00:00:00,*,,,,Zeki,2024-01-15 10:31:35.380000,Lindon,2024-01-15 12:24:02.663000,,,,770,,
771,g,gt,2024-01-15 00:00:00,0,LN001,LN001,DSM,,2024-01-15 00:00:00,*,,,,Zeki,2024-01-15 10:32:01.660000,Lindon,2024-01-15 12:18:31.423000,,,,771,,
773,g,gt,2024-01-16 00:00:00,0,LN001,LN001,DSM,,2024-01-16 00:00:00,*,,,,Zeki,2024-01-16 18:56:13.837000,Zeki,2024-01-16 18:56:36.057000,,,,773,,
775,g,gt,2024-01-17 00:00:00,0,LN001,LN001,DSM,,2024-01-17 00:00:00,*,,,,Zeki,2024-01-17 15:34:05.753000,Lindon,2024-01-17 16:39:39.843000,,,,775,,
776,g,gt,2024-01-18 00:00:00,0,LN001,LN001,DSM,,2024-01-18 00:00:00,*,,,,Zeki,2024-01-18 13:14:33.383000,Lindon,2024-01-18 17:45:07.757000,,,,776,,
777,g,gt,2024-01-19 00:00:00,0,LN001,LN001,DSM,,2024-01-19 00:00:00,*,,,,Zeki,2024-01-19 14:05:32.960000,Lindon,2024-01-19 18:24:14.350000,,,,777,,
778,g,gt,2024-01-19 00:00:00,0,LN001,LN001,DSM,,2024-01-19 00:00:00,*,,,,Zeki,2024-01-19 14:08:18.400000,Lindon,2024-01-19 18:31:01.543000,,,,778,,
779,g,gt,2024-01-20 00:00:00,0,LN001,LN001,DSM,,2024-01-20 00:00:00,*,,,,Zeki,2024-01-20 10:34:18.810000,Lindon,2024-01-20 15:29:20.037000,,,,779,,
780,g,gt,2024-01-21 00:00:00,0,LN001,LN001,DSM,,2024-01-21 00:00:00,*,,,,Zeki,2024-01-21 11:17:58.897000,Lindon,2024-01-22 09:14:09.730000,,,,780,,
781,g,gt,2024-01-21 00:00:00,0,LN001,LN001,DSM,,2024-01-21 00:00:00,*,,,,Zeki,2024-01-21 11:23:55.810000,Lindon,2024-01-22 09:17:07.330000,,,,781,,
782,g,gt,2024-01-22 00:00:00,0,LN001,LN001,DSM,,2024-01-22 00:00:00,*,,,,Zeki,2024-01-22 12:55:18.170000,Lindon,2024-01-22 16:31:37.800000,,,,782,,
783,g,gt,2024-01-23 00:00:00,0,LN001,LN001,DSM,,2024-01-23 00:00:00,*,,,,Zeki,2024-01-23 10:12:32.583000,Lindon,2024-01-23 18:01:16.323000,,,,783,,
784,g,gt,2024-01-23 00:00:00,0,LN001,LN001,DSM,,2024-01-23 00:00:00,*,,,,Zeki,2024-01-23 10:15:37.673000,Lindon,2024-01-23 17:59:24.527000,,,,784,,
785,g,gt,2024-01-24 00:00:00,0,LN001,LN001,DSM,,2024-01-24 00:00:00,*,,,,Zeki,2024-01-24 12:02:45.957000,Lindon,2024-01-24 19:25:59.420000,,,,785,,
788,g,gt,2024-01-25 00:00:00,0,LN001,LN001,DSM,,2024-01-25 00:00:00,*,,,,Yasar,2024-01-25 19:29:26.997000,Lindon,2024-01-25 19:40:17.017000,,,,788,,
789,g,gt,2024-01-25 00:00:00,0,LN001,LN001,DSM,,2024-01-25 00:00:00,*,,,,Yasar,2024-01-25 19:30:33.810000,Lindon,2024-01-25 19:59:58.800000,,,,789,,
790,g,gt,2024-01-26 00:00:00,0,LN001,LN001,DSM,,2024-01-26 00:00:00,*,,,,Zeki,2024-01-26 16:00:48.897000,Lindon,2024-01-26 19:13:31.150000,,,,790,,
791,g,gt,2024-01-27 00:00:00,0,LN001,LN001,DSM,,2024-01-27 00:00:00,*,,,,Zeki,2024-01-27 08:37:13.200000,Lindon,2024-01-27 15:49:19.303000,,,,791,,
792,g,gt,2024-01-27 00:00:00,0,LN001,LN001,DSM,,2024-01-27 00:00:00,*,,,,Zeki,2024-01-27 08:39:56.063000,Lindon,2024-01-27 15:48:32.297000,,,,792,,
793,g,gt,2024-01-28 00:00:00,0,LN001,LN001,DSM,,2024-01-28 00:00:00,*,,,,Zeki,2024-01-28 19:06:37.953000,Lindon,2024-01-29 09:12:57.340000,,,,793,,
794,g,gt,2024-01-29 00:00:00,0,LN001,LN001,DSM,,2024-01-29 00:00:00,*,,,,Zeki,2024-01-29 12:28:09.080000,Lindon,2024-01-29 15:25:14.707000,,,,794,,
795,g,gt,2024-01-30 00:00:00,0,LN001,LN001,DSM,,2024-01-30 00:00:00,*,,,,Yasar,2024-01-30 14:15:26.743000,Lindon,2024-01-30 16:46:14.850000,,,,795,,
796,g,gt,2024-01-31 00:00:00,0,LN001,LN001,DSM,,2024-01-31 00:00:00,*,,,,Zeki,2024-01-31 10:44:55.423000,Lindon,2024-01-31 15:34:52.800000,,,,796,,
797,g,gt,2024-02-01 00:00:00,0,LN001,LN001,DSM,,2024-02-01 00:00:00,*,,,,Zeki,2024-02-01 16:22:50.257000,Lindon,2024-02-01 18:30:41.213000,,,,797,,
798,g,gt,2024-02-02 00:00:00,0,LN001,LN001,DSM,,2024-02-02 00:00:00,*,,,,Zeki,2024-02-02 15:44:33.373000,Lindon,2024-02-02 18:36:22.210000,,,,798,,
799,g,gt,2024-02-03 00:00:00,0,LN001,LN001,DSM,,2024-02-03 00:00:00,*,,,,Zeki,2024-02-03 11:12:41.100000,Lindon,2024-02-03 17:22:46.600000,,,,799,,
800,g,gt,2024-02-05 00:00:00,0,LN001,LN001,DSM,,2024-02-05 00:00:00,*,,,,Zeki,2024-02-05 09:21:24.373000,Lindon,2024-02-05 13:22:03.390000,,,,800,,
801,g,gt,2024-02-05 00:00:00,0,LN001,LN001,DSM,,2024-02-05 00:00:00,*,,,,Zeki,2024-02-05 09:23:54.467000,Lindon,2024-02-05 19:42:49.123000,,,,801,,
803,g,gt,2024-02-07 00:00:00,0,LN001,LN001,DSM,,2024-02-07 00:00:00,*,,,,Zeki,2024-02-07 14:28:34.410000,Lindon,2024-02-07 19:17:01.663000,,,,803,,
804,g,gt,2024-02-07 00:00:00,0,LN001,LN001,DSM,,2024-02-07 00:00:00,*,,,,Zeki,2024-02-07 14:38:54.817000,Lindon,2024-02-07 19:17:35.273000,,,,804,,
805,g,gt,2024-02-08 00:00:00,0,LN001,LN001,DSM,,2024-02-08 00:00:00,*,,,,Zeki,2024-02-08 14:27:14.323000,Lindon,2024-02-08 19:39:39.083000,,,,805,,
806,g,gt,2024-02-10 00:00:00,0,LN001,LN001,DSM,,2024-02-10 00:00:00,*,,,,Zeki,2024-02-10 09:03:08.313000,Lindon,2024-02-10 15:49:56.800000,,,,806,,
807,g,gt,2024-02-10 00:00:00,0,LN001,LN001,DSM,,2024-02-10 00:00:00,*,,,,Zeki,2024-02-10 09:05:33.973000,Lindon,2024-02-10 18:30:59.810000,,,,807,,
808,g,gt,2024-02-10 00:00:00,0,LN001,LN001,DSM,,2024-02-10 00:00:00,*,,,,Zeki,2024-02-10 13:33:39.510000,Lindon,2024-02-10 18:32:30.637000,,,,808,,
809,g,gt,2024-02-11 00:00:00,0,LN001,LN001,DSM,,2024-02-11 00:00:00,*,,,,Zeki,2024-02-11 20:30:05.840000,Lindon,2024-02-12 14:21:58.363000,,,,809,,
810,g,gt,2024-02-11 00:00:00,0,LN001,LN001,DSM,,2024-02-11 00:00:00,*,,,,Zeki,2024-02-11 20:32:11.257000,Lindon,2024-02-12 14:22:43.170000,,,,810,,
811,g,gt,2024-02-12 00:00:00,0,LN001,LN001,DSM,,2024-02-12 00:00:00,*,,,,Zeki,2024-02-12 14:04:58.937000,Lindon,2024-02-12 18:14:05.713000,,,,811,,
812,g,gt,2024-02-13 00:00:00,0,LN001,LN001,DSM,,2024-02-13 00:00:00,*,,,,Zeki,2024-02-13 15:30:23.060000,Lindon,2024-02-13 18:32:11.440000,,,,812,,
813,g,gt,2024-02-13 00:00:00,0,LN001,LN001,DSM,,2024-02-13 00:00:00,*,,,,Zeki,2024-02-13 15:34:03.153000,Lindon,2024-02-13 19:36:57.210000,,,,813,,
814,g,gt,2024-02-14 00:00:00,0,LN001,LN001,DSM,,2024-02-14 00:00:00,*,,,,Zeki,2024-02-14 15:01:44.280000,Lindon,2024-02-14 19:19:55.667000,,,,814,,
815,g,gt,2024-02-15 00:00:00,0,LN001,LN001,DSM,,2024-02-15 00:00:00,*,,,,Zeki,2024-02-15 19:48:08.540000,Lindon,2024-02-16 10:35:48.960000,,,,815,,
816,g,gt,2024-02-16 00:00:00,0,LN001,LN001,DSM,,2024-02-16 00:00:00,*,,,,Zeki,2024-02-16 12:46:38.907000,Lindon,2024-02-16 19:16:37.657000,,,,816,,
817,g,gt,2024-02-17 00:00:00,0,LN001,LN001,DSM,,2024-02-17 00:00:00,*,,,,Zekib,2024-02-17 13:23:28.700000,Lindon,2024-02-17 15:54:56.697000,,,,817,,
818,g,gt,2024-02-17 00:00:00,0,LN001,LN001,DSM,,2024-02-17 00:00:00,*,,,,Zekib,2024-02-17 13:28:26.433000,Lindon,2024-02-17 18:39:48.873000,,,,818,,
821,g,gt,2024-02-19 00:00:00,0,LN001,LN001,DSM,,2024-02-19 00:00:00,*,,,,Zekib,2024-02-19 13:33:17.760000,Lindon,2024-02-20 08:30:52.273000,,,,821,,
822,g,gt,2024-02-19 00:00:00,0,LN001,LN001,DSM,,2024-02-19 00:00:00,*,,,,Zekib,2024-02-19 13:55:12.397000,Lindon,2024-02-19 15:33:31.203000,,,,822,,
823,g,gt,2024-02-20 00:00:00,0,LN001,LN001,DSM,,2024-02-20 00:00:00,*,,,,Zekib,2024-02-20 12:56:48.290000,Lindon,2024-02-20 16:51:12.710000,,,,823,,
824,g,gt,2024-02-21 00:00:00,0,LN001,LN001,DSM,,2024-02-21 00:00:00,*,,,,Zekib,2024-02-21 16:32:44.440000,Lindon,2024-02-21 16:48:18.447000,,,,824,,
826,g,gt,2024-02-21 00:00:00,0,LN001,LN001,DSM,,2024-02-21 00:00:00,*,,,,Zekib,2024-02-21 16:34:15.577000,Lindon,2024-02-21 19:24:00.957000,,,,826,,
827,g,gt,2024-02-22 00:00:00,0,LN001,LN001,DSM,,2024-02-22 00:00:00,*,,,,Zeki,2024-02-22 15:52:48.187000,Lindon,2024-02-22 19:19:14.400000,,,,827,,
828,g,gt,2024-02-23 00:00:00,0,LN001,LN001,DSM,,2024-02-23 00:00:00,*,,,,Zeki,2024-02-23 12:21:13.463000,Lindon,2024-02-23 18:35:01.427000,,,,828,,
829,g,gt,2024-02-23 00:00:00,0,LN001,LN001,DSM,,2024-02-23 00:00:00,*,,,,Zeki,2024-02-23 12:23:49.247000,Lindon,2024-02-23 18:18:03.867000,,,,829,,
830,g,gt,2024-02-24 00:00:00,0,LN001,LN001,DSM,,2024-02-24 00:00:00,*,,,,Zekib,2024-02-24 16:21:20.447000,Lindon,2024-02-24 17:46:32.843000,,,,830,,
831,g,gt,2024-02-25 00:00:00,0,LN001,LN001,DSM,,2024-02-25 00:00:00,*,,,,Zekib,2024-02-25 13:36:10.960000,Lindon,2024-02-25 15:46:23.130000,,,,831,,
832,g,gt,2024-02-25 00:00:00,0,LN001,LN001,DSM,,2024-02-25 00:00:00,*,,,,Zekib,2024-02-25 13:58:29.360000,Lindon,2024-02-25 18:43:13.983000,,,,832,,
833,g,gt,2024-02-26 00:00:00,0,LN001,LN001,DSM,,2024-02-26 00:00:00,*,,,,Zekib,2024-02-26 15:08:25.577000,Lindon,2024-02-26 19:33:59.853000,,,,833,,
835,g,gt,2024-02-26 00:00:00,0,LN001,LN001,AAZB,,2024-02-26 00:00:00,*,,,,Zeki,2024-02-26 19:52:32.643000,Lindon,2024-02-27 08:36:53.997000,,,,835,,
836,g,gt,2024-02-27 00:00:00,0,LN001,LN001,DSM,,2024-02-27 00:00:00,*,,,,Zekib,2024-02-27 12:52:09.740000,Lindon,2024-02-27 14:49:52.640000,,,,836,,
837,g,gt,2024-02-27 00:00:00,0,LN001,LN001,DSM,,2024-02-27 00:00:00,*,,,,Zekib,2024-02-27 12:55:05.230000,Lindon,2024-02-27 14:51:27.350000,,,,837,,
838,g,gt,2024-02-27 00:00:00,0,LN001,LN001,DSM,,2024-02-27 00:00:00,*,,,,Zekib,2024-02-27 13:06:24.897000,Lindon,2024-02-27 14:50:44.487000,,,,838,,
839,g,gt,2024-02-28 00:00:00,0,LN001,LN001,DSM,,2024-02-28 00:00:00,*,,,,Zeki,2024-02-28 15:11:53.677000,Lindon,2024-02-28 19:38:02.380000,,,,839,,
840,g,gt,2024-02-29 00:00:00,0,LN001,LN001,DSM,,2024-02-29 00:00:00,*,,,,Zeki,2024-02-29 11:48:42.393000,Lindon,2024-02-29 16:18:08.727000,,,,840,,
841,g,gt,2024-02-29 00:00:00,0,LN001,LN001,DSM,,2024-02-29 00:00:00,*,,,,Zeki,2024-02-29 14:34:54.027000,Lindon,2024-02-29 16:18:31.370000,,,,841,,
842,g,gt,2024-03-02 00:00:00,0,LN001,LN001,DSM,,2024-03-02 00:00:00,*,,,,Zeki,2024-03-02 13:31:18.973000,Lindon,2024-03-02 16:32:49.300000,,,,842,,
843,g,gt,2024-03-02 00:00:00,0,LN001,LN001,DSM,,2024-03-02 00:00:00,*,,,,Furkan,2024-03-02 13:51:43.290000,Lindon,2024-03-02 16:33:37.247000,,,,843,,
844,g,gt,2024-03-03 00:00:00,0,LN001,LN001,DSM,,2024-03-03 00:00:00,*,,,,Zeki,2024-03-03 13:48:49.960000,Lindon,2024-03-04 09:20:25.637000,,,,844,,
846,g,gt,2024-03-04 00:00:00,0,LN001,LN001,DSM,,2024-03-04 00:00:00,*,,,,Zeki,2024-03-04 15:29:43.427000,Lindon,2024-03-04 17:39:10.753000,,,,846,,
847,g,gt,2024-03-04 00:00:00,0,LN001,LN001,DSM,,2024-03-04 00:00:00,*,,,,Zeki,2024-03-04 15:31:29.493000,Lindon,2024-03-04 17:39:26.650000,,,,847,,
848,g,gt,2024-03-05 00:00:00,0,LN001,LN001,DSM,,2024-03-05 00:00:00,*,,,,Zeki,2024-03-05 13:04:39.860000,Lindon,2024-03-05 14:27:35.180000,,,,848,,
849,g,gt,2024-03-06 00:00:00,0,LN001,LN001,DSM,,2024-03-06 00:00:00,*,,,,Zeki,2024-03-06 14:15:57.227000,Lindon,2024-03-06 18:20:43.303000,,,,849,,
850,g,gt,2024-03-06 00:00:00,0,LN001,LN001,DSM,,2024-03-06 00:00:00,*,,,,Zeki,2024-03-06 14:21:11.153000,Lindon,2024-03-06 18:21:10.120000,,,,850,,
851,g,gt,2024-03-07 00:00:00,0,LN001,LN001,DSM,,2024-03-07 00:00:00,*,,,,Zeki,2024-03-07 13:51:09.050000,Lindon,2024-03-07 19:20:48.990000,,,,851,,
852,g,gt,2024-03-09 00:00:00,0,LN001,LN001,DSM,,2024-03-09 00:00:00,*,,,,Zeki,2024-03-09 12:56:37.757000,Lindon,2024-03-09 14:52:03.720000,,,,852,,
853,g,gt,2024-03-09 00:00:00,0,LN001,LN001,DSM,,2024-03-09 00:00:00,*,,,,Zeki,2024-03-09 12:59:01.743000,Lindon,2024-03-09 14:52:57.353000,,,,853,,
854,g,gt,2024-03-09 00:00:00,0,LN001,LN001,DSM,,2024-03-09 00:00:00,*,,,,Zeki,2024-03-09 13:00:59.897000,Lindon,2024-03-09 14:54:00.620000,,,,854,,
855,g,gt,2024-03-10 00:00:00,0,LN001,LN001,DSM,,2024-03-10 00:00:00,*,,,,Zeki,2024-03-10 13:14:05.737000,Lindon,2024-03-11 09:19:47.687000,,,,855,,
856,g,gt,2024-03-10 00:00:00,0,LN001,LN001,DSM,,2024-03-10 00:00:00,*,,,,Zeki,2024-03-10 13:22:06.323000,Lindon,2024-03-11 09:01:32.853000,,,,856,,
857,g,gt,2024-03-11 00:00:00,0,LN001,LN001,DSM,,2024-03-11 00:00:00,*,,,,Zeki,2024-03-11 19:06:03.413000,Lindon,2024-03-11 20:06:37.797000,,,,857,,
858,g,gt,2024-03-12 00:00:00,0,LN001,LN001,DSM,,2024-03-12 00:00:00,*,,,,Zeki,2024-03-12 10:46:42.197000,Lindon,2024-03-12 19:08:55.623000,,,,858,,
860,g,gt,2024-03-13 00:00:00,0,LN001,LN001,DSM,,2024-03-13 00:00:00,*,,,,Zeki,2024-03-13 12:49:48.907000,Lindon,2024-03-13 19:49:53.187000,,,,860,,
861,g,gt,2024-03-14 00:00:00,0,LN001,LN001,DSM,,2024-03-14 00:00:00,*,,,,Zeki,2024-03-14 13:12:33.463000,Lindon,2024-03-14 20:07:15.300000,,,,861,,
862,g,gt,2024-03-14 00:00:00,0,LN001,LN001,DSM,,2024-03-14 00:00:00,*,,,,Zeki,2024-03-14 13:14:52.437000,Lindon,2024-03-14 20:07:25.953000,,,,862,,
863,g,gt,2024-03-16 00:00:00,0,LN001,LN001,DSM,,2024-03-16 00:00:00,*,,,,Zeki,2024-03-16 13:43:26.147000,Lindon,2024-03-16 18:34:49.053000,,,,863,,
864,g,gt,2024-03-16 00:00:00,0,LN001,LN001,DSM,,2024-03-16 00:00:00,*,,,,Zeki,2024-03-16 13:48:43.397000,Lindon,2024-03-16 18:37:10.120000,,,,864,,
865,g,gt,2024-03-17 00:00:00,0,LN001,LN001,DSM,,2024-03-17 00:00:00,*,,,,Zeki,2024-03-17 13:09:36.983000,Lindon,2024-03-17 17:30:57.303000,,,,865,,
866,g,gt,2024-03-18 00:00:00,0,LN001,LN001,DSM,,2024-03-18 00:00:00,*,,,,Zeki,2024-03-18 10:54:41.730000,Lindon,2024-03-18 13:44:44.087000,,,,866,,
867,g,gt,2024-03-19 00:00:00,0,LN001,LN001,DSM,,2024-03-19 00:00:00,*,,,,Zeki,2024-03-19 13:55:37.573000,Lindon,2024-03-19 19:30:44.330000,,,,867,,
868,g,gt,2024-03-20 00:00:00,0,LN001,LN001,DSM,,2024-03-20 00:00:00,*,,,,Zeki,2024-03-20 12:05:39.763000,Lindon,2024-03-20 19:35:16.237000,,,,868,,
869,g,gt,2024-03-21 00:00:00,0,LN001,LN001,DSM,,2024-03-21 00:00:00,*,,,,Zeki,2024-03-21 14:36:22.043000,Lindon,2024-03-21 19:50:30.477000,,,,869,,
870,g,gt,2024-03-22 00:00:00,0,LN001,LN001,DSM,,2024-03-22 00:00:00,*,,,,Zeki,2024-03-22 11:51:26.357000,Lindon,2024-03-22 21:03:16.800000,,,,870,,
871,g,gt,2024-03-24 00:00:00,0,LN001,LN001,DSM,,2024-03-24 00:00:00,*,,,,Zeki,2024-03-24 01:35:24.710000,Lindon,2024-03-24 19:56:47.753000,,,,871,,
872,g,gt,2024-03-24 00:00:00,0,LN001,LN001,DSM,,2024-03-24 00:00:00,*,,,,Zeki,2024-03-24 13:40:19.613000,Lindon,2024-03-24 20:04:42.010000,,,,872,,
873,g,gt,2024-03-25 00:00:00,0,LN001,LN001,DSM,,2024-03-25 00:00:00,*,,,,Zeki,2024-03-25 14:49:45.320000,Lindon,2024-03-25 19:39:43.347000,,,,873,,
874,g,gt,2024-03-25 00:00:00,0,LN001,LN001,DSM,,2024-03-25 00:00:00,*,,,,Zeki,2024-03-25 14:55:02.007000,Lindon,2024-03-25 19:42:03.600000,,,,874,,
875,g,gt,2024-03-26 00:00:00,0,LN001,LN001,DSM,,2024-03-26 00:00:00,*,,,,Zeki,2024-03-26 13:02:00.697000,Lindon,2024-03-26 20:07:16.310000,,,,875,,
876,g,gt,2024-03-26 00:00:00,0,LN001,LN001,DSM,,2024-03-26 00:00:00,*,,,,Zeki,2024-03-26 13:03:56.427000,Lindon,2024-03-26 20:08:20.940000,,,,876,,
877,g,gt,2024-03-28 00:00:00,0,LN001,LN001,DSM,,2024-03-28 00:00:00,*,,,,Zeki,2024-03-28 10:42:29.163000,Lindon,2024-03-28 16:45:04.623000,,,,877,,
878,g,gt,2024-03-28 00:00:00,0,LN001,LN001,DSM,,2024-03-28 00:00:00,*,,,,Zeki,2024-03-28 10:44:05.003000,Lindon,2024-03-28 16:45:16.360000,,,,878,,
879,g,gt,2024-03-28 00:00:00,0,LN001,LN001,DSM,,2024-03-28 00:00:00,*,,,,Zeki,2024-03-28 10:45:21.760000,Lindon,2024-03-28 16:45:28.333000,,,,879,,
880,g,gt,2024-03-30 00:00:00,0,LN001,LN001,DSM,,2024-03-30 00:00:00,*,,,,Zeki,2024-03-30 15:02:47.567000,Lindon,2024-03-30 18:07:36.873000,,,,880,,
881,g,gt,2024-03-30 00:00:00,0,LN001,LN001,DSM,,2024-03-30 00:00:00,*,,,,Zeki,2024-03-30 15:04:04.050000,Lindon,2024-03-30 18:08:01.703000,,,,881,,
882,g,gt,2024-04-01 00:00:00,0,LN001,LN001,DSM,,2024-04-01 00:00:00,*,,,,Zeki,2024-04-01 09:16:04.433000,Lindon,2024-04-01 19:16:15.943000,,,,882,,
883,g,gt,2024-04-02 00:00:00,0,LN001,LN001,DSM,,2024-04-02 00:00:00,*,,,,Zeki,2024-04-02 12:17:11.737000,Lindon,2024-04-03 08:05:17.110000,,,,883,,
884,g,gt,2024-04-02 00:00:00,0,LN001,LN001,DSM,,2024-04-02 00:00:00,*,,,,Zeki,2024-04-02 12:23:25.977000,Lindon,2024-04-03 08:07:17.973000,,,,884,,
885,g,gt,2024-04-02 00:00:00,0,LN001,LN001,DSM,,2024-04-02 00:00:00,*,,,,Zeki,2024-04-02 12:28:52.980000,Lindon,2024-04-03 08:11:00.720000,,,,885,,
886,g,gt,2024-04-02 00:00:00,0,LN001,LN001,DSM,,2024-04-02 00:00:00,*,,,,Zeki,2024-04-02 12:31:34.233000,Lindon,2024-04-03 08:13:10.747000,,,,886,,
887,g,gt,2024-04-02 00:00:00,0,LN001,LN001,DSM,,2024-04-02 00:00:00,*,,,,Zeki,2024-04-02 12:33:27.433000,Lindon,2024-04-03 08:15:25.377000,,,,887,,
888,g,gt,2024-04-04 00:00:00,0,LN001,LN001,DSM,,2024-04-04 00:00:00,*,,,,Zeki,2024-04-04 13:44:23.770000,Lindon,2024-04-04 19:31:56.160000,,,,888,,
889,g,gt,2024-04-04 00:00:00,0,LN001,LN001,DSM,,2024-04-04 00:00:00,*,,,,Zeki,2024-04-04 13:47:20.260000,Lindon,2024-04-04 19:35:00.700000,,,,889,,
890,g,gt,2024-04-04 00:00:00,0,LN001,LN001,DSM,,2024-04-04 00:00:00,*,,,,Zeki,2024-04-04 13:49:43.237000,Lindon,2024-04-04 19:36:04.477000,,,,890,,
891,g,gt,2024-04-06 00:00:00,0,LN001,LN001,DSM,,2024-04-06 00:00:00,*,,,,Zeki,2024-04-06 13:37:58.880000,Lindon,2024-04-06 17:10:34.483000,,,,891,,
893,g,gt,2024-04-06 00:00:00,0,LN001,LN001,DSM,,2024-04-06 00:00:00,*,,,,Zeki,2024-04-06 13:48:39.157000,Lindon,2024-04-06 17:15:44.473000,,,,893,,
894,g,gt,2024-04-06 00:00:00,0,LN001,LN001,DSM,,2024-04-06 00:00:00,*,,,,Zeki,2024-04-06 14:07:18.667000,Lindon,2024-04-06 17:16:33.927000,,,,894,,
